sex,age,statebrn,placebrn,marstat,edyrs,occ,usyrl,usdurl,usdocl,usstatel,usplacel,usoccl,usbyl,ustrips,reltrip,paistrip,sport,social,chicanos,blacks,anglos,latinos,lodging,english,finhelp,bankacct,remit1,remit2,remit3,remit4,remit5,savings1,savings2,savings3,savings4,savings5,schools,unemp,foodst,welfare,doctor,hospital,uswagel_adj_2019,rent_adj_2019,food_adj_2019,remit_adj_2019,savings_adj_2019,savretrn_adj_2019
1.0,58.0,11.0,0.0,2.0,4.0,719.0,1978.0,6.0,8.0,105.0,5945.0,410.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,11.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,11.663184306569343,172.50809716599193,268.4062992125984,325.8852772466539,70.14590605502156,675.1505281690141
1.0,61.0,11.0,0.0,2.0,2.0,831.0,1947.0,4.0,8.0,144.0,7240.0,410.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,0.0,4.0,2.0,8888.0,8888.0,8888.0,8888.0,8888.0,8.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,17.196659192825113,0.0,68.78663677130045,0.0,70.14590605502156,675.1505281690141
1.0,57.0,11.0,0.0,2.0,3.0,410.0,1957.0,6.0,2.0,105.0,4940.0,410.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,6.0,2.0,8888.0,8888.0,8888.0,8888.0,8888.0,11.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,8.188302491103203,0.0,54.58868327402135,0.0,70.14590605502156,675.1505281690141
1.0,42.0,11.0,0.0,2.0,6.0,819.0,1960.0,12.0,8.0,105.0,4480.0,410.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,8.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,11.663184306569343,172.50809716599193,268.4062992125984,325.8852772466539,70.14590605502156,675.1505281690141
1.0,82.0,11.0,0.0,2.0,2.0,720.0,1960.0,3.0,2.0,105.0,4480.0,410.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,2.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,3.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,34.54824324324324,0.0,0.0,112.28179054054054,70.14590605502156,675.1505281690141
1.0,51.0,11.0,0.0,4.0,3.0,522.0,1982.0,4.0,8.0,105.0,7485.0,410.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,6.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,11.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,5.29859067357513,132.46476683937823,79.47886010362694,264.92953367875646,52.9859067357513,675.1505281690141
1.0,39.0,11.0,0.0,2.0,9.0,549.0,1987.0,12.0,8.0,105.0,7320.0,410.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,12.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,13.503010563380284,22.505017605633807,135.03010563380283,225.05017605633805,45.01003521126761,225.05017605633805
1.0,59.0,11.0,0.0,2.0,2.0,720.0,1970.0,48.0,8.0,105.0,4480.0,410.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,11.0,9.0,8888.0,8888.0,8888.0,9.0,8888.0,8888.0,8888.0,8888.0,2.0,1.0,2.0,2.0,1.0,2.0,11.663184306569343,0.0,0.0,325.8852772466539,0.0,32945.48969072165
1.0,56.0,11.0,0.0,2.0,3.0,410.0,1955.0,24.0,2.0,103.0,4480.0,410.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,2.0,7.0,8888.0,8888.0,8888.0,8888.0,7.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,1.0,1.0,8.585496268656717,0.0,0.0,286.18320895522385,953.9440298507462,6677.608208955224
1.0,64.0,11.0,20.0,2.0,3.0,410.0,1950.0,360.0,2.0,105.0,4480.0,410.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,8888.0,8888.0,8888.0,8888.0,8888.0,2.0,1.0,2.0,2.0,2.0,2.0,11.663184306569343,0.0,0.0,2121.6348547717844,0.0,0.0
1.0,26.0,11.0,20.0,2.0,3.0,522.0,1978.0,48.0,8.0,105.0,5945.0,410.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,11.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,11.663184306569343,0.0,0.0,325.8852772466539,27.447837423312883,156.84478527607362
1.0,36.0,11.0,0.0,2.0,2.0,529.0,1986.0,8.0,8.0,105.0,4480.0,410.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,0.0,4.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,8.0,11.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,11.080025091240875,0.0,279.91642335766426,466.5273722627738,0.0,699.7910583941607
1.0,35.0,11.0,0.0,2.0,12.0,719.0,1980.0,48.0,8.0,105.0,4480.0,526.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,3.0,3.0,2.0,2.0,8888.0,8888.0,8888.0,8888.0,2.0,8888.0,8888.0,8888.0,8888.0,2.0,1.0,2.0,2.0,1.0,1.0,11.663184306569343,930.7900485436892,930.7900485436892,620.5266990291262,310.2633495145631,6205.266990291262
1.0,79.0,11.0,0.0,2.0,0.0,529.0,1924.0,360.0,8.0,126.0,3760.0,549.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,0.0,6.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,16.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,1.0,2.0,32.891543859649126,0.0,299.01403508771926,179.40842105263155,0.0,74753.50877192982
1.0,44.0,11.0,0.0,3.0,2.0,819.0,1968.0,156.0,1.0,105.0,4480.0,549.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,2.0,8888.0,8888.0,8888.0,8888.0,1.0,1.0,1.0,1.0,1.0,1.0,51.42525862068966,550.9849137931035,881.5758620689656,4407.879310344828,70.14590605502156,9550.405172413795
1.0,41.0,11.0,0.0,2.0,6.0,419.0,1987.0,6.0,8.0,105.0,7320.0,810.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,8.0,8888.0,8888.0,8888.0,8888.0,1.0,1.0,1.0,1.0,1.0,1.0,11.663184306569343,172.50809716599193,268.4062992125984,168.7876320422535,70.14590605502156,675.1505281690141
1.0,63.0,11.0,0.0,2.0,0.0,529.0,1961.0,6.0,2.0,105.0,4480.0,410.0,1.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,4.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,11.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,11.663184306569343,172.50809716599193,268.4062992125984,325.8852772466539,70.14590605502156,675.1505281690141
1.0,69.0,11.0,0.0,2.0,2.0,529.0,1962.0,14.0,2.0,144.0,4480.0,410.0,1.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,3.0,0.0,3.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,11.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,11.663184306569343,0.0,268.4062992125984,325.8852772466539,70.14590605502156,675.1505281690141
1.0,52.0,11.0,0.0,2.0,2.0,410.0,1985.0,6.0,5.0,129.0,6720.0,549.0,1.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,2.0,2.0,8888.0,8888.0,8888.0,8888.0,5.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,1.0,1.0,11.663184306569343,172.50809716599193,268.4062992125984,475.19888475836433,356.3991635687733,4751.988847583643
2.0,51.0,11.0,0.0,1.0,0.0,20.0,1982.0,24.0,8.0,129.0,6720.0,820.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,4.0,3.0,4.0,2.0,2.0,8888.0,8888.0,8888.0,8888.0,2.0,8888.0,8888.0,8888.0,8888.0,1.0,2.0,2.0,2.0,1.0,1.0,11.663184306569343,529.8590673575129,529.8590673575129,325.8852772466539,529.8590673575129,5298.59067357513
1.0,57.0,11.0,0.0,2.0,2.0,410.0,1977.0,24.0,8.0,144.0,1240.0,410.0,1.0,4.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,0.0,4.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,11.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,1.0,1.0,6.328143564356435,0.0,63.28143564356436,42.18762376237624,70.14590605502156,122.34410891089108
1.0,43.0,11.0,20.0,2.0,3.0,529.0,1972.0,14.0,8.0,114.0,1600.0,549.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,2.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,11.663184306569343,172.50809716599193,268.4062992125984,305.80980861244024,70.14590605502156,1529.049043062201
1.0,35.0,11.0,0.0,2.0,6.0,549.0,1978.0,60.0,8.0,114.0,1600.0,549.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,4.0,2.0,8888.0,8888.0,8888.0,8888.0,8888.0,3.0,8888.0,8888.0,8888.0,8888.0,1.0,2.0,2.0,2.0,1.0,1.0,11.663184306569343,392.111963190184,156.84478527607362,0.0,392.111963190184,675.1505281690141
1.0,54.0,11.0,0.0,2.0,3.0,559.0,1950.0,6.0,2.0,114.0,1600.0,410.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,0.0,3.0,2.0,12.0,8888.0,8888.0,8888.0,8888.0,2.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,10.60817427385892,0.0,127.29809128630704,325.8852772466539,212.16348547717843,10608.17427385892
1.0,39.0,11.0,0.0,2.0,2.0,522.0,1988.0,3.0,8.0,199.0,4480.0,410.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,0.0,4.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,11.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,11.663184306569343,172.50809716599193,268.4062992125984,325.8852772466539,70.14590605502156,675.1505281690141
1.0,35.0,11.0,0.0,2.0,6.0,559.0,1980.0,12.0,8.0,105.0,7320.0,810.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,2.0,8.0,8888.0,8888.0,8888.0,8888.0,11.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,9.307900485436893,155.13167475728156,155.13167475728156,310.2633495145631,310.2633495145631,3102.633495145631
1.0,21.0,11.0,0.0,2.0,6.0,549.0,1987.0,15.0,8.0,138.0,4480.0,549.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,1.0,4.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,11.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,11.663184306569343,172.50809716599193,225.05017605633805,562.6254401408451,70.14590605502156,675.1505281690141
1.0,59.0,11.0,0.0,2.0,1.0,410.0,1969.0,3.0,8.0,199.0,4480.0,410.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,2.0,12.0,8888.0,8888.0,8888.0,8888.0,2.0,8888.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,11.663184306569343,172.50809716599193,268.4062992125984,325.8852772466539,70.14590605502156,2089.8392370572205
1.0,40.0,11.0,0.0,2.0,2.0,410.0,1978.0,7.0,8.0,105.0,7320.0,410.0,1.0,3.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,0.0,2.0,2.0,11.0,8888.0,8888.0,8888.0,8888.0,8.0,11.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,11.663184306569343,392.111963190184,588.1679447852761,325.8852772466539,0.0,2352.6717791411043
1.0,40.0,11.0,0.0,2.0,3.0,410.0,1976.0,48.0,8.0,105.0,2840.0,810.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,0.0,6.0,2.0,16.0,8888.0,8888.0,8888.0,8888.0,12.0,8.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,10.691974907063198,237.59944237918216,190.07955390334573,712.7983271375466,237.59944237918216,1069.1974907063195
1.0,23.0,11.0,20.0,2.0,0.0,522.0,1985.0,9.0,8.0,136.0,4480.0,410.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,4.0,1.0,11.0,8888.0,8888.0,8888.0,8888.0,8.0,11.0,8888.0,8888.0,8888.0,2.0,2.0,2.0,2.0,2.0,2.0,7.045333168316831,527.3452970297029,632.8143564356436,843.7524752475248,232.0319306930693,8437.524752475247
