Classifier,time_s
35-NN,0.31960535049438477
Naïve Bayes,0.11411857604980469
Decision Tree,0.06656336784362793
Random Forest,5.680034875869751
GBM,9.24259066581726
MLP,8.69232964515686
RBF SVM,0.4425656795501709
Logistic Regression,0.0686495304107666
