Classifier,Train_sizes,Train_scores,Validation_scores
RBF SVM,3699,"[0.7813831641077128, 0.7812936635520924, 0.7789138578963141, 0.7803525136171632, 0.7809959098632931, 0.7802061773946875, 0.7752418518861942, 0.7792730673620456, 0.7757877240280017, 0.7847512618569765]","[0.6674729318232684, 0.7410474776244813, 0.6841744548286605, 0.6720922818947339, 0.7194896839565553, 0.7353663899749026, 0.7714247294166969, 0.7634777749595197, 0.7040996210461138, 0.7097375752519377]"
RBF SVM,4316,"[0.7890581663419614, 0.786597500638766, 0.7866656609641123, 0.7905108001658311, 0.7867593098060897, 0.7873453169672993, 0.7814362933152383, 0.7873482932212154, 0.786225365395047, 0.7831219655207319]","[0.6828170768829168, 0.7533672038656748, 0.7034379603054788, 0.6929860781585284, 0.7159186501247301, 0.7587048076205666, 0.7912245612685916, 0.7744856243685765, 0.7210102567326812, 0.7465531341515558]"
RBF SVM,4932,"[0.7970946288204375, 0.7921470863624339, 0.7965398313701014, 0.7964725133570136, 0.7941356116744999, 0.7882107961708867, 0.7876742687515286, 0.7851365278558408, 0.7916731221574352, 0.7910506702224975]","[0.723384015257904, 0.738388017960127, 0.7132387975864498, 0.7052887883944917, 0.7201144743625443, 0.7659712868003523, 0.811626621114865, 0.78013884856743, 0.730541872972517, 0.7435259733180742]"
RBF SVM,5549,"[0.780660282391704, 0.7858217625862737, 0.7877274462034077, 0.7895454236540057, 0.78175368539414, 0.7785963387448864, 0.7750374866004354, 0.7802492805895727, 0.7869341697166958, 0.7852847344652638]","[0.7180956117425494, 0.7418457215570138, 0.7159001103196706, 0.7213250649486491, 0.7551966846314881, 0.7971607693914161, 0.8249113071599575, 0.820330549342498, 0.7561987874241438, 0.7174574065378915]"
Logistic Regression,308,"[0.6869480955832168, 0.6260692278893297, 0.7041907508609154, 0.7162497876582089, 0.6670073304091071, 0.6726079805816565, 0.6451487598503971, 0.6666481664636501, 0.6478967826560055, 0.6530239232256742]","[0.5572080823335708, 0.5126775504127221, 0.5489535593977822, 0.5506090181388535, 0.5624048467167467, 0.5452952752136174, 0.5958468237556566, 0.6021706234452828, 0.5415327921736472, 0.6092497469189672]"
Logistic Regression,616,"[0.7346659577694854, 0.7146431549636504, 0.7262342780668729, 0.7349695152264955, 0.7349695152264955, 0.7503355660471029, 0.7237885517910019, 0.7397615522578779, 0.7191002436168913, 0.7211617590181569]","[0.6970327688252285, 0.5836627341340772, 0.6638811657601141, 0.6369887071660101, 0.6535787352484069, 0.68567849790411, 0.7153340574190478, 0.7370932157114932, 0.6311603931037132, 0.718358852273692]"
Logistic Regression,1233,"[0.8094912779188139, 0.8146322788128701, 0.8175792318991034, 0.8100640439740217, 0.8059520488771489, 0.8033377731654746, 0.7971506848304122, 0.805838147875839, 0.8021097287888054, 0.8001338453947485]","[0.675439034607508, 0.6366081320972088, 0.6873270467005668, 0.6604459008114341, 0.6816394396638695, 0.7293546308340688, 0.7283222420536861, 0.7244668631799093, 0.6878569515607155, 0.7135497860510307]"
Logistic Regression,1849,"[0.7515127964128155, 0.7662628733717606, 0.7628060170918538, 0.7626107760934547, 0.7564541169093564, 0.7569161488098707, 0.7621757760356412, 0.7578767857538933, 0.7496540239618703, 0.7511471894267104]","[0.6384034245977822, 0.685123102293169, 0.6754880987019014, 0.6646318434128481, 0.6878826929999693, 0.6949036831963602, 0.7441017036819613, 0.7280663639838264, 0.7216546637737649, 0.7006108270686927]"
Logistic Regression,2466,"[0.7686473759119093, 0.7835928666163893, 0.7753453446799206, 0.7792107466946407, 0.770920751817796, 0.7653528574260401, 0.7691106318372743, 0.7704636223276741, 0.7668716302468555, 0.77247814249255]","[0.685123102293169, 0.7073426031694874, 0.690586759372683, 0.6538018430683598, 0.6866266324129386, 0.7320715355606382, 0.7385194720507731, 0.744486980326546, 0.7350937351417, 0.717482332809216]"
Logistic Regression,3083,"[0.7642397823662526, 0.7679315570655236, 0.76011596586357, 0.7715732031704843, 0.7609321871049886, 0.7558825303982525, 0.759399441982415, 0.761537914573129, 0.7588117873760021, 0.7575190163712711]","[0.7069584287118829, 0.7498417843600034, 0.705958733187079, 0.6938870083150077, 0.6819698454797921, 0.7392324707433505, 0.7656645575428337, 0.7884588440502577, 0.7484903653172233, 0.7316947969579702]"
Logistic Regression,3699,"[0.7651492353984144, 0.7669801653197446, 0.7680817456360868, 0.7631411904511071, 0.7630425658998271, 0.7627567628576549, 0.7549968160459106, 0.7644594321656947, 0.7593586492156136, 0.7698894139509631]","[0.7168457637005234, 0.7455609079487611, 0.7071661663706778, 0.6957301799405768, 0.7120137157646893, 0.741517690629843, 0.7903077097570714, 0.7872522156051012, 0.7494846367667592, 0.7267884817386739]"
Logistic Regression,4316,"[0.76590741212229, 0.7638138154140881, 0.7668382539509886, 0.7635448194332672, 0.7646427926341999, 0.7640002892899103, 0.7568950344788047, 0.7623671295580612, 0.762903421378488, 0.7754874314739252]","[0.69577076201207, 0.749067733683799, 0.7022854993600786, 0.7012461059190032, 0.7259180856794776, 0.757317987215297, 0.8087625993405703, 0.7971081173222344, 0.7478949853339545, 0.7301962433841923]"
Logistic Regression,4932,"[0.7621389456242773, 0.7587596232371902, 0.7585695323912568, 0.7599213118408372, 0.7563936281533594, 0.7504983354212027, 0.7536345310872227, 0.7533494371424011, 0.7590775264606833, 0.759357902110965]","[0.7159600004909505, 0.7380594902259507, 0.714740605301108, 0.7159001103196706, 0.7522590887454214, 0.7609922041727684, 0.8039718822363038, 0.7895493924452731, 0.7551659293839346, 0.7370932157114932]"
Logistic Regression,5549,"[0.7356373717943896, 0.7333429853758815, 0.7340887431835236, 0.7332669307400109, 0.7265566131060359, 0.7271293324035857, 0.7218085817439485, 0.7235155742292698, 0.7351247853722752, 0.7329253593245294]","[0.7006162718648361, 0.7310410616266865, 0.7070753563492993, 0.7332699951772356, 0.746540526180529, 0.78013884856743, 0.801307648548991, 0.7906007885561399, 0.7632868459490997, 0.730541872972517]"
