Classifier,time_s
7-NN,3.3775901794433594
Naïve Bayes,2.509294033050537
Decision Tree,1.1916415691375732
Random Forest,8.011398315429688
GBM,46.995081186294556
MLP,11.370349645614624
RBF SVM,2.5502867698669434
Logistic Regression,0.21530461311340332
