Classifier,Train_sizes,Train_scores,Validation_scores
Decision Tree,106821,"[0.9623201430430346, 0.9610657080536599, 0.9583508860617295, 0.9582104642345606, 0.9614120818940096, 0.95969893560255, 0.9603167916420928, 0.9616835640932027, 0.9594180919482125, 0.9611967684256841]","[0.7136237256719185, 0.719479315864858, 0.7135815991237678, 0.7187631645462971, 0.7227651866206083, 0.7138764849608223, 0.7138343584126716, 0.7165725840424636, 0.708694919538293, 0.7193529362204061]"
Decision Tree,128185,"[0.9601981511097242, 0.9600655302882553, 0.9618286070913133, 0.960057729063463, 0.9653547606974295, 0.9615165580996217, 0.9587315208487732, 0.9649725006826072, 0.9585676951281351, 0.9590669735148418]","[0.7473670907405847, 0.752548656163114, 0.7548656163113995, 0.7574353357485888, 0.7603841941191338, 0.7509478473333895, 0.7476619765776392, 0.7557924003707136, 0.7496419243407195, 0.7504002022074311]"
Decision Tree,149549,"[0.9709326040294486, 0.9693210920835311, 0.9715344134698326, 0.970798868598252, 0.9717216430735077, 0.9722164641689346, 0.9705982654514573, 0.9702171194725474, 0.9720158610221399, 0.9708924834000896]","[0.852220069087539, 0.857317381413767, 0.8581599123767798, 0.8544527761395231, 0.8567697362878086, 0.8562642177100008, 0.8603083663324628, 0.8569803690285618, 0.8590445698879434, 0.8578228999915747]"
Decision Tree,170913,"[0.9764558576585748, 0.9761750130183192, 0.9749112121371692, 0.9753266281675472, 0.9760755472082288, 0.9758239572179997, 0.9765611743986706, 0.9758064044279838, 0.9767601060188517, 0.9750574853873023]","[0.8742943803184767, 0.8737888617406689, 0.8748841519925857, 0.8708400033701239, 0.8750105316370377, 0.8709242564664251, 0.8748841519925857, 0.8742943803184767, 0.8702502316960148, 0.8756003033111467]"
Decision Tree,192277,"[0.9781669154397041, 0.9792122822802519, 0.9779744847277626, 0.978973044097838, 0.9791498723196222, 0.9785465760335349, 0.97799008721792, 0.9780524971785497, 0.9785205718832726, 0.9782761328708062]","[0.8836464740079198, 0.8844047518746314, 0.8854157890302469, 0.880655489089224, 0.8841519925857275, 0.8875221164377791, 0.8846575111635353, 0.8829724492375095, 0.882677563400455, 0.8806133625410734]"
Random Forest,10682,"[0.9324096611121513, 0.9348436622355364, 0.9357798165137615, 0.936435124508519, 0.9346564313798914, 0.9342819696686013, 0.9331585845347313, 0.9341883542407788, 0.9326905073956188, 0.9336266616738439]","[0.5865700564495745, 0.5879181059903952, 0.5939843289240879, 0.5908248378127896, 0.5885921307608054, 0.5864858033532733, 0.5831156795012217, 0.5840003370123852, 0.584379475945741, 0.583199932597523]"
Random Forest,21364,"[0.9221587717655869, 0.9248268114585284, 0.9244991574611496, 0.9238438494663921, 0.9251076577419959, 0.9238906571803033, 0.9241715034637709, 0.9252948885976409, 0.9245459651750608, 0.9234225800411908]","[0.6008509562726431, 0.6048108517988036, 0.6089392535175667, 0.6060746482433229, 0.6091077597101694, 0.6046002190580504, 0.6050636110877075, 0.6057376358581178, 0.6043053332209959, 0.6055691296655152]"
Random Forest,42728,"[0.912703613555514, 0.9123057479872683, 0.9129376521250702, 0.9145057105410972, 0.9133355176933159, 0.9129844598389815, 0.912890844411159, 0.9137801909754728, 0.9137333832615615, 0.9126802096985583]","[0.6222512427331705, 0.6255792400370713, 0.6273485550593985, 0.628822984244671, 0.6236835453702924, 0.6227567613109781, 0.624315443592552, 0.6252422276518662, 0.6210716993849524, 0.6257056196815233]"
Random Forest,64092,"[0.908132060163515, 0.9071490981713787, 0.9065249953192286, 0.9080540473069962, 0.907383136740935, 0.9069462647444299, 0.905183174187106, 0.9066810210322661, 0.9079760344504775, 0.9075235598826686]","[0.6338360434745977, 0.6355632319487741, 0.6374168000674024, 0.6370376611340467, 0.6329513859634341, 0.630002527592889, 0.6311820709411071, 0.6350577133709664, 0.6332462718004886, 0.6350155868228158]"
Random Forest,85456,"[0.9039505710541097, 0.9031899457030519, 0.9028739936341509, 0.9043601385508332, 0.9046058790488672, 0.9037399363415091, 0.9035058977719528, 0.9038335517693316, 0.9048516195469013, 0.9043133308369219]","[0.6373746735192518, 0.6381750779341141, 0.6431038840677394, 0.6391018619934282, 0.639607380571236, 0.635099839919117, 0.6376695593563063, 0.6391861150897296, 0.6404920380823995, 0.6418400876232202]"
Random Forest,106821,"[0.9016953595266848, 0.9009370816599732, 0.9017702511678415, 0.9018545042641428, 0.9020979020979021, 0.901714082436974, 0.9008996358393949, 0.9017889740781307, 0.9019574802707333, 0.9018825886295766]","[0.6418822141713708, 0.641966467267672, 0.6473586654309545, 0.6431881371640408, 0.643398769904794, 0.6407447973713034, 0.6409975566602073, 0.6440727946752043, 0.6442413008678068, 0.6448731990900666]"
Random Forest,128185,"[0.89882591566876, 0.8985840777001989, 0.8989351328158521, 0.8988181144439678, 0.899278386706713, 0.8992627842571284, 0.8985606740258221, 0.8991613683348285, 0.8992237781331669, 0.8989351328158521]","[0.6631561209874463, 0.6674530288988121, 0.670191254528604, 0.6657679669727863, 0.666147105906142, 0.6667790041284017, 0.6647569298171708, 0.666863257224703, 0.6663156120987447, 0.6658100935209369]"
Random Forest,149549,"[0.9006345746210273, 0.9002199947843181, 0.9028478960073287, 0.8999190900641262, 0.9010023470568175, 0.9010424676861765, 0.9008886719403005, 0.8997853546329296, 0.9009622264274586, 0.9007148158797451]","[0.8037324121661471, 0.8071446625663493, 0.806344258151487, 0.8065970174403909, 0.8127053669222344, 0.8053332209958716, 0.8085348386553206, 0.8048698289662145, 0.8039009183587497, 0.8056281068329261]"
Random Forest,170913,"[0.8945545394440446, 0.8943907134038955, 0.8961986507755407, 0.893407757163001, 0.8943848624738903, 0.89537366964479, 0.8939577445835015, 0.8943965643339009, 0.8948646387343269, 0.8950518684944972]","[0.8426573426573427, 0.8410144072794675, 0.841899064790631, 0.8423203302721375, 0.8437105063611088, 0.8383604347459769, 0.8403403825090572, 0.8410144072794675, 0.8379812958126212, 0.8392872188052911]"
Random Forest,192277,"[0.8948132121886653, 0.8936638287470681, 0.8934609963750214, 0.8930345283107184, 0.8941267026217384, 0.892561252775943, 0.8934817996952313, 0.8926028594163629, 0.8932529631729224, 0.8925664536059955]","[0.8537366248209621, 0.8508298929985677, 0.852809840761648, 0.8543263964950711, 0.853525992080209, 0.850197994776308, 0.8554216867469879, 0.8523043221838402, 0.8505350071615132, 0.8499873620355548]"
Random Forest,10682,"[0.9328777382512639, 0.9348436622355364, 0.9341883542407788, 0.9356862010859389, 0.9337202771016664, 0.9346564313798914, 0.9325032765399738, 0.9352181239468265, 0.9343755850964239, 0.9339075079573114]","[0.5871598281236835, 0.5872862077681354, 0.5941528351166906, 0.5880866121829977, 0.5885921307608054, 0.587454713960738, 0.5863594237088213, 0.5848007414272475, 0.5850113741680006, 0.5812199848344427]"
Random Forest,21364,"[0.9239374648942146, 0.9236566186107471, 0.9239842726081258, 0.9247331960307058, 0.9251076577419959, 0.9241246957498596, 0.923094926043812, 0.9237034263246583, 0.9244523497472383, 0.9246395806028833]","[0.60392619428764, 0.6059903951470217, 0.6083073552953071, 0.6064116606285281, 0.6075069508804448, 0.6058640155025697, 0.6044738394135984, 0.6061167747914736, 0.605948268598871, 0.6066222933692813]"
Random Forest,42728,"[0.9129844598389815, 0.9134291331211384, 0.912633401984647, 0.9136163639767834, 0.9139440179741621, 0.9142716719715409, 0.9128206328402921, 0.9141780565437184, 0.9132887099794046, 0.9139440179741621]","[0.6217457241553627, 0.626463897548235, 0.6267166568371387, 0.6255371134889207, 0.6237677984665937, 0.6228831409554301, 0.6232622798887859, 0.6242311904962508, 0.6230937736961834, 0.625747746229674]"
Random Forest,64092,"[0.9068838544592149, 0.9064001747487986, 0.9062441490357611, 0.9082412781626412, 0.9077107907383136, 0.9069462647444299, 0.9057292641827374, 0.9065874056044436, 0.9079760344504775, 0.9068526493166074]","[0.633204145252338, 0.6334990310893925, 0.6389333558008257, 0.6369534080377454, 0.63333052489679, 0.6288651107928216, 0.6308450585559019, 0.6337096638301457, 0.6334990310893925, 0.6341730558598029]"
Random Forest,85456,"[0.9044069462647444, 0.9033186669163078, 0.9037399363415091, 0.9040324845534544, 0.904746302190601, 0.904184609623666, 0.9022303875678712, 0.9033186669163078, 0.904184609623666, 0.9042548211945328]","[0.6380065717415115, 0.6388069761563737, 0.6437357822899992, 0.639733760215688, 0.6390597354452776, 0.6366585222006909, 0.6356474850450754, 0.6395231274749347, 0.6382593310304153, 0.6422613531047267]"
Random Forest,106821,"[0.9016672751612511, 0.9012366482246, 0.9017983355332753, 0.9020230104567454, 0.9013583471414797, 0.9024255530279627, 0.9012366482246, 0.9013396242311905, 0.9020510948221792, 0.9015268533340822]","[0.6411660628528099, 0.6419243407195214, 0.6500126379644452, 0.6445783132530121, 0.6427247451343837, 0.6412924424972618, 0.6416294548824669, 0.6433145168084927, 0.6442413008678068, 0.6446204398011627]"
Random Forest,128185,"[0.8989039279166829, 0.898186215235792, 0.8987947107695908, 0.8988727230175138, 0.8990053438389827, 0.8991847720092054, 0.8984046495299762, 0.8987635058704216, 0.89957483324882, 0.8989117291414752]","[0.6632825006318982, 0.6689274580840846, 0.6701070014323026, 0.6670738899654562, 0.6668211306765524, 0.6666104979357992, 0.6634088802763501, 0.6678321678321678, 0.666863257224703, 0.6668211306765524]"
Random Forest,149549,"[0.9004272847026727, 0.9005543333623094, 0.9011427692595738, 0.8996917398310922, 0.8995245705420966, 0.9016108432687614, 0.8999190900641262, 0.9004406582457923, 0.9006345746210273, 0.9006145143063478]","[0.8040272980032016, 0.8072710422108013, 0.8048277024180639, 0.8059651192181313, 0.8106411660628529, 0.806470637795939, 0.8054174740921729, 0.8044906900328587, 0.8037745387142977, 0.8057123599292274]"
Random Forest,170913,"[0.8935247757631075, 0.8944901792139861, 0.8955608994049604, 0.894127421553656, 0.894507732004002, 0.8956720670750615, 0.8935481794831288, 0.894542837584034, 0.8961869489155301, 0.8944199680539222]","[0.8425309630128908, 0.8406773948942624, 0.8422360771758363, 0.8421939506276855, 0.8432471143314517, 0.8392450922571405, 0.8403825090572079, 0.8405088887016597, 0.8399191170275507, 0.8398348639312495]"
Random Forest,192277,"[0.8937158370475928, 0.8928629009189867, 0.8934870005252838, 0.8932581640029749, 0.8939446735699017, 0.8939966818704265, 0.8919111490193835, 0.8929721183500887, 0.8940070835305315, 0.8937990503284324]","[0.8529783469542506, 0.8518830567023338, 0.8534838655320584, 0.8548319150728789, 0.8538208779172635, 0.8531889796950038, 0.854115763754318, 0.8518830567023338, 0.8507456399022664, 0.8506613868059651]"
GBM,10682,"[0.9313798914061038, 0.9318479685452162, 0.9312862759782812, 0.9311926605504587, 0.9321288148286838, 0.9331585845347313, 0.9302565062722337, 0.9330649691069088, 0.9319415839730387, 0.9295075828496536]","[0.6637458926615553, 0.6630297413429943, 0.6753728199511332, 0.6744039093436683, 0.6703176341730559, 0.6692223439211391, 0.6672002696099082, 0.6663577386468953, 0.6652203218468279, 0.6641250315949111]"
GBM,21364,"[0.911954690132934, 0.9118610747051114, 0.9121887287024901, 0.9120014978468451, 0.9115334207077327, 0.9113929975659989, 0.9118610747051114, 0.9126099981276914, 0.9120483055607564, 0.9132653061224489]","[0.6676215350914146, 0.6717499368101778, 0.6813547897885247, 0.6755413261437357, 0.6768051225882551, 0.67516218721038, 0.6744881624399697, 0.6725082146768894, 0.6714129244249726, 0.6776055270031174]"
GBM,42728,"[0.8975379142482681, 0.89779535667478, 0.8965549522561318, 0.8981464145291144, 0.8975613181052238, 0.8980059913873807, 0.8967655869687324, 0.8973740872495787, 0.8974677026774013, 0.8978655682456469]","[0.6784901845142809, 0.6859887100850957, 0.6887690622630381, 0.6875895189148201, 0.6858623304406437, 0.6859044569887943, 0.6823237003959896, 0.687252506529615, 0.6851883056702334, 0.687378886174067]"
GBM,64092,"[0.8915465268676278, 0.8909848343006928, 0.8909380265867815, 0.8910628471572115, 0.8900486800224677, 0.890469949447669, 0.8905791674467952, 0.891156462585034, 0.8915777320102353, 0.8904231417337577]","[0.6832083579071531, 0.6878844047518746, 0.6908753896705704, 0.6876316454629707, 0.6853146853146853, 0.6842615216109192, 0.6825343331367427, 0.687842278203724, 0.6842193950627685, 0.6896958463223524]"
GBM,85456,"[0.8893582662422768, 0.8889252948885976, 0.8886561505336079, 0.8893348623853211, 0.8878721213255945, 0.8887965736753417, 0.8888082756038195, 0.8896391125257442, 0.8892646508144543, 0.8885976408912188]","[0.6825343331367427, 0.6875473923666695, 0.6894852135815991, 0.6892324542926953, 0.6873367596259162, 0.6839666357738647, 0.6840087623220154, 0.692939590529952, 0.6851461791220828, 0.6907490100261184]"
GBM,106821,"[0.8880650808361652, 0.8865672480130311, 0.8871476582319956, 0.8870634051356943, 0.8867170312953445, 0.88772806845096, 0.8863332116344165, 0.8868574531225134, 0.8878684902781289, 0.8868387302122241]","[0.6833768640997556, 0.6895694666779004, 0.6919706799224872, 0.6916757940854327, 0.6886005560704356, 0.6889796950037914, 0.6821973207515376, 0.6912545286039262, 0.6851883056702334, 0.6904962507372145]"
GBM,128185,"[0.8853297967780942, 0.8845262706244881, 0.8849631392128564, 0.8843624449038499, 0.8846432889963725, 0.8849865428872333, 0.8844092522526037, 0.8848227171665951, 0.885563833521863, 0.8845652767484495]","[0.8485971859465835, 0.858623304406437, 0.8509562726430197, 0.8472070098576122, 0.8497346027466509, 0.8517145505097312, 0.8502401213244587, 0.8546212823321258, 0.8506613868059651, 0.8497767292948016]"
GBM,149549,"[0.8924834000896027, 0.8921958689125303, 0.8925368942620813, 0.891714421360223, 0.8920755070244535, 0.8922426763134491, 0.8923162308006072, 0.8915673123859069, 0.8923764117446455, 0.8918347832482999]","[0.8993175499199596, 0.9012974976830399, 0.9023927879349566, 0.9014238773274917, 0.9031510658016683, 0.9011289914904372, 0.9011289914904372, 0.9004970932681776, 0.8983065127643441, 0.9028983065127644]"
GBM,170913,"[0.9006512085095926, 0.9003820657293476, 0.9009613077998748, 0.9003996185193637, 0.900621953859566, 0.9013416182502209, 0.9006921650196299, 0.9005166371194702, 0.9013650219702422, 0.9007506743196831]","[0.9052573932092004, 0.9069845816833768, 0.9071952144241301, 0.9079956188389924, 0.9078271126463897, 0.9083747577723481, 0.9079956188389924, 0.907447973713034, 0.9055944055944056, 0.9082062515797455]"
GBM,192277,"[0.9093339296951793, 0.9091050931728704, 0.9087306334090921, 0.908205349573792, 0.9086058134878326, 0.9084861943966257, 0.9088450516702465, 0.9086422192982, 0.9088866583106664, 0.908533001867098]","[0.908753896705704, 0.910396832083579, 0.9103125789872778, 0.9113657426910439, 0.9101861993428259, 0.9109866037576881, 0.910396832083579, 0.9098913135057713, 0.9080798719352936, 0.9117870081725503]"
MLP,10682,"[0.8502153154839918, 0.8497472383448792, 0.8487174686388317, 0.8496536229170567, 0.8509642389065718, 0.8519940086126193, 0.8495600074892342, 0.8523684703239094, 0.8519003931847968, 0.8526493166073769]","[0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5]"
MLP,21364,"[0.8504025463396367, 0.8494663920614117, 0.8481089683579854, 0.848951507208388, 0.8486706609249204, 0.849887661486613, 0.8487174686388317, 0.8509642389065718, 0.8495600074892342, 0.850074892342258]","[0.5, 0.5, 0.5, 0.5090150813042379, 0.5, 0.5, 0.5, 0.5, 0.5, 0.5088465751116353]"
MLP,42728,"[0.8443175435311739, 0.8443175435311739, 0.8432643699681708, 0.8434516008238158, 0.8440835049616177, 0.8437324471072832, 0.843311177682082, 0.8442473319603071, 0.8432175622542595, 0.843685639393372]","[0.5116690538377285, 0.5107422697784143, 0.5117111803858791, 0.5133541157637543, 0.511500547645126, 0.5110371556154689, 0.5127222175414946, 0.5108265228747156, 0.5135647485045075, 0.5113320414525234]"
MLP,64092,"[0.8426948761155838, 0.8431629532546964, 0.8416651064095363, 0.8419927604069151, 0.8424920426886351, 0.8426948761155838, 0.8430069275416588, 0.8426948761155838, 0.8425544529738501, 0.8425856581164576]","[0.5115426741932766, 0.510910775971017, 0.5130171033785491, 0.5136068750526582, 0.5125958378970427, 0.510784396326565, 0.5115426741932766, 0.5142387732749178, 0.5131013564748504, 0.5116690538377285]"
MLP,85456,"[0.8420707732634338, 0.8420941771203895, 0.8416260999812769, 0.8418484366223553, 0.8418250327653998, 0.8421292829058229, 0.8423048118329901, 0.842187792548212, 0.841684609623666, 0.8419771578356113]","[0.5137332546971101, 0.5145336591119724, 0.5141966467267672, 0.5142387732749178, 0.5128485971859466, 0.5131434830230011, 0.5131434830230011, 0.5152919369786839, 0.5150391776897801, 0.5130171033785491]"
MLP,106821,"[0.8417258778704562, 0.8416884320498779, 0.840799093811142, 0.8410050458243229, 0.8413233352992389, 0.8417352393256008, 0.8416509862292995, 0.8415386487675645, 0.8419037455182034, 0.8414637571264078]","[0.5128907237340973, 0.5143230263712192, 0.5160080882972449, 0.5192097059566939, 0.5152498104305333, 0.5125115848007414, 0.5136068750526582, 0.5151655573342321, 0.5096048529783469, 0.5125958378970427]"
MLP,128185,"[0.8313453212154308, 0.8315091469360689, 0.8316495689823302, 0.8316573702071225, 0.8312985138666771, 0.8316495689823302, 0.8314389359129384, 0.8314233334633537, 0.8316261653079533, 0.8315949604087842]","[0.5198837307271043, 0.5212739068160754, 0.5217794253938832, 0.5224955767124442, 0.5209790209790209, 0.5186199342825849, 0.5217794253938832, 0.5215266661049793, 0.5210632740753223, 0.5185356811862836]"
MLP,149549,"[0.7461233441881925, 0.7469123832322516, 0.7463975018221453, 0.7464978033955426, 0.7470929260643668, 0.7477549164487893, 0.7480157005396225, 0.7478418444790671, 0.7476746751900715, 0.7465780446542605]","[0.6416294548824669, 0.6441570477715056, 0.644831072541916, 0.6372061673266493, 0.6422613531047267, 0.6379644451933608, 0.6391861150897296, 0.6354789788524728, 0.6371640407784986, 0.6416294548824669]"
MLP,170913,"[0.723800998168659, 0.7412426205145308, 0.7427931169659417, 0.7433372534564369, 0.7424654648856436, 0.7423777009355637, 0.7249594823097131, 0.7430271541661547, 0.7431090671862293, 0.7426702474358299]","[0.7005644957452186, 0.727778245850535, 0.7225966804280057, 0.7266829555986183, 0.7289999157469037, 0.7237762237762237, 0.7011963939674783, 0.7210801246945825, 0.7243238689021821, 0.7236498441317718]"
MLP,192277,"[0.7392095778486246, 0.7392303811688345, 0.7391419670579424, 0.7391003604175226, 0.7391419670579424, 0.7389443355159483, 0.7394332135408811, 0.7400625139772308, 0.7398752840953416, 0.7395476318020356]","[0.7427331704440138, 0.7406268430364816, 0.7388996545623052, 0.7388575280141545, 0.7421855253180555, 0.7374673519251832, 0.7394472996882635, 0.73333895020642, 0.7346448731990901, 0.7385626421771]"
RBF SVM,10682,"[0.8679086313424452, 0.8679086313424452, 0.8663171690694627, 0.8678150159146227, 0.8691256319041378, 0.8699681707545404, 0.8656618610747051, 0.8705298633214754, 0.8703426324658303, 0.8692192473319603]","[0.5577554975145337, 0.5637374673519252, 0.5638638469963771, 0.5642429859297329, 0.5624736709074059, 0.5595248125368607, 0.5621366585222007, 0.5602830904035724, 0.56078860898138, 0.5524896789957031]"
RBF SVM,21364,"[0.8656150533607938, 0.8653810147912376, 0.8646320913686576, 0.8665512076390189, 0.8664107844972851, 0.8669724770642202, 0.8650533607938589, 0.8679554390563565, 0.8668320539224864, 0.8673937464894215]","[0.5672339708484286, 0.5681607549077429, 0.5733001937821215, 0.5751958884489005, 0.573468699974724, 0.5727525486561631, 0.572289156626506, 0.5701828292189738, 0.5733423203302721, 0.5763754317971186]"
RBF SVM,42728,"[0.8613321475379142, 0.8601853585470886, 0.8598577045497098, 0.8607470511140236, 0.8604428009736005, 0.861285339824003, 0.8596704736940648, 0.8608640703988018, 0.8612619359670474, 0.8609810896835799]","[0.5746903698710928, 0.5751537619007498, 0.5771758362119808, 0.5725840424635605, 0.573468699974724, 0.5779341140786924, 0.5736372061673266, 0.57123599292274, 0.5766703176341731, 0.5764175583452692]"
RBF SVM,64092,"[0.8606846408288086, 0.8601073456905698, 0.8596392685514572, 0.859592460837546, 0.8597640891218873, 0.8604818074018599, 0.859217999126256, 0.8607626536853273, 0.8608718716844536, 0.8598577045497098]","[0.5777656078860898, 0.5814306175751959, 0.5837054511753307, 0.5779341140786924, 0.5802089476788272, 0.579282163619513, 0.577512848597186, 0.5780183671749937, 0.5791979105232117, 0.579408543263965]"
RBF SVM,85456,"[0.8599162141920988, 0.8596938775510204, 0.8589566560569182, 0.8591204830556075, 0.8594949447668976, 0.8603374836173001, 0.8592726081258192, 0.8607587530425014, 0.8605013106159896, 0.859284310054297]","[0.5787345184935546, 0.5819361361530037, 0.5823574016345101, 0.5791979105232117, 0.5805038335158818, 0.579998314938074, 0.579871935293622, 0.5798298087454714, 0.5821888954419074, 0.5810093520936894]"
RBF SVM,106821,"[0.8595126426451728, 0.8597560404789321, 0.8585390513101356, 0.8591849917151122, 0.8594283895488715, 0.8599058237612455, 0.8594658353694499, 0.8598402935752333, 0.8597841248443658, 0.8593628593628594]","[0.5792400370713624, 0.5856011458421096, 0.5859802847754655, 0.5812621113825933, 0.583916083916084, 0.5851798803606032, 0.5818518830567023, 0.5813884910270453, 0.5812621113825933, 0.5841267166568371]"
RBF SVM,128185,"[0.8522916097827359, 0.8520965791629286, 0.8517377228224832, 0.8515270897530912, 0.8518235362951984, 0.8521511877364746, 0.8520029644654211, 0.8521979950852284, 0.852455435503374, 0.8519873620158365]","[0.5918780015165558, 0.5929732917684725, 0.5956693908501137, 0.592088634257309, 0.5920465077091583, 0.5917094953239531, 0.5935630634425815, 0.5918358749684051, 0.5920465077091583, 0.5930996714129244]"
RBF SVM,149549,"[0.7962808176584263, 0.7956790082180423, 0.7957726230198797, 0.7962072631712683, 0.7955118389290466, 0.7962072631712683, 0.7965884091501783, 0.7963878060033835, 0.795612140502444, 0.7958595510501575]","[0.7170359760721207, 0.720658859213076, 0.7242396158058809, 0.7187210379981465, 0.7243659954503328, 0.7188052910944477, 0.7185946583536945, 0.7185104052573932, 0.720069087538967, 0.7181733928721881]"
RBF SVM,170913,"[0.7790864357889686, 0.7796188704194532, 0.7791624978790379, 0.7792385599691071, 0.7790045227688941, 0.7791917525290645, 0.7799114169197194, 0.7797358890195597, 0.7793204729891816, 0.7793497276392083]","[0.7613531047265987, 0.7602999410228326, 0.7628275339118713, 0.760257814474682, 0.7663661639565253, 0.7602999410228326, 0.7586148790968068, 0.7584884994523549, 0.7616479905636532, 0.7580251074226978]"
RBF SVM,192277,"[0.7759638438294751, 0.7768635874285535, 0.7764215168740931, 0.776114667900997, 0.7759430405092653, 0.7766971608668743, 0.7769624031995507, 0.7756725973465365, 0.776234286992204, 0.7766139475860347]","[0.774243828460696, 0.7687673772011121, 0.7744123346532985, 0.7742859550088466, 0.7762237762237763, 0.7717583621198079, 0.7721375010531637, 0.7715056028309041, 0.7712949700901508, 0.7704524391271379]"
Logistic Regression,10682,"[0.8511514697622168, 0.8496536229170567, 0.8494663920614117, 0.8496536229170567, 0.8511514697622168, 0.8521812394682644, 0.8505897771952818, 0.8533982400299569, 0.8515259314735069, 0.8534918554577794]","[0.5182829218973797, 0.5187463139270369, 0.5183250484455304, 0.519546718341899, 0.5174403909343669, 0.5182829218973797, 0.5178195298677226, 0.5199258572752549, 0.5167242396158059, 0.5158395821046423]"
Logistic Regression,21364,"[0.8492791612057667, 0.8479685452162516, 0.8471260063658491, 0.8485302377831867, 0.8471260063658491, 0.8483430069275416, 0.8476876989327842, 0.8499812769144355, 0.8479685452162516, 0.8495600074892342]","[0.5175667705788187, 0.518367174993681, 0.5187884404751875, 0.5208947678827197, 0.5176088971269694, 0.5173140112899149, 0.5186620608307355, 0.51895694666779, 0.5174403909343669, 0.51895694666779]"
Logistic Regression,42728,"[0.844060101104662, 0.8435452162516383, 0.8428431005429695, 0.8431941583973038, 0.8439430818198839, 0.8435686201085939, 0.8432643699681708, 0.8442239281033515, 0.8433579853959933, 0.8438026586781502]","[0.5177352767714214, 0.5193782121492965, 0.5197152245345017, 0.5212317802679248, 0.5187884404751875, 0.5177352767714214, 0.5189148201196394, 0.5187884404751875, 0.5186620608307355, 0.5185356811862836]"
Logistic Regression,64092,"[0.842616863259065, 0.8425544529738501, 0.841493478125195, 0.8418523372651813, 0.8422111964051676, 0.8426480684016726, 0.8425544529738501, 0.8427884915434064, 0.8423360169755976, 0.8424296324034201]","[0.5187041873788861, 0.5197994776308029, 0.52026286966046, 0.5218636784901846, 0.5193360856011459, 0.5181144157047771, 0.519083326312242, 0.5194203386974471, 0.5194624652455978, 0.5184093015418316]"
Logistic Regression,85456,"[0.842117580977345, 0.8419537539786557, 0.8416378019097547, 0.8415207826249766, 0.8415090806964988, 0.8420824751919116, 0.8419303501217, 0.842117580977345, 0.8416612057667103, 0.8417899269799664]","[0.519546718341899, 0.5198837307271043, 0.5197994776308029, 0.5227904625494987, 0.519673097986351, 0.518367174993681, 0.5199258572752549, 0.5199258572752549, 0.5199258572752549, 0.5190411997640914]"
Logistic Regression,106821,"[0.8414731185815523, 0.8413139738440943, 0.8406118647082502, 0.8408927083625879, 0.8408833469074433, 0.8415760945881428, 0.8413420582095281, 0.8414731185815523, 0.8413420582095281, 0.8411454676514918]","[0.5212739068160754, 0.5216109192012807, 0.5214002864605274, 0.5238857528014155, 0.5208105147864184, 0.5195888448900498, 0.5216951722975819, 0.5209790209790209, 0.5207262616901172, 0.5200522369197068]"
Logistic Regression,128185,"[0.8311814954947927, 0.8312751101923002, 0.8313843273393923, 0.8310800795724929, 0.8310644771229083, 0.8312829114170924, 0.8311268869212466, 0.8313453212154308, 0.8314467371377307, 0.8312829114170924]","[0.5277613952312747, 0.5269188642682618, 0.5262869660460022, 0.5293622040609992, 0.525949953660797, 0.5260342067570983, 0.5283511669053838, 0.5277613952312747, 0.5263290925941528, 0.5260763333052489]"
Logistic Regression,149549,"[0.7472467218102428, 0.7474406381854777, 0.7472935292111615, 0.7475275662157553, 0.7476813619616313, 0.7480892550267805, 0.7479822666818233, 0.7484770877772503, 0.748222990457977, 0.7469725641762901]","[0.639143988541579, 0.6415873283343163, 0.6423877327491785, 0.6359844974302805, 0.6379644451933608, 0.6344679416968574, 0.6363636363636364, 0.6334147779930912, 0.6353104726598703, 0.6381750779341141]"
Logistic Regression,170913,"[0.7230754828479987, 0.7232159051681265, 0.7231515449380679, 0.7237600416586216, 0.7225371972875089, 0.7234440914383341, 0.7232744144681797, 0.7240057807188452, 0.7234440914383341, 0.7231573958680733]","[0.6939506276855675, 0.6966467267672087, 0.6990058134636448, 0.6899486056112563, 0.6985002948858371, 0.6916757940854327, 0.6947510321004297, 0.6899486056112563, 0.6901592383520094, 0.6918021737298846]"
Logistic Regression,192277,"[0.7178133630127368, 0.7182034252666726, 0.7182502327371448, 0.7185778850304508, 0.7178549696531566, 0.7188795331734945, 0.71821902775683, 0.7193424070481649, 0.718676700801448, 0.7185050734097161]","[0.7181312663240375, 0.7162355716572584, 0.7183840256129412, 0.7105906142050721, 0.7183840256129412, 0.7100429690791137, 0.7182576459684893, 0.7102536018198669, 0.7115173982643862, 0.7137501053163704]"
