sex,edyrs,usmarl,usdurl,usdocl,reltrip,paistrip,sport,social,age,minors,land,property,business,METROCAT,usunemp,inus,sons,daus,hrwage_adj_2019,pre_irca,irca,iirira,pais_pre_irca,pais_irca,pais_iirira
1.0,3.0,1.0,48.0,8.0,1.0,1.0,2.0,2.0,28.0,2.0,0.0,1.0,0.0,4.0,0.049,1.0,1.0,1.0,17.919883177570096,0.0,0.0,1.0,0.0,0.0,0.0
1.0,5.0,1.0,4.0,5.0,1.0,1.0,2.0,2.0,34.0,4.0,1.0,0.0,0.0,2.0,0.072,0.0,2.0,4.0,11.843323183569808,1.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,1.0,42.0,8.0,1.0,1.0,2.0,1.0,28.0,2.0,1.0,0.0,0.0,3.0,0.047,0.0,2.0,0.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,9.0,1.0,36.0,8.0,1.0,1.0,1.0,2.0,24.0,1.0,0.0,1.0,0.0,4.0,0.051,0.0,0.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,3.0,1.0,12.0,8.0,1.0,1.0,2.0,2.0,28.0,0.0,0.0,0.0,0.0,3.0,0.04,0.0,2.0,2.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,8.0,1.0,18.0,8.0,1.0,1.0,1.0,2.0,26.0,1.0,0.0,1.0,0.0,3.0,0.04,0.0,0.0,1.0,10.392560975609758,0.0,0.0,1.0,0.0,0.0,0.0
1.0,0.0,1.0,84.0,8.0,1.0,2.0,2.0,1.0,36.0,0.0,0.0,0.0,0.0,3.0,0.071,1.0,0.0,0.0,12.410533980582525,1.0,0.0,0.0,0.0,0.0,0.0
1.0,12.0,2.0,48.0,5.0,2.0,2.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,1.0,0.096,0.0,0.0,2.0,22814.050361445785,1.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,27.0,2.0,0.0,2.0,0.0,2.0,0.042,0.0,0.0,2.0,10.741890756302524,0.0,0.0,1.0,0.0,0.0,1.0
1.0,9.0,2.0,18.0,5.0,2.0,1.0,1.0,2.0,30.0,1.0,0.0,1.0,0.0,3.0,0.054,0.0,1.0,1.0,11.843323183569808,0.0,1.0,0.0,0.0,1.0,0.0
1.0,9.0,1.0,12.0,8.0,1.0,2.0,2.0,2.0,34.0,3.0,0.0,1.0,0.0,1.0,0.049,0.0,1.0,2.0,8.760831775700936,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,2.0,462.0,5.0,2.0,1.0,1.0,1.0,19.0,0.0,0.0,0.0,0.0,3.0,0.071,0.0,1.0,1.0,37496.36,1.0,0.0,0.0,1.0,0.0,0.0
1.0,6.0,1.0,414.0,8.0,2.0,1.0,2.0,1.0,26.0,2.0,0.0,1.0,0.0,3.0,0.076,0.0,0.0,0.0,30.93759075907591,1.0,0.0,0.0,1.0,0.0,0.0
1.0,9.0,1.0,12.0,1.0,2.0,2.0,2.0,1.0,34.0,2.0,0.0,0.0,0.0,3.0,0.042,1.0,3.0,0.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,9.0,1.0,24.0,4.0,1.0,1.0,2.0,2.0,28.0,1.0,0.0,1.0,0.0,3.0,0.047,0.0,0.0,1.0,15.879316770186335,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,1.0,12.0,8.0,1.0,1.0,2.0,2.0,28.0,2.0,0.0,1.0,1.0,3.0,0.062,0.0,1.0,1.0,22.505017605633807,0.0,1.0,0.0,0.0,0.0,0.0
1.0,12.0,1.0,6.0,8.0,1.0,1.0,2.0,2.0,28.0,2.0,0.0,1.0,0.0,4.0,0.042,0.0,2.0,0.0,9.20733493397359,0.0,0.0,1.0,0.0,0.0,1.0
1.0,3.0,1.0,7.0,8.0,2.0,2.0,2.0,2.0,42.0,6.0,0.0,1.0,0.0,2.0,0.085,0.0,0.0,2.0,16.631960966542753,1.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,42.0,8.0,1.0,1.0,2.0,2.0,40.0,2.0,0.0,1.0,0.0,4.0,0.04,0.0,0.0,2.0,9.279072299651569,0.0,0.0,1.0,0.0,0.0,0.0
1.0,9.0,2.0,198.0,5.0,1.0,2.0,1.0,2.0,15.0,0.0,0.0,0.0,0.0,1.0,0.075,0.0,1.0,1.0,30.757579403272377,1.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,1.0,4.0,8.0,1.0,1.0,2.0,2.0,35.0,6.0,0.0,0.0,0.0,3.0,0.062,0.0,3.0,1.0,18.004014084507045,0.0,1.0,0.0,0.0,1.0,0.0
1.0,6.0,1.0,12.0,8.0,1.0,2.0,2.0,2.0,28.0,4.0,0.0,0.0,0.0,2.0,0.055,0.0,2.0,4.0,8.6443617920541,0.0,1.0,0.0,0.0,0.0,0.0
1.0,3.0,2.0,258.0,8.0,1.0,1.0,2.0,2.0,14.0,0.0,0.0,0.0,0.0,4.0,0.054,0.0,2.0,1.0,13.035411089866155,0.0,1.0,0.0,0.0,1.0,0.0
1.0,9.0,1.0,36.0,1.0,1.0,1.0,2.0,2.0,27.0,1.0,0.0,0.0,1.0,2.0,0.056,0.0,1.0,1.0,15.64847742922724,0.0,1.0,0.0,0.0,1.0,0.0
1.0,3.0,1.0,12.0,8.0,2.0,1.0,2.0,2.0,40.0,6.0,0.0,1.0,0.0,3.0,0.058,0.0,2.0,0.0,15.84650826446281,1.0,0.0,0.0,1.0,0.0,0.0
1.0,6.0,1.0,12.0,8.0,2.0,1.0,2.0,2.0,45.0,2.0,0.0,1.0,0.0,3.0,0.045,0.0,2.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,17.0,1.0,6.0,8.0,1.0,1.0,1.0,1.0,32.0,2.0,0.0,2.0,0.0,2.0,0.096,0.0,0.0,0.0,17.048422016635623,0.0,0.0,1.0,0.0,0.0,0.0
1.0,9.0,1.0,8.0,8.0,2.0,1.0,2.0,2.0,25.0,2.0,0.0,0.0,0.0,3.0,0.047,0.0,0.0,3.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,1.0,48.0,8.0,1.0,1.0,2.0,1.0,24.0,0.0,0.0,0.0,0.0,3.0,0.045,1.0,1.0,1.0,7.842239263803681,0.0,0.0,1.0,0.0,0.0,1.0
1.0,7.0,1.0,18.0,8.0,1.0,2.0,2.0,2.0,20.0,1.0,0.0,1.0,0.0,4.0,0.056,0.0,1.0,2.0,11.843323183569808,0.0,1.0,0.0,0.0,0.0,0.0
1.0,6.0,2.0,36.0,8.0,1.0,1.0,2.0,2.0,31.0,0.0,0.0,0.0,0.0,2.0,0.056,0.0,1.0,1.0,24.464784688995216,1.0,0.0,0.0,0.0,0.0,0.0
1.0,9.0,2.0,12.0,8.0,2.0,1.0,2.0,2.0,24.0,1.0,1.0,0.0,0.0,3.0,0.049,0.0,0.0,2.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,1.0,24.0,4.0,2.0,2.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,1.0,0.036,0.0,1.0,0.0,16.896870689655174,1.0,0.0,0.0,0.0,0.0,0.0
1.0,9.0,1.0,24.0,8.0,1.0,2.0,2.0,2.0,26.0,1.0,0.0,0.0,0.0,3.0,0.055,0.0,1.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,12.0,2.0,108.0,8.0,1.0,2.0,1.0,1.0,20.0,0.0,0.0,0.0,0.0,2.0,0.06,0.0,1.0,0.0,5.557760869565217,0.0,0.0,1.0,0.0,0.0,0.0
1.0,9.0,1.0,18.0,1.0,2.0,1.0,2.0,2.0,33.0,1.0,0.0,1.0,1.0,3.0,0.096,0.0,1.0,0.0,13.638737613308498,0.0,0.0,1.0,0.0,0.0,1.0
1.0,9.0,2.0,60.0,8.0,1.0,1.0,2.0,2.0,17.0,1.0,0.0,0.0,0.0,1.0,0.062,0.0,2.0,0.0,9.452107394366198,0.0,1.0,0.0,0.0,1.0,0.0
1.0,3.0,1.0,12.0,8.0,1.0,1.0,2.0,2.0,30.0,8.0,0.0,1.0,0.0,2.0,0.096,0.0,2.0,5.0,23.101536144578315,1.0,0.0,0.0,0.0,0.0,0.0
1.0,12.0,2.0,12.0,8.0,2.0,2.0,2.0,2.0,27.0,0.0,1.0,0.0,0.0,3.0,0.069,0.0,1.0,2.0,21.231031141868517,0.0,1.0,0.0,0.0,0.0,0.0
1.0,2.0,1.0,180.0,1.0,1.0,1.0,2.0,1.0,50.0,4.0,0.0,0.0,0.0,3.0,0.072,1.0,0.0,0.0,11.843323183569808,1.0,0.0,0.0,1.0,0.0,0.0
1.0,6.0,1.0,4.0,8.0,1.0,1.0,1.0,1.0,28.0,2.0,0.0,0.0,0.0,4.0,0.045,0.0,1.0,0.0,67.36359047619048,1.0,0.0,0.0,0.0,0.0,0.0
1.0,9.0,1.0,42.0,8.0,2.0,2.0,2.0,2.0,47.0,4.0,0.0,1.0,1.0,4.0,0.046,0.0,3.0,1.0,10.145119047619048,0.0,0.0,1.0,0.0,0.0,0.0
1.0,9.0,1.0,12.0,8.0,2.0,2.0,2.0,2.0,25.0,1.0,1.0,1.0,0.0,2.0,0.068,0.0,0.0,2.0,7.977549559471366,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,3.0,8.0,2.0,1.0,2.0,2.0,27.0,3.0,0.0,0.0,0.0,2.0,0.075,0.0,0.0,3.0,9.84242540904716,1.0,0.0,0.0,1.0,0.0,0.0
1.0,3.0,2.0,36.0,8.0,1.0,1.0,2.0,2.0,23.0,0.0,0.0,0.0,0.0,3.0,0.042,0.0,3.0,3.0,7.212412364945979,0.0,0.0,1.0,0.0,0.0,1.0
1.0,7.0,1.0,6.0,8.0,1.0,1.0,2.0,2.0,41.0,5.0,0.0,1.0,0.0,2.0,0.055,0.0,0.0,2.0,7.023543956043957,0.0,1.0,0.0,0.0,0.0,0.0
1.0,6.0,2.0,12.0,8.0,1.0,1.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,4.0,0.061,0.0,1.0,5.0,11.76335889570552,1.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,3.0,8.0,1.0,1.0,1.0,2.0,34.0,2.0,0.0,1.0,1.0,3.0,0.058,0.0,1.0,1.0,8.905716594752512,0.0,0.0,1.0,0.0,0.0,1.0
1.0,3.0,1.0,18.0,8.0,1.0,1.0,2.0,2.0,41.0,6.0,1.0,1.0,0.0,4.0,0.075,0.0,0.0,2.0,18.222166785459727,0.0,1.0,0.0,0.0,0.0,0.0
1.0,9.0,2.0,36.0,8.0,1.0,2.0,2.0,2.0,17.0,0.0,0.0,0.0,0.0,3.0,0.049,0.0,0.0,2.0,9.159051401869158,0.0,0.0,1.0,0.0,0.0,0.0
1.0,9.0,1.0,24.0,8.0,1.0,1.0,2.0,2.0,25.0,2.0,0.0,0.0,0.0,2.0,0.04,0.0,2.0,2.0,6.176150522648085,0.0,0.0,1.0,0.0,0.0,1.0
1.0,8.0,1.0,18.0,1.0,1.0,1.0,2.0,2.0,40.0,6.0,0.0,1.0,0.0,2.0,0.058,0.0,2.0,4.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,10.0,1.0,3.0,5.0,1.0,2.0,2.0,2.0,42.0,4.0,0.0,1.0,1.0,1.0,0.055,0.0,2.0,1.0,10.827188988883009,0.0,0.0,1.0,0.0,0.0,0.0
1.0,8.0,1.0,174.0,1.0,1.0,1.0,1.0,2.0,35.0,0.0,0.0,0.0,0.0,2.0,0.053,1.0,0.0,0.0,28.3490625,0.0,1.0,0.0,0.0,0.0,0.0
1.0,2.0,1.0,192.0,1.0,1.0,1.0,2.0,2.0,44.0,2.0,0.0,1.0,0.0,2.0,0.062,0.0,0.0,0.0,11.252508802816903,0.0,1.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,12.0,8.0,2.0,1.0,2.0,2.0,39.0,5.0,0.0,1.0,0.0,3.0,0.04,0.0,3.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,2.0,324.0,8.0,1.0,2.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,3.0,0.049,0.0,0.0,0.0,11.843323183569808,1.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,2.0,24.0,8.0,1.0,2.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,2.0,0.04,0.0,2.0,1.0,17.81581881533101,0.0,0.0,1.0,0.0,0.0,0.0
1.0,9.0,1.0,72.0,1.0,1.0,1.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,1.0,0.055,0.0,0.0,2.0,15.127633136094676,0.0,1.0,0.0,0.0,0.0,0.0
1.0,12.0,2.0,132.0,8.0,1.0,1.0,2.0,2.0,19.0,0.0,0.0,0.0,0.0,3.0,0.061,0.0,0.0,1.0,27.601295546558703,0.0,1.0,0.0,0.0,1.0,0.0
1.0,6.0,1.0,12.0,8.0,1.0,2.0,2.0,2.0,29.0,4.0,0.0,0.0,0.0,1.0,0.049,0.0,1.0,1.0,26.356391752577323,1.0,0.0,0.0,0.0,0.0,0.0
1.0,8.0,1.0,120.0,1.0,1.0,1.0,2.0,2.0,22.0,1.0,0.0,0.0,0.0,2.0,0.055,0.0,1.0,1.0,19.44981403212173,0.0,1.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,12.0,8.0,2.0,1.0,2.0,2.0,30.0,2.0,0.0,1.0,0.0,2.0,0.075,0.0,1.0,0.0,11.843323183569808,1.0,0.0,0.0,1.0,0.0,0.0
2.0,4.0,1.0,15.0,8.0,1.0,1.0,2.0,2.0,36.0,3.0,0.0,1.0,0.0,2.0,0.045,0.0,2.0,1.0,12.54758282208589,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,12.0,5.0,1.0,1.0,2.0,2.0,45.0,2.0,0.0,1.0,0.0,1.0,0.045,0.0,1.0,2.0,12.54758282208589,0.0,0.0,1.0,0.0,0.0,0.0
1.0,12.0,1.0,12.0,5.0,1.0,2.0,2.0,2.0,32.0,1.0,0.0,1.0,0.0,1.0,0.045,0.0,2.0,0.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,12.0,2.0,12.0,8.0,1.0,2.0,2.0,2.0,18.0,0.0,0.0,0.0,0.0,3.0,0.062,0.0,1.0,1.0,18.004014084507045,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,204.0,8.0,1.0,2.0,2.0,2.0,35.0,3.0,0.0,1.0,0.0,3.0,0.056,0.0,1.0,0.0,11.843323183569808,0.0,1.0,0.0,0.0,0.0,0.0
1.0,12.0,1.0,12.0,5.0,1.0,1.0,2.0,2.0,25.0,1.0,0.0,0.0,0.0,2.0,0.053,0.0,0.0,3.0,5.669812500000001,0.0,1.0,0.0,0.0,0.0,0.0
1.0,6.0,2.0,7.0,8.0,2.0,1.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,4.0,0.096,0.0,2.0,1.0,11.843323183569808,1.0,0.0,0.0,1.0,0.0,0.0
1.0,6.0,1.0,6.0,8.0,2.0,1.0,2.0,2.0,29.0,2.0,0.0,1.0,1.0,4.0,0.047,0.0,1.0,1.0,7.939658385093169,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,1.0,6.0,1.0,2.0,1.0,2.0,2.0,28.0,1.0,0.0,2.0,0.0,2.0,0.042,0.0,1.0,0.0,11.509168667466987,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,1.0,8.0,8.0,1.0,1.0,2.0,2.0,35.0,3.0,0.0,0.0,0.0,3.0,0.049,0.0,2.0,1.0,8.760831775700936,0.0,0.0,1.0,0.0,0.0,0.0
2.0,9.0,2.0,342.0,8.0,1.0,1.0,2.0,1.0,16.0,0.0,0.0,0.0,0.0,3.0,0.062,1.0,0.0,1.0,45.01003521126761,0.0,1.0,0.0,0.0,1.0,0.0
1.0,9.0,1.0,24.0,8.0,1.0,1.0,2.0,2.0,26.0,2.0,0.0,1.0,0.0,4.0,0.058,0.0,2.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,9.0,1.0,10.0,8.0,2.0,1.0,2.0,2.0,31.0,2.0,0.0,1.0,0.0,3.0,0.046,0.0,2.0,1.0,4.932083224816969,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,2.0,12.0,8.0,2.0,2.0,2.0,2.0,42.0,1.0,1.0,1.0,0.0,3.0,0.051,0.0,0.0,2.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,9.0,1.0,12.0,8.0,1.0,1.0,2.0,2.0,23.0,1.0,0.0,1.0,0.0,4.0,0.049,0.0,0.0,2.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,9.0,2.0,18.0,1.0,1.0,1.0,2.0,2.0,26.0,1.0,0.0,1.0,0.0,1.0,0.04,0.0,0.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,3.0,1.0,12.0,1.0,1.0,1.0,2.0,2.0,54.0,1.0,1.0,2.0,1.0,4.0,0.054,0.0,0.0,0.0,6.517705544933079,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.0,1.0,18.0,8.0,1.0,2.0,2.0,2.0,46.0,1.0,0.0,1.0,0.0,3.0,0.04,0.0,1.0,0.0,8.165583623693381,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,6.0,8.0,2.0,1.0,2.0,2.0,29.0,5.0,0.0,0.0,0.0,2.0,0.045,0.0,3.0,2.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,1.0,108.0,8.0,2.0,1.0,2.0,2.0,36.0,3.0,0.0,1.0,0.0,2.0,0.042,0.0,1.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,17.0,1.0,6.0,5.0,1.0,2.0,2.0,2.0,34.0,3.0,0.0,1.0,0.0,4.0,0.068,0.0,5.0,0.0,7.508281938325992,0.0,1.0,0.0,0.0,0.0,0.0
1.0,3.0,2.0,90.0,4.0,2.0,1.0,2.0,1.0,46.0,4.0,0.0,0.0,1.0,4.0,0.045,0.0,0.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,32.0,1.0,0.0,0.0,0.0,2.0,0.042,0.0,0.0,1.0,11.509168667466987,0.0,0.0,1.0,0.0,0.0,1.0
1.0,9.0,1.0,3.0,5.0,2.0,2.0,2.0,2.0,56.0,0.0,0.0,1.0,1.0,1.0,0.069,0.0,0.0,0.0,5.573145674740485,0.0,1.0,0.0,0.0,0.0,0.0
1.0,8.0,1.0,3.0,8.0,2.0,2.0,2.0,2.0,28.0,2.0,0.0,1.0,0.0,2.0,0.045,0.0,2.0,1.0,9.410687116564418,0.0,0.0,1.0,0.0,0.0,0.0
1.0,11.0,2.0,24.0,8.0,2.0,1.0,2.0,2.0,41.0,4.0,0.0,1.0,0.0,1.0,0.042,0.0,2.0,2.0,9.20733493397359,0.0,0.0,1.0,0.0,0.0,1.0
1.0,9.0,1.0,6.0,8.0,1.0,1.0,2.0,2.0,27.0,2.0,0.0,1.0,0.0,1.0,0.055,0.0,0.0,0.0,11.503888300688194,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,1.0,6.0,8.0,2.0,1.0,2.0,2.0,33.0,4.0,0.0,1.0,0.0,3.0,0.047,0.0,4.0,0.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,43.0,4.0,0.0,2.0,0.0,2.0,0.042,0.0,1.0,3.0,23.01833733493397,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,1.0,24.0,8.0,2.0,1.0,2.0,2.0,26.0,2.0,0.0,0.0,0.0,3.0,0.049,0.0,0.0,0.0,11.843323183569808,1.0,0.0,0.0,1.0,0.0,0.0
1.0,3.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,34.0,1.0,0.0,1.0,1.0,2.0,0.042,0.0,1.0,0.0,18.41466986794718,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,2.0,60.0,8.0,1.0,1.0,2.0,1.0,40.0,8.0,0.0,0.0,0.0,3.0,0.085,0.0,0.0,0.0,11.843323183569808,1.0,0.0,0.0,1.0,0.0,0.0
1.0,6.0,1.0,10.0,1.0,2.0,1.0,2.0,2.0,61.0,0.0,1.0,1.0,0.0,3.0,0.058,0.0,0.0,0.0,14.24914655160402,0.0,0.0,1.0,0.0,0.0,1.0
1.0,9.0,1.0,126.0,8.0,2.0,1.0,2.0,2.0,38.0,2.0,0.0,1.0,0.0,1.0,0.045,0.0,1.0,1.0,28.23206134969325,0.0,0.0,1.0,0.0,0.0,1.0
1.0,0.0,2.0,2.0,8.0,2.0,2.0,2.0,2.0,22.0,0.0,0.0,1.0,0.0,1.0,0.072,0.0,1.0,1.0,1.1879972118959108,1.0,0.0,0.0,0.0,0.0,0.0
2.0,4.0,1.0,12.0,6.0,1.0,1.0,2.0,2.0,44.0,2.0,0.0,1.0,0.0,3.0,0.047,0.0,2.0,0.0,15.879316770186335,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,12.0,8.0,2.0,1.0,2.0,2.0,26.0,2.0,0.0,0.0,0.0,1.0,0.071,1.0,1.0,2.0,11.843323183569808,1.0,0.0,0.0,1.0,0.0,0.0
1.0,6.0,2.0,24.0,8.0,1.0,1.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,3.0,0.047,0.0,2.0,2.0,28.87148503670243,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,1.0,42.0,8.0,1.0,1.0,2.0,1.0,27.0,1.0,0.0,1.0,0.0,3.0,0.047,0.0,0.0,1.0,17.32289102202146,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,354.0,8.0,1.0,2.0,2.0,2.0,31.0,3.0,0.0,1.0,0.0,4.0,0.062,0.0,0.0,0.0,33.75752640845071,0.0,1.0,0.0,0.0,0.0,0.0
1.0,11.0,2.0,294.0,8.0,1.0,2.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,3.0,0.068,1.0,1.0,2.0,18.77070484581498,0.0,1.0,0.0,0.0,0.0,0.0
1.0,8.0,1.0,42.0,8.0,2.0,2.0,2.0,2.0,39.0,3.0,1.0,1.0,1.0,3.0,0.053,0.0,2.0,1.0,11.717270746269902,0.0,0.0,0.0,0.0,0.0,0.0
1.0,12.0,1.0,120.0,8.0,1.0,1.0,2.0,2.0,23.0,0.0,0.0,0.0,0.0,3.0,0.075,1.0,2.0,1.0,21.866600142551672,0.0,1.0,0.0,0.0,1.0,0.0
1.0,9.0,2.0,24.0,5.0,1.0,1.0,1.0,1.0,23.0,0.0,0.0,0.0,0.0,2.0,0.049,0.0,2.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,9.0,1.0,18.0,8.0,2.0,1.0,2.0,2.0,24.0,1.0,0.0,1.0,0.0,3.0,0.093,0.0,1.0,0.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
1.0,12.0,1.0,8.0,3.0,2.0,1.0,2.0,2.0,28.0,2.0,0.0,1.0,1.0,4.0,0.049,0.0,1.0,1.0,7.5616565355744125,0.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,270.0,8.0,2.0,2.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,3.0,0.069,0.0,1.0,1.0,11.843323183569808,0.0,1.0,0.0,0.0,0.0,0.0
1.0,3.0,1.0,17.0,8.0,1.0,1.0,2.0,2.0,50.0,3.0,0.0,1.0,0.0,1.0,0.056,0.0,2.0,3.0,10.06523622047244,0.0,1.0,0.0,0.0,0.0,0.0
1.0,4.0,2.0,24.0,8.0,2.0,1.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,4.0,0.096,0.0,1.0,3.0,10.267349397590362,1.0,0.0,0.0,1.0,0.0,0.0
1.0,6.0,2.0,108.0,8.0,1.0,1.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,4.0,0.049,0.0,2.0,0.0,37.42726351351352,1.0,0.0,0.0,1.0,0.0,0.0
1.0,2.0,1.0,5.0,8.0,1.0,1.0,2.0,2.0,42.0,3.0,1.0,1.0,0.0,4.0,0.04,0.0,1.0,2.0,4.825117595818816,0.0,0.0,1.0,0.0,0.0,0.0
1.0,12.0,1.0,24.0,8.0,1.0,1.0,2.0,2.0,29.0,3.0,0.0,1.0,0.0,3.0,0.042,0.0,2.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,6.0,1.0,54.0,8.0,1.0,1.0,2.0,1.0,46.0,5.0,0.0,1.0,0.0,4.0,0.04,0.0,4.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,3.0,1.0,24.0,8.0,1.0,2.0,2.0,2.0,32.0,3.0,0.0,1.0,0.0,2.0,0.093,1.0,2.0,1.0,29.791714249756453,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,2.0,12.0,8.0,2.0,1.0,2.0,2.0,25.0,0.0,0.0,0.0,0.0,1.0,0.069,0.0,1.0,0.0,8.846262975778547,0.0,1.0,0.0,0.0,1.0,0.0
1.0,0.0,2.0,558.0,8.0,1.0,2.0,2.0,2.0,22.0,0.0,0.0,0.0,0.0,3.0,0.035,0.0,1.0,1.0,61914.97046321526,1.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,72.0,8.0,1.0,2.0,1.0,1.0,27.0,1.0,0.0,1.0,0.0,3.0,0.045,0.0,0.0,4.0,7.214860122699386,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,2.0,24.0,8.0,2.0,1.0,2.0,2.0,20.0,0.0,0.0,0.0,0.0,1.0,0.055,0.0,1.0,1.0,11.843323183569808,0.0,1.0,0.0,0.0,1.0,0.0
1.0,9.0,1.0,24.0,8.0,1.0,1.0,2.0,2.0,31.0,2.0,0.0,1.0,0.0,3.0,0.055,0.0,1.0,1.0,8.120391741662255,0.0,0.0,1.0,0.0,0.0,0.0
1.0,6.0,1.0,11.0,8.0,1.0,1.0,2.0,2.0,30.0,2.0,0.0,0.0,0.0,2.0,0.045,1.0,1.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,1.0
1.0,8.0,2.0,96.0,4.0,1.0,1.0,1.0,2.0,20.0,0.0,0.0,0.0,0.0,1.0,0.055,0.0,1.0,0.0,15.127633136094676,0.0,1.0,0.0,0.0,1.0,0.0
1.0,8.0,2.0,36.0,8.0,1.0,2.0,2.0,2.0,15.0,0.0,0.0,0.0,0.0,3.0,0.085,0.0,2.0,0.0,42235.67687732343,1.0,0.0,0.0,0.0,0.0,0.0
1.0,6.0,1.0,486.0,8.0,1.0,2.0,1.0,2.0,27.0,0.0,0.0,0.0,0.0,3.0,0.085,1.0,0.0,0.0,11.843323183569808,1.0,0.0,0.0,0.0,0.0,0.0
1.0,3.0,1.0,24.0,8.0,1.0,1.0,2.0,2.0,40.0,2.0,1.0,1.0,0.0,1.0,0.047,0.0,2.0,1.0,12830.48795031056,0.0,0.0,1.0,0.0,0.0,0.0
2.0,3.0,1.0,30.0,8.0,1.0,2.0,2.0,2.0,50.0,0.0,0.0,0.0,1.0,3.0,0.081,0.0,0.0,1.0,11.843323183569808,0.0,0.0,1.0,0.0,0.0,0.0
