sex,edyrs,usmarl,usdurl,usdocl,reltrip,paistrip,sport,social,age,minors,land,property,business,METROCAT,usunemp,inus,sons,daus,hrwage_adj_2019,pre_irca,irca,iirira,pais_pre_irca,pais_irca,pais_iirira,target
1,6.0,1.0,4,3.0,,,2.0,2.0,21,1.0,0,1,0,2,0.051,0,0,1,10.78655238095238,0,0,1,0,0,0,0
1,5.0,1.0,4,5.0,,,2.0,2.0,34,4.0,1,0,0,2,0.072,0,2,4,,1,0,0,0,0,0,0
1,9.0,1.0,9,8.0,,,2.0,2.0,33,2.0,0,2,0,2,0.069,0,3,0,8.315487197231834,0,1,0,0,0,0,1
1,9.0,1.0,66,8.0,2.0,1.0,2.0,2.0,30,1.0,0,1,0,2,0.047,0,0,1,,0,0,1,0,0,1,1
1,6.0,1.0,24,8.0,,,1.0,1.0,35,4.0,0,1,0,2,0.056,0,1,3,,0,1,0,0,0,0,1
1,9.0,1.0,36,8.0,,,2.0,2.0,25,1.0,0,0,0,2,0.069,1,1,2,10.615515570934257,0,1,0,0,0,0,1
1,5.0,1.0,7,8.0,1.0,2.0,2.0,2.0,35,2.0,0,0,0,2,0.061,0,0,0,12.351526840490799,1,0,0,0,0,0,1
1,3.0,1.0,36,8.0,1.0,2.0,2.0,2.0,24,2.0,0,0,0,2,0.058,0,2,1,14.085785123966945,1,0,0,0,0,0,1
1,6.0,1.0,12,3.0,,,2.0,2.0,28,1.0,0,1,0,2,0.055,0,0,1,9.473790365272631,0,0,1,0,0,0,0
1,6.0,2.0,24,8.0,1.0,1.0,2.0,2.0,20,0.0,0,0,0,2,0.061,0,1,2,11.76335889570552,1,0,0,1,0,0,1
1,12.0,2.0,12,8.0,,,2.0,2.0,26,0.0,0,0,0,2,0.04,0,1,0,11.877212543554009,0,0,1,0,0,0,1
1,6.0,2.0,12,8.0,2.0,1.0,2.0,2.0,19,0.0,0,0,0,2,0.071,0,1,2,17.9297400990099,1,0,0,1,0,0,1
1,6.0,2.0,36,8.0,2.0,2.0,1.0,2.0,16,0.0,0,0,0,2,0.069,0,1,1,14.154020761245675,0,1,0,0,0,0,0
1,9.0,1.0,18,1.0,,,1.0,1.0,52,3.0,1,1,1,2,0.051,1,2,3,14.39952380952381,0,0,1,0,0,0,1
1,6.0,1.0,12,8.0,2.0,1.0,2.0,2.0,30,2.0,0,1,0,2,0.075,0,1,0,,1,0,0,1,0,0,0
1,6.0,2.0,24,8.0,2.0,1.0,2.0,2.0,22,0.0,0,0,0,2,0.096,0,1,0,,1,0,0,1,0,0,1
1,6.0,1.0,4,3.0,,,2.0,2.0,40,2.0,0,1,0,2,0.051,0,1,1,9.163333333333334,0,0,1,0,0,0,0
1,2.0,1.0,9,8.0,,,2.0,2.0,25,2.0,0,1,0,4,0.055,0,2,1,11.345724852071006,0,1,0,0,0,0,0
1,6.0,1.0,8,8.0,,,2.0,2.0,41,5.0,0,1,0,4,0.051,0,3,2,,0,0,1,0,0,0,1
1,6.0,1.0,6,8.0,,,1.0,2.0,29,1.0,0,1,0,4,0.051,0,1,0,9.817857142857143,0,0,1,0,0,0,0
1,1.0,1.0,282,1.0,2.0,1.0,2.0,2.0,31,2.0,0,1,0,4,0.096,0,0,1,25.668373493975906,1,0,0,1,0,0,0
1,2.0,1.0,5,8.0,,,2.0,2.0,65,0.0,1,1,0,4,0.04,0,0,0,,0,0,1,0,0,0,1
1,9.0,2.0,342,1.0,2.0,1.0,1.0,2.0,17,0.0,1,0,0,4,0.061,0,1,1,47.05343558282208,1,0,0,1,0,0,0
1,6.0,2.0,258,1.0,2.0,1.0,1.0,1.0,20,0.0,0,0,0,4,0.072,0,0,3,29.69993029739777,1,0,0,1,0,0,0
1,5.0,1.0,84,8.0,1.0,2.0,2.0,2.0,62,0.0,1,1,0,4,0.056,0,0,2,8.807081692913385,0,1,0,0,0,0,1
1,0.0,1.0,8,8.0,,,2.0,2.0,62,1.0,0,1,0,4,0.051,0,1,2,9.817857142857143,0,0,1,0,0,0,0
1,6.0,1.0,17,8.0,,,2.0,2.0,23,2.0,1,1,1,4,0.04,0,1,2,,0,0,1,0,0,0,0
1,1.0,1.0,8,1.0,,,2.0,2.0,52,2.0,1,1,0,4,0.051,0,2,0,9.817857142857143,0,0,1,0,0,0,0
1,5.0,1.0,8,1.0,,,2.0,2.0,39,3.0,1,1,0,4,0.055,0,2,1,12.180587612493383,0,0,1,0,0,0,0
1,5.0,1.0,6,1.0,,,2.0,2.0,50,2.0,1,1,1,4,0.051,0,0,3,8.181547619047619,0,0,1,0,0,0,0
1,6.0,1.0,3,8.0,,,2.0,2.0,51,3.0,0,1,0,4,0.051,0,2,3,,0,0,1,0,0,0,0
1,6.0,1.0,6,1.0,,,2.0,2.0,36,3.0,2,1,0,4,0.055,1,2,1,18.60923107464267,0,0,1,0,0,0,0
1,7.0,2.0,6,8.0,1.0,2.0,2.0,2.0,21,0.0,0,0,0,4,0.069,0,1,0,17.692525951557094,0,1,0,0,0,0,0
1,5.0,1.0,3,8.0,,,2.0,2.0,37,1.0,1,1,0,4,0.055,0,1,0,,0,1,0,0,0,0,1
1,6.0,1.0,5,8.0,1.0,2.0,2.0,2.0,38,2.0,0,1,1,4,0.069,0,1,0,8.846262975778547,0,1,0,0,0,0,1
1,9.0,1.0,6,8.0,1.0,2.0,2.0,2.0,22,1.0,0,1,0,4,0.046,0,1,0,,0,0,1,0,0,0,1
1,6.0,1.0,6,1.0,,,2.0,2.0,48,5.0,0,1,0,4,0.051,0,3,1,10.472380952380952,0,0,1,0,0,0,0
1,9.0,2.0,30,1.0,,,2.0,2.0,24,1.0,0,1,0,4,0.055,1,0,1,14.887384859714135,0,0,1,0,0,0,1
1,4.0,1.0,66,1.0,,,2.0,2.0,48,0.0,2,1,0,4,0.047,1,0,0,15.157529644268777,0,0,1,0,0,0,1
1,4.0,1.0,21,8.0,,,2.0,2.0,28,1.0,0,1,0,4,0.055,0,0,1,9.473790365272631,0,0,1,0,0,0,0
1,3.0,1.0,12,1.0,,,2.0,2.0,54,1.0,1,2,1,4,0.054,0,0,0,6.5177055449330785,0,1,0,0,0,0,0
1,1.0,1.0,4,1.0,,,2.0,2.0,50,5.0,0,0,0,4,0.075,0,1,1,10.02219173200285,0,1,0,0,0,0,0
1,1.0,1.0,3,1.0,,,2.0,2.0,46,0.0,1,1,0,4,0.055,0,0,1,13.53398623610376,0,0,1,0,0,0,1
1,1.0,1.0,90,1.0,,,2.0,2.0,48,1.0,0,1,0,4,0.042,1,1,0,13.043724489795919,0,0,1,0,0,0,1
1,6.0,2.0,24,8.0,2.0,1.0,2.0,2.0,23,0.0,0,1,0,4,0.071,0,0,2,,1,0,0,1,0,0,1
1,12.0,1.0,30,8.0,,,2.0,2.0,29,3.0,0,1,0,3,0.045,0,3,1,,0,0,1,0,0,0,1
1,9.0,1.0,8,8.0,1.0,1.0,1.0,2.0,26,2.0,0,2,0,3,0.058,0,1,2,9.23719010561423,0,0,1,0,0,1,0
1,6.0,1.0,12,8.0,2.0,1.0,2.0,2.0,39,5.0,0,1,0,3,0.04,0,3,1,,0,0,1,0,0,1,0
1,6.0,1.0,36,8.0,2.0,1.0,2.0,2.0,25,1.0,0,1,0,3,0.055,0,0,1,,0,1,0,0,1,0,0
1,9.0,1.0,12,8.0,2.0,1.0,2.0,2.0,31,4.0,0,1,0,3,0.047,0,2,3,,0,0,1,0,0,1,1
1,12.0,1.0,6,8.0,,,2.0,2.0,31,2.0,1,1,0,3,0.058,0,1,1,,0,0,1,0,0,0,1
1,8.0,1.0,6,8.0,1.0,2.0,2.0,2.0,30,2.0,0,1,0,3,0.068,0,3,1,16683.402466960357,0,1,0,0,0,0,1
1,3.0,1.0,12,8.0,1.0,1.0,2.0,2.0,26,1.0,0,1,0,3,0.053,1,0,2,,0,1,0,0,1,0,1
1,9.0,1.0,84,8.0,1.0,1.0,2.0,2.0,21,1.0,0,0,0,3,0.061,0,1,1,24.151133603238872,0,1,0,0,1,0,0
1,9.0,1.0,12,8.0,2.0,2.0,2.0,2.0,37,1.0,0,0,0,3,0.062,0,1,2,,0,1,0,0,0,0,1
1,9.0,2.0,18,5.0,2.0,1.0,1.0,2.0,30,1.0,0,1,0,3,0.054,0,1,1,,0,1,0,0,1,0,1
1,9.0,1.0,12,8.0,1.0,2.0,2.0,2.0,32,3.0,0,1,0,3,0.04,0,1,2,,0,0,1,0,0,0,0
1,0.0,1.0,8,8.0,,,2.0,2.0,51,2.0,0,1,0,3,0.058,0,1,3,,0,0,1,0,0,0,0
1,12.0,1.0,4,3.0,,,2.0,2.0,31,1.0,1,1,0,3,0.045,0,3,0,7.842239263803681,0,0,1,0,0,0,0
1,6.0,1.0,18,8.0,,,2.0,2.0,53,1.0,1,1,0,3,0.051,0,1,2,9.163333333333334,0,0,1,0,0,0,0
1,12.0,1.0,120,8.0,1.0,1.0,2.0,2.0,23,0.0,0,0,0,3,0.075,1,2,1,21.866600142551672,0,1,0,0,1,0,0
1,6.0,2.0,5,3.0,1.0,1.0,2.0,2.0,19,0.0,0,0,0,3,0.068,0,1,1,,0,1,0,0,1,0,1
1,12.0,1.0,3,3.0,1.0,1.0,2.0,2.0,35,4.0,1,1,0,3,0.054,0,0,2,11.161570745697896,0,1,0,0,1,0,0
1,6.0,1.0,3,8.0,2.0,1.0,2.0,2.0,33,4.0,0,1,0,4,0.06,0,2,2,,0,0,1,0,0,1,1
1,12.0,1.0,5,4.0,,,2.0,2.0,32,2.0,0,1,0,4,0.051,0,0,2,,0,0,1,0,0,0,0
1,9.0,1.0,54,8.0,1.0,2.0,2.0,2.0,43,6.0,0,1,1,4,0.058,0,3,4,,0,0,1,0,0,0,1
1,9.0,1.0,30,8.0,1.0,1.0,2.0,2.0,27,2.0,0,1,0,4,0.055,0,2,0,,0,0,1,0,0,1,1
1,9.0,1.0,24,8.0,1.0,1.0,2.0,2.0,26,2.0,0,1,0,4,0.058,0,2,1,,0,0,1,0,0,1,1
1,3.0,1.0,42,8.0,1.0,2.0,1.0,2.0,25,3.0,0,1,0,4,0.06,0,2,1,,0,0,1,0,0,0,1
1,6.0,1.0,5,8.0,,,2.0,2.0,37,0.0,0,1,0,4,0.051,0,0,0,9.163333333333334,0,0,1,0,0,0,0
1,9.0,1.0,48,8.0,2.0,1.0,1.0,2.0,31,5.0,0,0,0,4,0.054,0,3,2,7.332418738049713,0,1,0,0,1,0,0
1,9.0,1.0,222,8.0,2.0,2.0,2.0,2.0,23,1.0,0,0,0,4,0.055,0,0,1,,0,1,0,0,0,0,1
1,5.0,1.0,42,8.0,,,2.0,2.0,39,4.0,1,1,1,4,0.06,0,1,4,,0,0,1,0,0,0,1
1,9.0,1.0,36,8.0,1.0,2.0,2.0,2.0,29,4.0,0,0,0,4,0.068,0,2,1,8.44681718061674,0,1,0,0,0,0,0
1,9.0,1.0,12,8.0,2.0,1.0,2.0,2.0,38,1.0,0,1,0,4,0.04,0,0,0,,0,0,1,0,0,1,0
1,6.0,1.0,42,8.0,,,2.0,2.0,28,1.0,1,1,0,4,0.06,0,1,0,,0,0,1,0,0,0,1
1,3.0,2.0,36,8.0,1.0,1.0,2.0,2.0,19,0.0,0,0,0,4,0.075,0,1,0,8.199975053456878,0,1,0,0,1,0,1
1,12.0,2.0,8,8.0,2.0,1.0,2.0,2.0,18,0.0,0,1,0,4,0.056,0,0,1,12.323175975516452,0,1,0,0,1,0,1
1,2.0,1.0,10,8.0,2.0,2.0,2.0,2.0,46,5.0,0,1,0,4,0.04,0,3,2,11.877212543554009,0,0,1,0,0,0,1
1,9.0,1.0,24,8.0,1.0,1.0,2.0,2.0,28,2.0,0,1,0,4,0.062,0,2,3,13.503010563380283,0,1,0,0,1,0,0
1,6.0,1.0,9,8.0,,,2.0,2.0,48,2.0,0,1,1,4,0.051,0,0,0,5.563452380952381,0,0,1,0,0,0,0
1,13.0,2.0,24,8.0,,,1.0,2.0,23,0.0,0,0,0,4,0.069,0,2,1,17.692525951557094,0,1,0,0,0,0,0
1,12.0,1.0,132,8.0,1.0,2.0,2.0,2.0,30,2.0,0,0,0,4,0.061,1,2,1,8.625404858299596,0,1,0,0,0,0,0
1,3.0,1.0,8,8.0,2.0,1.0,2.0,2.0,31,3.0,0,1,0,4,0.04,0,1,2,9.05637456445993,0,0,1,0,0,1,0
1,9.0,1.0,24,8.0,2.0,1.0,2.0,2.0,31,4.0,0,1,0,4,0.049,0,2,2,,0,0,1,0,0,1,1
1,8.0,1.0,2,3.0,2.0,1.0,2.0,2.0,45,2.0,1,1,0,4,0.055,0,1,1,,0,0,1,0,0,1,1
1,9.0,1.0,24,8.0,,,2.0,2.0,31,2.0,0,1,0,3,0.055,0,1,1,8.120391741662255,0,0,1,0,0,0,0
1,9.0,1.0,18,8.0,,,2.0,2.0,28,3.0,0,1,0,3,0.051,0,1,2,9.163333333333334,0,0,1,0,0,0,1
1,6.0,1.0,36,8.0,1.0,1.0,2.0,2.0,25,2.0,0,0,0,3,0.06,0,1,1,12.50496195652174,0,0,1,0,0,1,0
1,6.0,1.0,12,8.0,1.0,1.0,2.0,2.0,34,4.0,1,0,0,3,0.054,0,1,2,6.5177055449330785,0,1,0,0,1,0,0
2,12.0,2.0,36,8.0,2.0,2.0,2.0,2.0,34,1.0,0,0,0,3,0.04,0,1,0,7.423257839721256,0,0,1,0,0,0,1
1,12.0,1.0,12,8.0,,,2.0,2.0,34,3.0,0,1,0,3,0.051,0,1,2,9.163333333333334,0,0,1,0,0,0,0
1,17.0,1.0,144,8.0,1.0,1.0,2.0,2.0,36,2.0,0,1,0,3,0.056,0,1,1,10.06523622047244,0,1,0,0,1,0,0
1,9.0,1.0,72,8.0,,,2.0,2.0,21,2.0,0,0,0,3,0.056,0,1,1,15.64847742922724,0,1,0,0,0,0,0
1,9.0,1.0,24,8.0,1.0,1.0,2.0,2.0,34,1.0,0,0,0,3,0.047,0,1,1,14.435742518351216,0,0,1,0,0,1,0
1,8.0,2.0,12,8.0,2.0,1.0,2.0,2.0,20,0.0,0,0,0,3,0.068,0,1,2,12.200958149779737,0,1,0,0,1,0,0
1,12.0,1.0,24,8.0,,,2.0,2.0,26,2.0,0,1,0,3,0.068,0,2,1,13.139493392070486,0,1,0,0,0,0,0
1,4.0,1.0,24,8.0,1.0,2.0,2.0,2.0,31,0.0,1,1,0,3,0.045,0,1,0,10.194911042944787,0,0,1,0,0,0,1
1,9.0,1.0,24,8.0,1.0,1.0,1.0,1.0,30,2.0,0,1,0,3,0.058,0,1,1,20.606039466370206,0,0,1,0,0,1,0
1,9.0,1.0,36,8.0,2.0,1.0,2.0,2.0,37,2.0,0,1,0,3,0.058,0,1,1,9.23719010561423,0,0,1,0,0,1,0
1,6.0,1.0,132,8.0,2.0,1.0,2.0,2.0,26,1.0,0,1,0,3,0.071,0,1,0,21.09381188118812,1,0,0,1,0,0,0
1,2.0,1.0,3,8.0,1.0,1.0,2.0,1.0,43,0.0,1,1,0,3,0.042,0,0,0,2.5473626650660264,0,0,1,0,0,1,0
1,12.0,2.0,72,8.0,1.0,1.0,2.0,2.0,21,0.0,0,0,0,3,0.061,0,1,1,15.525728744939272,0,1,0,0,1,0,0
1,12.0,2.0,24,8.0,1.0,2.0,2.0,2.0,21,0.0,0,0,0,3,0.054,0,2,0,9.776558317399617,0,1,0,0,0,0,1
1,17.0,1.0,12,8.0,,,1.0,1.0,39,2.0,0,1,0,3,0.042,0,2,0,15.345558223289316,0,0,1,0,0,0,0
1,9.0,1.0,18,8.0,2.0,2.0,2.0,2.0,33,3.0,0,1,0,3,0.046,0,2,1,19.022098214285716,0,0,1,0,0,0,1
1,1.0,2.0,84,8.0,2.0,1.0,2.0,2.0,50,1.0,0,1,0,3,0.042,0,2,0,15.345558223289316,0,0,1,0,0,1,1
1,9.0,1.0,6,8.0,2.0,1.0,2.0,2.0,37,2.0,0,1,0,3,0.045,0,1,1,8.62646319018405,0,0,1,0,0,1,1
1,6.0,1.0,30,8.0,,,2.0,2.0,34,2.0,0,1,0,3,0.055,0,2,0,10.827188988883007,0,0,1,0,0,0,0
1,6.0,2.0,24,8.0,2.0,1.0,2.0,2.0,22,0.0,0,0,0,3,0.056,0,0,0,8.802268553940323,0,1,0,0,1,0,0
1,6.0,1.0,12,8.0,,,2.0,2.0,40,2.0,0,1,0,3,0.051,0,1,1,11.78142857142857,0,0,1,0,0,0,0
1,9.0,2.0,48,8.0,2.0,1.0,2.0,2.0,18,0.0,0,0,0,3,0.045,0,0,1,10.979134969325154,0,0,1,0,0,1,0
1,6.0,1.0,18,8.0,,,2.0,2.0,46,3.0,1,1,0,3,0.055,0,4,0,10.827188988883007,0,0,1,0,0,0,1
1,12.0,1.0,8,8.0,2.0,2.0,2.0,2.0,42,0.0,0,1,0,3,0.058,0,1,0,8.526637020566982,0,0,1,0,0,0,0
1,0.0,1.0,60,8.0,1.0,1.0,2.0,2.0,34,4.0,1,0,0,4,0.056,0,2,0,14.260786004056797,1,0,0,1,0,0,0
1,0.0,2.0,12,8.0,,,2.0,2.0,56,4.0,0,1,0,4,0.045,1,0,2,9.410687116564418,0,0,1,0,0,0,0
1,6.0,1.0,6,8.0,2.0,2.0,2.0,2.0,33,2.0,0,1,0,4,0.096,0,2,2,6.417093373493977,1,0,0,0,0,0,1
1,9.0,1.0,18,8.0,,,2.0,2.0,29,1.0,1,1,0,4,0.058,0,1,0,7.105530850472485,0,0,1,0,0,0,0
1,6.0,1.0,6,1.0,,,2.0,2.0,51,1.0,0,1,0,4,0.042,0,1,0,10.741890756302523,0,0,1,0,0,0,0
1,12.0,1.0,9,8.0,,,2.0,2.0,29,2.0,0,1,0,4,0.061,0,3,1,6.9003238866396766,0,1,0,0,0,0,0
1,17.0,1.0,6,5.0,1.0,1.0,2.0,2.0,33,1.0,0,1,0,4,0.042,0,1,2,7.672779111644658,0,0,1,0,0,1,0
1,9.0,1.0,12,8.0,2.0,1.0,2.0,2.0,23,0.0,0,0,0,4,0.042,0,1,0,6.138223289315727,0,0,1,0,0,1,0
1,6.0,1.0,12,8.0,,,2.0,2.0,40,0.0,1,1,0,4,0.071,0,0,0,12.410533980582525,1,0,0,0,0,0,0
1,9.0,1.0,12,8.0,1.0,1.0,2.0,2.0,33,2.0,0,0,1,4,0.04,0,0,2,8.907909407665505,0,0,1,0,0,1,0
1,6.0,1.0,5,8.0,1.0,1.0,2.0,2.0,33,3.0,0,1,0,4,0.071,0,3,0,9.307900485436893,1,0,0,1,0,0,1
1,6.0,2.0,108,8.0,1.0,1.0,2.0,2.0,22,0.0,0,0,0,4,0.049,0,2,0,37.427263513513516,1,0,0,1,0,0,0
1,9.0,2.0,30,8.0,2.0,1.0,2.0,2.0,49,2.0,1,1,0,4,0.051,0,1,2,9.163333333333334,0,0,1,0,0,1,1
1,18.0,,12,8.0,2.0,1.0,2.0,2.0,21,0.0,0,0,0,4,0.053,0,2,0,14.432250000000002,0,1,0,0,1,0,0
1,9.0,1.0,78,8.0,2.0,1.0,2.0,2.0,53,0.0,0,1,0,4,0.047,0,1,1,12.992168266516092,0,0,1,0,0,1,1
1,10.0,2.0,24,8.0,1.0,1.0,2.0,2.0,18,0.0,1,0,0,4,0.06,0,1,0,9.72608152173913,0,0,1,0,0,1,0
1,6.0,2.0,120,8.0,1.0,1.0,1.0,1.0,20,0.0,0,0,0,4,0.058,0,2,0,21.128677685950414,1,0,0,1,0,0,0
1,4.0,1.0,12,8.0,2.0,1.0,2.0,2.0,23,1.0,0,0,0,4,0.07,0,2,1,9.330547445255476,1,0,0,1,0,0,0
1,3.0,2.0,24,8.0,2.0,1.0,2.0,2.0,53,1.0,0,1,0,4,0.049,0,1,0,6.371514018691589,0,0,1,0,0,1,0
1,16.0,2.0,84,5.0,2.0,1.0,2.0,2.0,19,0.0,0,0,0,4,0.075,0,2,2,34.44848893166506,1,0,0,1,0,0,0
1,6.0,1.0,26,8.0,,,2.0,1.0,36,4.0,0,1,0,4,0.055,0,2,2,9.473790365272631,0,0,1,0,0,0,1
1,6.0,1.0,5,8.0,1.0,1.0,2.0,2.0,29,2.0,0,0,0,4,0.056,0,0,3,8.802268553940323,0,1,0,0,1,0,1
1,17.0,1.0,6,5.0,1.0,2.0,2.0,2.0,34,3.0,0,1,0,4,0.068,0,5,0,7.508281938325992,0,1,0,0,0,0,1
1,3.0,1.0,12,5.0,1.0,1.0,2.0,1.0,29,1.0,0,1,0,4,0.056,0,0,0,24.464784688995216,1,0,0,1,0,0,0
1,13.0,1.0,24,8.0,,,2.0,2.0,47,3.0,1,1,1,4,0.055,0,1,2,16.24078348332451,0,0,1,0,0,0,1
1,16.0,2.0,8,8.0,1.0,1.0,2.0,2.0,21,0.0,0,0,0,4,0.056,1,0,1,17.61416338582677,0,1,0,0,1,0,0
1,17.0,1.0,14,8.0,,,2.0,2.0,33,2.0,1,1,0,4,0.054,0,0,4,8.147131931166347,0,1,0,0,0,0,0
1,9.0,1.0,3,3.0,,,2.0,2.0,33,3.0,0,1,0,4,0.06,0,2,1,11.115521739130434,0,0,1,0,0,0,0
1,6.0,,12,8.0,,,2.0,2.0,27,2.0,1,1,0,4,0.077,0,1,1,,1,0,0,0,0,0,1
1,9.0,2.0,7,8.0,2.0,1.0,2.0,2.0,18,0.0,0,0,1,4,0.053,0,3,0,9.896400000000002,0,1,0,0,1,0,1
1,9.0,1.0,12,8.0,,,2.0,2.0,39,5.0,0,1,0,4,0.058,0,3,2,8.526637020566982,0,0,1,0,0,0,0
1,9.0,1.0,12,8.0,,,2.0,2.0,41,3.0,2,1,0,4,0.045,0,2,1,13.331806748466258,0,0,1,0,0,0,0
1,12.0,1.0,24,1.0,,,2.0,2.0,34,0.0,0,0,0,4,0.045,0,1,0,16.46870245398773,0,0,1,0,0,0,0
1,17.0,1.0,96,8.0,2.0,2.0,1.0,2.0,25,0.0,0,1,0,4,0.07,1,1,0,27.991642335766425,1,0,0,0,0,0,1
1,6.0,1.0,24,8.0,,,2.0,2.0,35,3.0,0,0,0,4,0.049,0,1,2,12.743028037383178,0,0,1,0,0,0,0
1,6.0,1.0,48,8.0,,,2.0,1.0,46,0.0,1,1,0,4,0.04,0,0,0,13.361864111498258,0,0,1,0,0,0,0
1,6.0,2.0,120,8.0,1.0,1.0,2.0,2.0,15,0.0,0,0,0,4,0.068,0,1,1,11.262422907488988,0,1,0,0,1,0,1
1,17.0,2.0,12,8.0,1.0,1.0,2.0,2.0,23,0.0,0,0,0,4,0.04,0,1,0,5.9386062717770045,0,0,1,0,0,1,0
1,8.0,2.0,24,8.0,1.0,2.0,2.0,2.0,18,0.0,0,0,0,4,0.049,0,1,1,9.557271028037384,0,0,1,0,0,0,0
1,9.0,1.0,12,8.0,1.0,2.0,2.0,2.0,34,3.0,0,1,1,4,0.04,0,3,1,13.361864111498258,0,0,1,0,0,0,0
1,12.0,1.0,12,8.0,2.0,1.0,2.0,2.0,28,1.0,0,0,1,4,0.042,0,3,0,9.974612845138056,0,0,1,0,0,1,0
1,9.0,1.0,6,1.0,,,2.0,2.0,38,2.0,0,2,0,4,0.046,0,1,2,13.563228868246666,0,0,1,0,0,0,0
1,9.0,1.0,12,8.0,2.0,1.0,2.0,2.0,63,0.0,0,1,0,1,0.054,0,1,0,8.147131931166347,0,1,0,0,1,0,0
1,15.0,1.0,18,8.0,1.0,2.0,2.0,2.0,43,0.0,0,1,0,1,0.046,0,0,1,,0,0,1,0,0,0,1
1,4.0,1.0,258,1.0,1.0,1.0,2.0,1.0,27,1.0,0,1,0,1,0.07,0,1,3,23.32636861313869,1,0,0,1,0,0,0
1,11.0,1.0,18,8.0,1.0,1.0,2.0,2.0,48,4.0,0,1,0,1,0.046,0,2,3,,0,0,1,0,0,1,1
1,6.0,1.0,24,8.0,1.0,1.0,2.0,2.0,25,1.0,0,1,0,1,0.047,0,1,1,7.434407396950877,0,0,1,0,0,1,0
1,17.0,1.0,12,5.0,,,1.0,2.0,35,3.0,0,0,0,1,0.045,0,3,0,12.54758282208589,0,0,1,0,0,0,0
1,9.0,2.0,60,8.0,2.0,1.0,2.0,2.0,21,0.0,0,0,0,1,0.056,0,1,0,14.25908464566929,0,1,0,0,1,0,0
1,12.0,2.0,84,5.0,,,2.0,2.0,24,0.0,0,0,0,1,0.056,0,1,1,13.692417750573835,0,1,0,0,0,0,0
1,12.0,1.0,36,8.0,,,1.0,1.0,28,2.0,0,1,0,1,0.047,0,1,1,12.631274703557313,0,0,1,0,0,0,0
1,12.0,1.0,90,8.0,,,2.0,2.0,38,1.0,0,0,0,1,0.04,0,1,0,11.877212543554009,0,0,1,0,0,0,1
1,12.0,1.0,48,5.0,1.0,2.0,2.0,2.0,18,0.0,0,0,0,4,0.058,0,0,1,9.947743190661479,0,0,1,0,0,0,0
1,9.0,2.0,60,8.0,2.0,1.0,2.0,2.0,21,0.0,0,0,0,4,0.075,0,2,1,12.30303176130895,1,0,0,1,0,0,0
1,2.0,2.0,330,8.0,2.0,1.0,2.0,2.0,23,0.0,0,0,0,4,0.071,0,2,0,24.82106796116505,1,0,0,1,0,0,1
1,12.0,1.0,120,8.0,,,1.0,2.0,23,2.0,0,0,0,4,0.054,1,1,2,,0,1,0,0,0,0,1
1,12.0,2.0,84,8.0,2.0,1.0,2.0,2.0,17,0.0,0,0,0,4,0.054,0,0,1,8.147131931166347,0,1,0,0,1,0,0
1,9.0,2.0,36,8.0,1.0,1.0,2.0,2.0,22,0.0,0,1,0,4,0.047,0,0,1,11.548594014680972,0,0,1,0,0,1,0
1,6.0,1.0,36,8.0,,,2.0,2.0,45,2.0,1,1,0,4,0.049,0,1,1,9.557271028037384,0,0,1,0,0,0,0
1,6.0,2.0,84,8.0,2.0,2.0,2.0,2.0,17,0.0,0,0,0,4,0.061,0,2,1,10.350485829959515,0,1,0,0,0,0,0
1,2.0,1.0,48,8.0,,,2.0,2.0,54,3.0,1,1,0,4,0.04,0,0,3,8.907909407665505,0,0,1,0,0,0,0
1,9.0,1.0,12,8.0,,,2.0,2.0,50,1.0,1,1,0,4,0.055,0,0,0,,0,0,1,0,0,0,1
1,6.0,1.0,90,8.0,,,2.0,2.0,37,3.0,0,1,0,4,0.04,0,1,2,9.130607142857144,0,0,1,0,0,0,1
1,0.0,1.0,12,8.0,,,2.0,2.0,41,4.0,0,1,1,4,0.075,0,0,0,8.199975053456878,0,1,0,0,0,0,1
1,2.0,1.0,4,8.0,1.0,1.0,2.0,2.0,49,2.0,0,1,0,4,0.046,0,3,0,10.145119047619048,0,0,1,0,0,1,1
1,6.0,1.0,36,8.0,,,2.0,2.0,28,2.0,0,0,0,4,0.045,0,3,0,17.645038343558284,0,0,1,0,0,0,1
1,8.0,2.0,24,8.0,,,2.0,2.0,27,0.0,1,1,0,4,0.055,0,0,1,5.142914769719428,0,0,1,0,0,0,1
1,3.0,1.0,30,8.0,2.0,1.0,2.0,2.0,50,3.0,0,1,0,4,0.051,0,1,2,,0,0,1,0,0,1,1
1,9.0,1.0,4,8.0,1.0,2.0,2.0,2.0,29,3.0,0,1,0,4,0.058,0,1,2,,0,0,1,0,0,0,1
1,12.0,1.0,24,8.0,1.0,2.0,2.0,2.0,38,2.0,1,1,1,4,0.047,0,1,1,,0,0,1,0,0,0,0
1,6.0,1.0,6,8.0,1.0,1.0,,,28,1.0,0,1,0,4,0.046,0,1,0,,0,0,1,0,0,1,1
1,6.0,1.0,42,8.0,,,2.0,2.0,25,2.0,0,1,0,4,0.055,0,2,0,,0,0,1,0,0,0,0
1,9.0,1.0,4,8.0,2.0,1.0,2.0,2.0,37,2.0,0,1,1,4,0.049,0,2,0,7.167953271028037,0,0,1,0,0,1,1
1,6.0,1.0,7,8.0,,,2.0,2.0,28,3.0,0,1,0,3,0.058,0,2,3,11.368849360755975,0,0,1,0,0,0,0
