sex,edyrs,usmarl,usdurl,usdocl,reltrip,paistrip,sport,social,age,minors,land,property,business,METROCAT,usunemp,inus,sons,daus,hrwage_adj_2019,pre_irca,irca,iirira,pais_pre_irca,pais_irca,pais_iirira,target
1,6.0,1.0,12,8.0,2.0,1.0,2.0,2.0,39,6.0,0,0,0,3,0.061,0,0,1,14.704198619631901,1,0,0,1,0,0,1
1,2.0,1.0,9,8.0,,,2.0,2.0,42,6.0,0,1,0,3,0.07,0,0,2,,1,0,0,0,0,0,1
1,1.0,1.0,36,8.0,1.0,2.0,2.0,2.0,26,3.0,0,0,0,3,0.071,0,0,1,,1,0,0,0,0,0,1
1,5.0,1.0,6,8.0,,,2.0,2.0,36,4.0,0,0,0,3,0.071,0,2,1,,1,0,0,0,0,0,1
1,3.0,1.0,9,8.0,,,2.0,2.0,27,2.0,0,0,0,3,0.076,0,0,3,,1,0,0,0,0,0,1
1,6.0,1.0,12,8.0,,,2.0,2.0,38,5.0,0,0,0,3,0.097,0,0,0,3.973943005181347,1,0,0,0,0,0,0
1,6.0,1.0,3,8.0,2.0,1.0,2.0,2.0,36,0.0,0,0,0,3,0.058,0,0,0,,1,0,0,1,0,0,1
1,0.0,1.0,18,8.0,1.0,2.0,2.0,2.0,46,1.0,0,1,0,3,0.04,0,1,0,8.165583623693381,0,0,1,0,0,0,1
1,0.0,2.0,8,8.0,,,2.0,2.0,17,0.0,0,0,0,3,0.038,0,1,4,68.88961077844311,1,0,0,0,0,0,0
1,9.0,1.0,6,8.0,,,2.0,2.0,31,1.0,0,1,0,3,0.047,0,1,0,7.939658385093169,0,0,1,0,0,0,1
1,6.0,1.0,9,8.0,,,2.0,2.0,30,3.0,0,0,0,3,0.069,1,2,1,7.961636678200692,0,1,0,0,0,0,0
1,6.0,1.0,20,8.0,,,2.0,2.0,32,2.0,0,0,0,3,0.054,0,2,1,6.925062141491395,0,1,0,0,0,0,1
1,3.0,1.0,66,1.0,,,2.0,1.0,29,1.0,0,0,0,3,0.054,0,2,0,11.405984703632887,0,1,0,0,0,0,1
1,6.0,1.0,12,8.0,,,2.0,2.0,29,3.0,0,0,0,3,0.061,1,2,3,8.625404858299596,0,1,0,0,0,0,1
1,1.0,1.0,24,8.0,,,2.0,2.0,40,9.0,0,0,0,3,0.085,0,0,0,7.698221933085503,1,0,0,0,0,0,1
1,8.0,1.0,18,8.0,,,1.0,2.0,26,1.0,0,1,0,3,0.04,0,0,1,10.392560975609758,0,0,1,0,0,0,0
2,6.0,1.0,20,8.0,,,2.0,2.0,25,1.0,0,0,0,3,0.069,0,1,1,9.730889273356402,0,1,0,0,0,0,0
1,4.0,1.0,24,8.0,,,2.0,2.0,32,3.0,0,1,1,3,0.045,0,2,1,12.735796564417177,0,0,1,0,0,0,1
1,6.0,1.0,6,8.0,2.0,1.0,2.0,2.0,25,2.0,0,1,0,3,0.047,0,2,0,,0,0,1,0,0,1,1
1,6.0,1.0,8,8.0,1.0,1.0,2.0,2.0,23,1.0,0,0,0,3,0.072,0,1,1,7.127983271375465,1,0,0,1,0,0,0
1,5.0,1.0,6,8.0,,,2.0,2.0,24,2.0,0,0,0,3,0.072,0,1,2,,1,0,0,0,0,0,1
1,2.0,1.0,10,8.0,2.0,1.0,2.0,2.0,22,1.0,0,1,0,3,0.04,0,1,0,4.364875609756098,0,0,1,0,0,1,0
1,2.0,1.0,12,8.0,,,2.0,2.0,32,2.0,0,0,0,3,0.097,0,1,1,20.58502476683938,1,0,0,0,0,0,1
1,6.0,1.0,6,8.0,1.0,2.0,2.0,2.0,29,1.0,0,1,0,3,0.04,0,0,2,,0,0,1,0,0,0,0
1,1.0,1.0,24,8.0,,,2.0,2.0,38,4.0,0,1,0,3,0.055,0,0,0,16.20817836010144,0,1,0,0,0,0,0
1,2.0,1.0,12,8.0,,,2.0,2.0,55,4.0,0,1,0,3,0.062,0,0,2,6.751505281690141,0,1,0,0,0,0,0
1,1.0,1.0,12,8.0,,,2.0,2.0,48,2.0,0,1,0,3,0.056,0,1,1,,0,1,0,0,0,0,0
1,0.0,1.0,5,8.0,,,2.0,2.0,44,5.0,0,1,0,3,0.04,0,3,2,,0,0,1,0,0,0,0
1,0.0,1.0,96,8.0,1.0,2.0,2.0,2.0,39,3.0,0,0,1,3,0.055,1,0,2,,0,1,0,0,0,0,1
1,2.0,1.0,1,8.0,2.0,1.0,2.0,2.0,36,2.0,0,1,0,3,0.042,0,1,1,,0,0,1,0,0,1,1
1,0.0,1.0,8,8.0,,,2.0,2.0,42,4.0,0,0,0,3,0.045,0,2,2,,0,0,1,0,0,0,0
1,6.0,1.0,6,8.0,2.0,1.0,2.0,2.0,33,4.0,0,1,0,3,0.047,0,4,0,,0,0,1,0,0,1,1
1,9.0,1.0,10,8.0,2.0,1.0,2.0,2.0,29,1.0,0,0,0,3,0.061,0,1,2,8.625404858299596,0,1,0,0,1,0,0
1,3.0,1.0,3,8.0,2.0,1.0,2.0,2.0,28,2.0,0,1,0,3,0.042,0,1,1,16.112836134453783,0,0,1,0,0,1,0
1,3.0,1.0,24,8.0,,,2.0,2.0,36,5.0,0,1,0,3,0.042,0,1,4,5.370945378151261,0,0,1,0,0,0,0
1,4.0,1.0,126,5.0,2.0,1.0,2.0,2.0,35,3.0,0,0,0,3,0.068,0,0,2,15.955099118942732,0,1,0,0,1,0,0
1,10.0,1.0,8,4.0,,,2.0,2.0,26,1.0,0,1,0,3,0.04,0,0,1,,0,0,1,0,0,0,0
1,0.0,1.0,6,1.0,2.0,1.0,2.0,2.0,57,0.0,0,1,1,3,0.047,0,1,1,,0,0,1,0,0,1,1
1,11.0,1.0,12,8.0,1.0,2.0,2.0,2.0,30,3.0,0,1,1,3,0.047,0,1,2,,0,0,1,0,0,0,0
1,0.0,1.0,8,8.0,,,2.0,2.0,29,0.0,0,0,0,3,0.085,0,3,2,11.87997211895911,1,0,0,0,0,0,0
1,1.0,1.0,60,8.0,,,2.0,2.0,30,0.0,0,1,0,3,0.077,0,0,0,13.479279437609842,1,0,0,0,0,0,0
1,9.0,1.0,30,8.0,2.0,1.0,2.0,2.0,25,1.0,0,1,0,3,0.068,0,2,1,11.262422907488988,0,1,0,0,1,0,0
1,9.0,1.0,18,8.0,,,2.0,2.0,29,1.0,0,1,1,3,0.04,0,1,0,23.754425087108018,0,0,1,0,0,0,0
1,0.0,2.0,3,8.0,2.0,1.0,2.0,2.0,21,0.0,0,0,0,3,0.076,0,2,5,5.6250165016501645,1,0,0,1,0,0,1
1,6.0,2.0,60,8.0,1.0,1.0,1.0,2.0,19,0.0,0,0,0,3,0.054,0,0,0,13.035411089866157,0,1,0,0,1,0,0
1,9.0,1.0,48,8.0,2.0,1.0,2.0,2.0,25,0.0,0,1,0,3,0.059,0,2,2,18.937555555555555,1,0,0,1,0,0,0
1,6.0,1.0,9,8.0,,,2.0,2.0,51,1.0,1,1,1,3,0.04,1,1,1,11.134886759581882,0,0,1,0,0,0,0
1,5.0,2.0,18,8.0,2.0,1.0,2.0,2.0,18,0.0,0,0,0,3,0.075,0,2,2,7.38181905678537,1,0,0,1,0,0,0
1,0.0,1.0,18,8.0,,,2.0,2.0,59,2.0,1,1,0,3,0.04,0,0,1,10.392560975609758,0,0,1,0,0,0,1
1,0.0,1.0,42,8.0,,,2.0,2.0,42,7.0,0,0,0,3,0.045,0,2,4,,0,0,1,0,0,0,1
1,6.0,1.0,144,1.0,1.0,1.0,1.0,2.0,47,3.0,0,0,0,3,0.053,0,0,1,16.494,0,1,0,0,1,0,1
1,0.0,1.0,1,8.0,,,2.0,2.0,25,3.0,0,0,0,3,0.076,0,4,3,,1,0,0,0,0,0,1
1,3.0,1.0,30,8.0,1.0,2.0,1.0,1.0,42,3.0,0,1,0,3,0.042,0,0,2,,0,0,1,0,0,0,1
1,9.0,1.0,1,8.0,,,2.0,1.0,32,4.0,0,1,0,3,0.056,0,2,1,14909.969921259843,0,1,0,0,0,0,1
1,6.0,1.0,7,8.0,,,2.0,,30,2.0,0,1,0,3,0.047,0,2,0,,0,0,1,0,0,0,0
1,3.0,1.0,7,8.0,,,2.0,2.0,60,1.0,1,1,0,3,0.042,0,0,1,12.276446578631454,0,0,1,0,0,0,0
1,6.0,1.0,24,8.0,1.0,1.0,2.0,1.0,23,1.0,0,0,0,3,0.07,0,2,2,9.79707481751825,1,0,0,1,0,0,0
1,4.0,1.0,29,8.0,1.0,1.0,2.0,2.0,26,3.0,0,1,0,3,0.045,0,1,2,14.116030674846625,0,0,1,0,0,1,0
1,2.0,2.0,24,8.0,2.0,1.0,2.0,2.0,17,0.0,0,0,0,3,0.049,0,0,2,17.27412162162162,1,0,0,1,0,0,1
1,0.0,1.0,7,8.0,,,2.0,2.0,60,8.0,1,1,0,3,0.068,0,1,1,6.1004790748898685,0,1,0,0,0,0,0
1,6.0,1.0,6,5.0,,,1.0,2.0,61,0.0,0,1,1,3,0.047,0,0,1,9.38323263692829,0,0,1,0,0,0,1
1,12.0,1.0,6,8.0,,,2.0,2.0,35,2.0,0,1,0,3,0.047,0,1,1,21.65361377752682,0,0,1,0,0,0,0
1,6.0,1.0,6,8.0,,,2.0,2.0,47,3.0,0,1,0,3,0.047,0,2,3,12.992168266516092,0,0,1,0,0,0,0
1,6.0,1.0,9,8.0,,,2.0,2.0,25,2.0,0,1,0,3,0.096,0,1,2,9.625640060240965,1,0,0,0,0,0,0
1,17.0,2.0,60,5.0,1.0,1.0,1.0,2.0,19,0.0,0,0,0,3,0.053,0,0,0,9.690225,0,1,0,0,1,0,0
1,11.0,1.0,10,8.0,,,1.0,2.0,33,6.0,0,1,0,3,0.047,0,3,3,,0,0,1,0,0,0,0
1,6.0,2.0,12,8.0,2.0,2.0,2.0,2.0,31,1.0,0,0,0,3,0.054,0,2,0,,0,1,0,0,0,0,0
1,0.0,1.0,6,8.0,,,2.0,2.0,32,7.0,0,1,0,3,0.047,0,3,4,8.66144551101073,0,0,1,0,0,0,0
1,6.0,1.0,8,8.0,,,2.0,2.0,37,4.0,0,1,0,3,0.04,0,0,4,,0,0,1,0,0,0,0
1,3.0,1.0,12,8.0,,,2.0,2.0,29,1.0,0,0,0,3,0.049,0,1,2,11.150149532710282,0,0,1,0,0,0,1
1,13.0,2.0,4,5.0,,,2.0,2.0,24,0.0,1,0,0,3,0.059,0,1,0,15.781296296296297,1,0,0,0,0,0,1
1,2.0,1.0,6,8.0,2.0,2.0,2.0,2.0,33,2.0,0,0,0,3,0.045,0,1,1,13.331806748466258,0,0,1,0,0,0,0
1,9.0,1.0,36,8.0,1.0,1.0,2.0,2.0,32,0.0,0,0,0,3,0.058,1,0,1,14.085785123966945,1,0,0,1,0,0,1
1,0.0,1.0,5,8.0,,,2.0,2.0,48,6.0,0,1,0,3,0.047,0,4,1,2.887148503670243,0,0,1,0,0,0,0
1,12.0,2.0,222,8.0,1.0,1.0,1.0,2.0,21,0.0,0,0,0,3,0.075,1,1,1,33.218185755534165,1,0,0,1,0,0,1
1,9.0,1.0,42,8.0,,,2.0,2.0,25,1.0,0,1,0,3,0.042,0,1,0,,0,0,1,0,0,0,1
1,7.0,1.0,18,8.0,,,2.0,1.0,32,3.0,0,2,0,3,0.047,0,3,0,11.548594014680972,0,0,1,0,0,0,1
1,6.0,1.0,78,8.0,2.0,1.0,1.0,1.0,24,2.0,0,1,0,3,0.054,1,1,1,8.554488527724667,0,1,0,0,1,0,1
1,9.0,2.0,120,8.0,1.0,1.0,1.0,1.0,37,0.0,0,1,0,3,0.075,1,1,1,14.577733428367782,0,1,0,0,1,0,1
1,9.0,2.0,126,8.0,1.0,2.0,2.0,2.0,18,0.0,0,0,0,3,0.075,0,1,0,31.797681040627225,0,1,0,0,0,0,1
1,1.0,2.0,390,8.0,1.0,2.0,2.0,2.0,24,0.0,0,0,0,3,0.049,0,0,0,17.461109536082475,1,0,0,0,0,0,1
2,3.0,1.0,138,8.0,1.0,1.0,2.0,1.0,25,2.0,0,1,0,3,0.068,1,1,2,9.38535242290749,0,1,0,0,1,0,1
1,9.0,1.0,6,3.0,,,2.0,2.0,36,2.0,0,2,0,3,0.058,0,2,0,9.947743190661479,0,0,1,0,0,0,1
1,4.0,1.0,186,8.0,,,2.0,1.0,28,0.0,0,0,0,3,0.062,0,1,0,25.65572007042254,0,1,0,0,0,0,1
1,3.0,1.0,12,8.0,,,2.0,2.0,34,5.0,0,1,1,4,0.097,0,2,3,3.973943005181347,1,0,0,0,0,0,1
1,9.0,1.0,11,8.0,1.0,2.0,1.0,,33,2.0,0,1,0,4,0.047,0,2,0,15.879316770186337,0,0,1,0,0,0,0
1,6.0,1.0,6,8.0,2.0,1.0,2.0,2.0,29,2.0,0,1,1,4,0.047,0,1,1,7.939658385093169,0,0,1,0,0,1,0
1,5.0,1.0,6,8.0,2.0,2.0,2.0,2.0,41,5.0,0,1,0,4,0.042,0,3,3,,0,0,1,0,0,0,0
1,9.0,1.0,24,8.0,,,2.0,2.0,25,1.0,0,1,0,4,0.042,0,2,0,,0,0,1,0,0,0,0
1,0.0,1.0,5,3.0,,,2.0,1.0,48,2.0,1,1,1,4,0.055,0,1,0,12.96654268808115,0,1,0,0,0,0,0
1,9.0,1.0,16,8.0,,,2.0,2.0,28,3.0,0,0,0,4,0.04,0,2,1,8.907909407665505,0,0,1,0,0,0,0
1,1.0,1.0,8,8.0,2.0,1.0,2.0,2.0,25,1.0,0,1,0,4,0.049,0,2,3,,1,0,0,1,0,0,0
1,9.0,1.0,42,8.0,2.0,1.0,2.0,2.0,36,5.0,0,1,0,4,0.042,0,2,3,,0,0,1,0,0,1,1
1,2.0,1.0,24,8.0,,,,,33,6.0,1,1,0,4,0.085,0,2,1,,1,0,0,0,0,0,0
1,7.0,1.0,18,8.0,1.0,2.0,2.0,2.0,20,1.0,0,1,0,4,0.056,0,1,2,,0,1,0,0,0,0,1
1,7.0,1.0,18,8.0,,,2.0,2.0,49,0.0,1,1,0,4,0.047,0,0,0,,0,0,1,0,0,0,0
1,9.0,2.0,48,8.0,2.0,1.0,1.0,1.0,18,0.0,0,0,0,4,0.075,0,1,1,,0,1,0,0,1,0,0
1,9.0,1.0,12,8.0,1.0,2.0,2.0,2.0,25,2.0,0,0,0,1,0.056,0,1,2,9.780298393267024,0,1,0,0,0,0,0
1,2.0,1.0,258,8.0,2.0,2.0,2.0,2.0,27,0.0,0,1,0,1,0.076,1,2,1,19.68755775577558,1,0,0,0,0,0,1
1,0.0,1.0,36,8.0,1.0,1.0,2.0,2.0,41,8.0,0,0,0,1,0.076,0,0,9,,1,0,0,1,0,0,1
1,0.0,1.0,17,8.0,2.0,1.0,2.0,2.0,40,7.0,0,0,0,1,0.097,0,1,0,13.246476683937825,1,0,0,1,0,0,0
1,9.0,2.0,36,8.0,1.0,1.0,2.0,2.0,18,0.0,0,0,0,1,0.053,0,2,1,,0,1,0,0,1,0,1
1,1.0,1.0,12,6.0,1.0,1.0,2.0,2.0,42,0.0,0,0,0,1,0.077,0,0,1,15.725826010544818,1,0,0,1,0,0,1
1,10.0,1.0,12,,2.0,2.0,2.0,2.0,32,2.0,0,0,0,1,0.045,0,3,1,,0,0,1,0,0,0,1
1,0.0,1.0,12,8.0,,,2.0,2.0,41,4.0,0,2,0,1,0.096,0,1,1,,1,0,0,0,0,0,0
1,2.0,1.0,7,8.0,,,2.0,2.0,49,3.0,0,1,0,1,0.04,0,1,2,,0,0,1,0,0,0,0
1,,1.0,3,5.0,,,2.0,2.0,37,1.0,0,0,0,1,0.097,0,0,1,11.789364248704665,1,0,0,0,0,0,0
1,0.0,2.0,12,8.0,1.0,2.0,2.0,1.0,17,0.0,0,0,0,1,0.072,0,1,1,,1,0,0,0,0,0,1
1,15.0,1.0,258,1.0,,,2.0,1.0,23,2.0,0,1,0,1,0.076,0,1,4,19.68755775577558,1,0,0,0,0,0,1
1,12.0,2.0,12,8.0,1.0,2.0,2.0,2.0,19,0.0,0,0,0,1,0.049,0,0,1,4.778635514018692,0,0,1,0,0,0,0
1,9.0,1.0,7,8.0,,,2.0,2.0,28,3.0,0,1,0,1,0.045,0,2,1,,0,0,1,0,0,0,0
1,11.0,1.0,36,8.0,1.0,1.0,2.0,2.0,26,1.0,0,0,0,1,0.069,0,2,1,5.307757785467128,0,1,0,0,1,0,0
1,12.0,1.0,12,8.0,1.0,1.0,2.0,2.0,51,3.0,0,1,1,1,0.047,0,2,1,8.66144551101073,0,0,1,0,0,1,0
1,9.0,2.0,4,8.0,2.0,2.0,1.0,1.0,18,0.0,0,0,0,1,0.068,0,1,0,,0,1,0,0,0,0,1
1,6.0,1.0,3,8.0,,,2.0,2.0,26,2.0,0,0,0,1,0.069,0,2,2,9.200113494809688,0,1,0,0,0,0,0
1,6.0,2.0,24,8.0,2.0,1.0,2.0,2.0,20,0.0,0,0,0,1,0.055,0,1,1,,0,1,0,0,1,0,0
1,3.0,1.0,36,8.0,2.0,1.0,2.0,2.0,48,3.0,0,1,0,1,0.075,0,0,0,,0,1,0,0,1,0,1
1,9.0,1.0,24,8.0,2.0,1.0,2.0,2.0,25,1.0,0,0,0,4,0.056,0,1,1,8.3876968503937,0,1,0,0,1,0,0
1,9.0,2.0,150,8.0,,,1.0,2.0,19,0.0,0,0,0,4,0.056,0,1,1,29.340895179801073,0,1,0,0,0,0,1
1,10.0,1.0,30,8.0,,,2.0,2.0,31,2.0,0,1,0,4,0.04,0,1,1,13.361864111498258,0,0,1,0,0,0,1
1,5.0,1.0,18,8.0,,,2.0,2.0,50,7.0,0,1,1,4,0.097,0,1,2,,1,0,0,0,0,0,0
1,0.0,1.0,114,8.0,2.0,1.0,2.0,2.0,34,5.0,0,1,0,4,0.069,0,1,3,21.231031141868513,0,1,0,0,1,0,1
1,12.0,1.0,7,8.0,2.0,1.0,2.0,2.0,35,2.0,1,1,1,4,0.04,0,1,1,5.9386062717770045,0,0,1,0,0,1,0
1,12.0,2.0,30,8.0,1.0,2.0,2.0,2.0,23,0.0,0,0,0,4,0.04,0,0,1,,0,0,1,0,0,0,0
1,12.0,1.0,4,8.0,,,2.0,2.0,23,1.0,0,1,0,4,0.042,0,1,1,2.3018337334933974,0,0,1,0,0,0,1
1,12.0,1.0,4,8.0,2.0,1.0,2.0,2.0,32,2.0,0,1,0,2,0.054,0,1,1,16.294263862332695,0,1,0,0,1,0,0
1,9.0,1.0,36,8.0,1.0,2.0,2.0,2.0,36,3.0,0,1,0,2,0.042,0,1,0,,0,0,1,0,0,0,1
1,4.0,1.0,6,4.0,2.0,1.0,2.0,2.0,39,3.0,0,2,0,2,0.042,0,3,1,12.276446578631454,0,0,1,0,0,1,0
1,9.0,1.0,30,8.0,2.0,1.0,2.0,2.0,32,3.0,0,1,0,2,0.04,0,1,2,6.680932055749129,0,0,1,0,0,1,1
1,13.0,1.0,12,8.0,1.0,1.0,2.0,2.0,37,2.0,0,1,0,2,0.075,1,0,2,,0,1,0,0,1,0,1
1,12.0,1.0,9,8.0,,,2.0,2.0,29,3.0,0,1,0,2,0.075,0,1,2,7.288866714183891,0,1,0,0,0,0,0
1,6.0,1.0,186,8.0,2.0,,2.0,2.0,24,6.0,0,0,0,2,0.062,0,4,3,,0,1,0,0,0,0,1
1,6.0,1.0,36,8.0,,,2.0,2.0,26,1.0,0,0,0,2,0.042,1,0,1,11.509168667466987,0,0,1,0,0,0,0
1,6.0,2.0,14,8.0,2.0,2.0,2.0,2.0,35,0.0,0,1,0,2,0.071,0,2,1,9.307900485436893,1,0,0,0,0,0,0
1,12.0,1.0,48,8.0,2.0,1.0,2.0,1.0,26,1.0,0,1,0,2,0.045,0,0,2,14.116030674846625,0,0,1,0,0,1,0
1,11.0,2.0,6,8.0,2.0,2.0,2.0,2.0,20,0.0,0,0,0,2,0.068,0,2,1,7.508281938325992,0,1,0,0,0,0,1
1,2.0,1.0,72,4.0,,,2.0,2.0,37,3.0,1,0,0,2,0.055,0,1,1,15.127633136094676,0,1,0,0,0,0,1
1,9.0,1.0,18,5.0,,,2.0,2.0,46,2.0,0,1,0,2,0.047,0,1,2,10.105019762845851,0,0,1,0,0,0,1
1,7.0,1.0,12,8.0,2.0,1.0,2.0,2.0,26,2.0,0,1,0,2,0.042,0,2,1,9.20733493397359,0,0,1,0,0,1,0
1,12.0,1.0,6,5.0,2.0,1.0,2.0,2.0,23,1.0,0,1,0,2,0.054,0,2,0,8.147131931166347,0,1,0,0,1,0,0
1,10.0,1.0,36,8.0,2.0,2.0,2.0,2.0,35,3.0,0,0,0,2,0.042,0,2,1,,0,0,1,0,0,0,0
1,9.0,1.0,11,8.0,,,1.0,1.0,34,3.0,0,1,1,2,0.049,0,0,3,,0,0,1,0,0,0,0
1,9.0,1.0,6,1.0,,,2.0,2.0,42,1.0,1,1,1,2,0.058,0,0,1,14.21106170094497,0,0,1,0,0,0,1
1,17.0,1.0,12,5.0,2.0,2.0,2.0,2.0,37,2.0,0,1,1,2,0.042,1,2,0,,0,0,1,0,0,0,1
1,6.0,1.0,6,8.0,,,2.0,2.0,46,1.0,0,1,0,2,0.058,0,0,2,,0,0,1,0,0,0,1
1,6.0,1.0,6,8.0,2.0,1.0,2.0,2.0,48,0.0,0,1,1,2,0.058,0,0,1,,0,0,1,0,0,1,1
1,9.0,1.0,12,8.0,,,2.0,2.0,24,2.0,0,1,0,2,0.045,0,1,1,9.410687116564418,0,0,1,0,0,0,0
1,9.0,1.0,30,8.0,,,2.0,2.0,27,2.0,0,0,0,2,0.04,0,0,2,11.877212543554009,0,0,1,0,0,0,1
1,10.0,1.0,72,8.0,2.0,1.0,2.0,2.0,29,3.0,0,1,0,2,0.061,0,3,0,8.625404858299596,0,1,0,0,1,0,0
1,3.0,1.0,2,4.0,,,2.0,2.0,48,3.0,0,1,0,2,0.053,0,0,0,2.4741000000000004,0,1,0,0,0,0,0
1,6.0,1.0,12,1.0,,,2.0,2.0,43,5.0,0,1,1,2,0.069,0,1,1,,0,1,0,0,0,0,0
1,6.0,1.0,24,8.0,1.0,2.0,2.0,2.0,28,3.0,0,1,1,2,0.04,0,2,1,14.846515679442511,0,0,1,0,0,0,1
1,9.0,1.0,144,4.0,,,2.0,2.0,24,1.0,0,1,0,2,0.056,0,1,0,23.47271614384086,0,1,0,0,0,0,0
1,17.0,1.0,6,8.0,,,2.0,2.0,30,1.0,0,1,0,2,0.058,0,1,0,17.763827126181212,0,0,1,0,0,0,0
1,9.0,2.0,30,8.0,,,2.0,2.0,41,4.0,0,1,0,2,0.04,0,0,4,,0,0,1,0,0,0,1
1,9.0,1.0,12,8.0,1.0,2.0,2.0,2.0,39,2.0,0,1,0,2,0.042,0,1,1,9.974612845138056,0,0,1,0,0,0,1
1,6.0,1.0,3,8.0,2.0,1.0,2.0,2.0,24,1.0,0,0,0,2,0.075,0,2,1,2.4606063522617903,1,0,0,1,0,0,1
1,9.0,1.0,24,4.0,,,2.0,2.0,29,1.0,0,1,1,2,0.049,0,1,1,,0,0,1,0,0,0,1
1,9.0,1.0,66,8.0,2.0,1.0,2.0,2.0,40,3.0,0,1,1,2,0.049,0,1,2,,0,0,1,0,0,1,1
1,6.0,1.0,114,8.0,2.0,1.0,2.0,2.0,25,4.0,0,1,0,2,0.069,0,0,3,,0,1,0,0,1,0,1
1,9.0,2.0,12,3.0,2.0,1.0,2.0,2.0,20,0.0,0,0,0,2,0.056,0,2,1,,0,1,0,0,1,0,0
1,6.0,2.0,36,8.0,2.0,1.0,2.0,2.0,17,0.0,1,0,0,2,0.049,0,2,1,20.153141891891895,1,0,0,1,0,0,0
1,9.0,1.0,30,8.0,1.0,2.0,2.0,2.0,25,2.0,0,1,0,2,0.04,0,1,1,,0,0,1,0,0,0,1
1,9.0,2.0,24,8.0,2.0,1.0,2.0,2.0,17,0.0,0,0,0,3,0.045,0,0,0,4.705343558282209,0,0,1,0,0,1,0
1,9.0,1.0,36,8.0,,,2.0,1.0,26,3.0,0,1,0,3,0.045,0,2,0,,0,0,1,0,0,0,0
1,9.0,1.0,3,4.0,2.0,1.0,,,30,4.0,0,1,0,3,0.04,0,2,1,,0,0,1,0,0,1,0
1,12.0,1.0,24,8.0,1.0,1.0,2.0,2.0,29,3.0,0,1,0,3,0.042,0,2,1,,0,0,1,0,0,1,0
1,6.0,1.0,12,8.0,,,2.0,2.0,26,2.0,1,1,0,3,0.045,0,1,2,10.979134969325154,0,0,1,0,0,0,0
1,6.0,1.0,13,8.0,,,2.0,2.0,34,1.0,0,1,0,3,0.058,0,1,0,14.21106170094497,0,0,1,0,0,0,0
1,10.0,1.0,24,8.0,2.0,2.0,2.0,2.0,26,2.0,0,0,1,3,0.047,0,2,0,,0,0,1,0,0,0,0
1,12.0,1.0,6,4.0,,,2.0,2.0,34,0.0,0,1,1,3,0.058,0,0,0,11.368849360755975,0,0,1,0,0,0,0
1,9.0,1.0,24,4.0,1.0,1.0,2.0,2.0,28,1.0,0,1,0,3,0.047,0,0,1,15.879316770186337,0,0,1,0,0,1,0
1,7.0,1.0,8,4.0,2.0,1.0,2.0,2.0,33,2.0,1,1,0,3,0.045,0,2,1,9.724376687116566,0,0,1,0,0,1,0
1,9.0,1.0,5,4.0,,,2.0,2.0,26,1.0,0,1,0,3,0.047,0,0,1,14.435742518351216,0,0,1,0,0,0,0
1,12.0,1.0,12,4.0,,,2.0,2.0,24,2.0,0,0,0,3,0.061,0,2,0,11.213026315789476,0,1,0,0,0,0,0
1,10.0,1.0,6,4.0,1.0,1.0,2.0,2.0,30,3.0,1,1,0,3,0.058,0,0,3,11.368849360755975,0,0,1,0,0,1,1
1,6.0,1.0,6,8.0,2.0,1.0,2.0,2.0,48,0.0,1,1,0,3,0.058,0,0,1,9.663521956642578,0,0,1,0,0,1,1
1,6.0,1.0,6,8.0,,,1.0,2.0,25,1.0,0,1,0,3,0.058,0,0,1,17.053274041133964,0,0,1,0,0,0,1
1,9.0,1.0,2,8.0,,,2.0,2.0,40,10.0,0,1,0,3,0.042,0,4,6,12.276446578631454,0,0,1,0,0,0,1
1,9.0,1.0,6,8.0,,,1.0,2.0,24,1.0,0,0,0,3,0.058,0,0,1,9.23719010561423,0,0,1,0,0,0,0
1,17.0,1.0,6,8.0,1.0,1.0,2.0,2.0,41,5.0,1,2,1,3,0.049,0,4,1,12.743028037383178,0,0,1,0,0,1,0
1,6.0,1.0,36,3.0,,,2.0,2.0,45,3.0,0,1,0,3,0.045,0,2,1,15.684478527607363,0,0,1,0,0,0,1
1,6.0,1.0,3,3.0,1.0,1.0,2.0,2.0,29,0.0,3,1,1,3,0.075,0,1,0,12.75551674982181,0,1,0,0,1,0,0
1,5.0,1.0,24,4.0,1.0,1.0,2.0,2.0,50,4.0,1,1,0,3,0.04,1,4,2,8.907909407665505,0,0,1,0,0,1,0
1,6.0,1.0,12,8.0,2.0,2.0,2.0,2.0,38,0.0,0,1,0,3,0.071,0,1,0,7.593772277227723,1,0,0,0,0,0,0
1,12.0,1.0,12,8.0,2.0,2.0,2.0,2.0,31,3.0,0,1,0,3,0.04,0,0,3,8.165583623693381,0,0,1,0,0,0,0
1,6.0,1.0,8,8.0,2.0,2.0,2.0,2.0,19,0.0,0,1,0,3,0.075,0,1,2,7.288866714183891,0,1,0,0,0,0,1
1,10.0,1.0,18,8.0,,,2.0,2.0,29,2.0,1,2,0,3,0.06,0,1,1,11.810241847826086,0,0,1,0,0,0,0
1,10.0,1.0,6,3.0,,,2.0,2.0,28,1.0,0,2,0,3,0.055,0,1,0,17.594182106934888,0,0,1,0,0,0,0
1,6.0,1.0,6,8.0,,,2.0,2.0,31,1.0,1,2,0,3,0.055,0,0,1,13.53398623610376,0,0,1,0,0,0,0
1,7.0,1.0,18,8.0,,,2.0,2.0,43,2.0,2,2,0,3,0.06,0,2,0,15.283842391304349,0,0,1,0,0,0,1
