birth_cohort,education,labor_exp_age45,first_migration_age,total_trips,legal_status,latest_us_occupation,accumulated_us_experience,mean_proportion_low_income,label
1968,6.0,19.583333333333332,20.0,2,WD,Other,19.0,0.32827183322724396,undetermined
1921,2.0,34.0,38.0,2,WD,Agrarian,48.0,0.32827183322724396,no_movement
1961,6.0,25.0,18.0,1,WD,Other,36.0,0.32827183322724396,undetermined
1928,0.0,35.25,16.0,3,WD,Manual,99.0,0.32827183322724396,no_movement
1952,6.0,30.5,38.0,1,WD,Manual,18.0,0.32827183322724396,upward
1968,11.0,18.0,22.0,2,WD,Manual,12.0,0.32827183322724396,undetermined
1956,6.0,32.333333333333336,25.0,3,WD,Other,34.0,0.32827183322724396,undetermined
1940,1.0,37.0,37.0,1,WD,Other,12.0,0.32827183322724396,no_movement
1945,6.0,30.5,28.0,2,WD,Manual,90.0,0.32827183322724396,no_movement
1946,2.0,33.083333333333336,31.0,2,WD,Other,73.0,0.32827183322724396,no_movement
1953,6.0,36.0,24.0,1,WD,Agrarian,168.0,0.32827183322724396,upward
1960,12.0,25.0,15.0,1,WD,Manual,36.0,0.32827183322724396,undetermined
1940,1.0,37.583333333333336,27.0,4,WD,Agrarian,55.0,0.32827183322724396,no_movement
1933,3.0,33.333333333333336,22.0,4,WD,Manual,16.0,0.32827183322724396,no_movement
1940,0.0,34.0,25.0,2,WOD,Other,384.0,0.32827183322724396,no_movement
1926,0.0,37.0,53.0,1,WD,Agrarian,12.0,0.32827183322724396,no_movement
1951,6.0,34.0,22.0,1,WD,Manual,12.0,0.32827183322724396,upward
1947,18.0,28.0,28.0,1,WD,Manual,12.0,0.32827183322724396,upward
1938,6.0,30.0,21.0,2,WD,Agrarian,24.0,0.32827183322724396,no_movement
1942,6.0,34.0,25.0,1,WOD,Manual,132.0,0.32827183322724396,upward
1952,4.0,33.0,22.0,2,WD,Manual,48.0,0.32827183322724396,no_movement
1937,3.0,30.0,29.0,2,WOD,Manual,396.0,0.32827183322724396,upward
1962,9.0,20.0,18.0,2,WOD,Manual,192.0,0.32827183322724396,undetermined
1961,6.0,26.0,19.0,1,WD,Other,12.0,0.32827183322724396,undetermined
1966,6.0,19.0,27.0,1,WD,Other,12.0,0.32827183322724396,undetermined
1940,6.0,31.0,27.0,2,WOD,Other,36.0,0.32827183322724396,no_movement
1941,0.0,38.0,28.0,1,WD,Other,12.0,0.32827183322724396,no_movement
1949,4.0,31.0,30.0,1,WD,Other,12.0,0.32827183322724396,no_movement
1960,12.0,17.5,30.0,2,WOD,Manual,24.0,0.32827183322724396,undetermined
1937,0.0,37.0,34.0,1,WD,Agrarian,12.0,0.32827183322724396,upward
1951,6.0,30.5,22.0,4,WOD,Manual,144.0,0.32827183322724396,no_movement
1931,2.0,34.0,21.0,3,WOD,Agrarian,84.0,0.32827183322724396,no_movement
1944,6.0,31.0,35.0,2,WD,Manual,252.0,0.32827183322724396,no_movement
1928,2.0,25.5,24.0,9,WOD,Agrarian,18.0,0.32827183322724396,no_movement
1969,9.0,16.5,29.0,1,WOD,Agrarian,12.0,0.32827183322724396,undetermined
1970,8.0,15.0,17.0,1,WOD,Manual,36.0,0.32827183322724396,undetermined
1929,3.0,36.0,31.0,1,WOD,Agrarian,12.0,0.32827183322724396,no_movement
1932,0.0,39.75,19.0,2,WOD,Agrarian,9.0,0.32827183322724396,no_movement
1958,4.0,30.0,21.0,1,WD,Manual,12.0,0.32827183322724396,undetermined
1953,6.0,33.0,19.0,2,WD,Manual,48.0,0.32827183322724396,no_movement
1948,1.0,33.25,31.0,3,WD,Manual,39.0,0.32827183322724396,no_movement
1925,1.0,31.583333333333332,17.0,4,WD,Manual,14.0,0.32827183322724396,no_movement
1935,1.0,36.75,22.0,2,WOD,Agrarian,9.0,0.32827183322724396,no_movement
1945,1.0,35.166666666666664,41.0,1,WD,Manual,8.0,0.32827183322724396,no_movement
1935,6.0,26.0,20.0,2,WD,Manual,72.0,0.32827183322724396,no_movement
1955,1.0,25.0,30.0,1,WD,Manual,48.0,0.32827183322724396,undetermined
1964,6.0,22.0,26.0,1,WD,Other,24.0,0.32827183322724396,undetermined
1960,6.0,28.0,17.0,2,WOD,Manual,108.0,0.32827183322724396,undetermined
1964,6.0,29.0,20.0,2,WOD,Manual,204.0,0.32827183322724396,undetermined
1977,4.0,8.5,11.0,2,WD,Manual,30.0,0.32827183322724396,undetermined
1968,6.0,24.5,17.0,2,WOD,Other,66.0,0.32827183322724396,undetermined
1958,9.0,36.0,20.0,1,WOD,Manual,276.0,0.32827183322724396,undetermined
1972,12.0,10.0,20.0,1,WD,Manual,108.0,0.32827183322724396,undetermined
1969,6.0,20.0,18.0,1,WOD,Other,168.0,0.32827183322724396,undetermined
1963,14.0,16.0,22.0,1,WD,Other,192.0,0.32827183322724396,undetermined
1946,6.0,38.0,18.0,2,WD,Manual,264.0,0.32827183322724396,upward
1957,6.0,31.5,22.0,2,WOD,Manual,198.0,0.32827183322724396,undetermined
1974,0.0,12.0,15.0,1,WD,Other,132.0,0.32827183322724396,undetermined
1979,6.0,10.0,19.0,1,WD,Manual,36.0,0.32827183322724396,undetermined
1936,3.0,30.25,38.0,2,WD,Agrarian,15.0,0.233556588533269,no_movement
1930,4.0,32.0,51.0,2,WOD,Other,228.0,0.233556588533269,no_movement
1931,1.0,29.333333333333332,25.0,4,WD,Manual,100.0,0.233556588533269,no_movement
1957,0.0,28.083333333333332,23.0,1,WD,Agrarian,7.0,0.233556588533269,undetermined
1965,3.0,22.5,22.0,2,WD,Manual,18.0,0.233556588533269,undetermined
1967,6.0,18.5,29.0,1,WD,Manual,36.0,0.233556588533269,undetermined
1954,4.0,32.75,21.0,2,WD,Manual,24.0,0.233556588533269,no_movement
1972,5.0,13.0,26.0,1,WD,Agrarian,24.0,0.233556588533269,undetermined
1966,3.0,19.5,19.0,3,WD,Manual,60.0,0.233556588533269,undetermined
1941,3.0,27.0,30.0,3,WD,Agrarian,60.0,0.233556588533269,no_movement
1971,5.0,20.166666666666668,22.0,2,WD,Manual,20.0,0.233556588533269,undetermined
1942,2.0,30.166666666666668,21.0,1,WOD,Agrarian,2.0,0.233556588533269,no_movement
1927,6.0,28.0,25.0,12,WOD,Agrarian,24.0,0.233556588533269,no_movement
1966,6.0,18.0,23.0,4,WD,Manual,66.0,0.233556588533269,undetermined
1971,9.0,18.0,19.0,3,WD,Other,54.0,0.233556588533269,undetermined
1932,3.0,23.0,23.0,3,WOD,Agrarian,24.0,0.233556588533269,no_movement
1940,6.0,28.5,17.0,4,WD,Manual,18.0,0.233556588533269,no_movement
1976,9.0,10.0,16.0,1,WD,Manual,96.0,0.233556588533269,undetermined
1956,3.0,34.0,19.0,1,WD,Other,300.0,0.233556588533269,undetermined
1970,0.0,18.833333333333332,28.0,1,WD,Other,4.0,0.233556588533269,undetermined
1971,3.0,15.583333333333334,24.0,3,WD,Manual,25.0,0.233556588533269,undetermined
1947,4.0,32.0,39.0,1,WD,Manual,12.0,0.233556588533269,upward
1955,6.0,33.0,20.0,1,WD,Manual,12.0,0.233556588533269,undetermined
1953,6.0,26.0,24.0,2,WOD,Agrarian,108.0,0.233556588533269,no_movement
1967,9.0,21.0,25.0,2,WOD,Agrarian,24.0,0.233556588533269,undetermined
1958,6.0,28.0,22.0,2,WOD,Agrarian,24.0,0.233556588533269,undetermined
1955,6.0,33.0,28.0,2,WOD,Manual,84.0,0.233556588533269,undetermined
1965,6.0,19.0,30.0,1,WD,Manual,12.0,0.233556588533269,undetermined
1939,3.0,34.0,23.0,2,WD,Agrarian,24.0,0.233556588533269,no_movement
1971,9.0,12.5,17.0,2,WD,Manual,24.0,0.233556588533269,undetermined
1953,4.0,39.0,25.0,2,WD,Agrarian,24.0,0.233556588533269,no_movement
1972,1.0,14.0,26.0,1,WD,Other,24.0,0.233556588533269,undetermined
1925,2.0,34.0,32.0,2,WOD,Agrarian,24.0,0.233556588533269,no_movement
1926,2.0,34.0,20.0,2,WD,Agrarian,24.0,0.233556588533269,no_movement
1959,4.0,24.5,21.0,1,WD,Agrarian,6.0,0.233556588533269,undetermined
1934,2.0,36.0,35.0,2,WOD,Manual,24.0,0.233556588533269,upward
1957,3.0,30.5,41.0,1,WD,Agrarian,12.0,0.233556588533269,undetermined
1931,3.0,36.166666666666664,29.0,2,WOD,Agrarian,2.0,0.233556588533269,no_movement
1953,6.0,32.0,17.0,2,WD,Other,24.0,0.233556588533269,upward
1959,6.0,27.0,22.0,1,WD,Manual,12.0,0.233556588533269,undetermined
1951,6.0,34.0,28.0,1,WOD,Manual,252.0,0.233556588533269,no_movement
1970,4.0,21.5,18.0,2,WD,Manual,126.0,0.233556588533269,undetermined
1961,6.0,24.5,24.0,2,WD,Other,24.0,0.233556588533269,undetermined
1970,6.0,12.75,16.0,4,WD,Manual,126.0,0.233556588533269,undetermined
1927,3.0,30.583333333333332,28.0,5,WOD,Agrarian,11.0,0.233556588533269,no_movement
1950,6.0,21.0,28.0,1,WD,Manual,24.0,0.233556588533269,upward
1949,2.0,30.333333333333332,26.0,4,WOD,Other,184.0,0.233556588533269,no_movement
1932,6.0,29.0,16.0,4,WOD,Agrarian,12.0,0.233556588533269,no_movement
1965,6.0,19.0,18.0,5,WD,Manual,60.0,0.233556588533269,undetermined
1969,9.0,12.0,23.0,4,WOD,Agrarian,24.0,0.233556588533269,undetermined
1960,6.0,15.583333333333334,23.0,9,WOD,Manual,52.0,0.233556588533269,undetermined
1963,6.0,18.166666666666668,21.0,5,WD,Agrarian,33.0,0.233556588533269,undetermined
1947,4.0,29.5,28.0,3,WD,Agrarian,18.0,0.233556588533269,no_movement
1944,3.0,30.75,20.0,3,WD,Agrarian,21.0,0.233556588533269,no_movement
1945,6.0,32.583333333333336,36.0,2,WD,Manual,19.0,0.233556588533269,no_movement
1972,9.0,13.666666666666666,19.0,1,WD,Other,8.0,0.233556588533269,undetermined
1963,2.0,26.5,36.0,1,WD,Other,6.0,0.233556588533269,undetermined
1965,9.0,9.5,18.0,9,WD,Other,66.0,0.233556588533269,undetermined
1978,6.0,6.0,20.0,1,WD,Manual,36.0,0.233556588533269,undetermined
1967,6.0,21.0,31.0,1,WD,Manual,36.0,0.233556588533269,undetermined
1978,11.0,9.0,19.0,2,WD,Other,48.0,0.233556588533269,undetermined
1970,6.0,19.0,27.0,2,WD,Manual,36.0,0.233556588533269,undetermined
1975,8.0,11.0,16.0,5,WD,Manual,108.0,0.233556588533269,undetermined
1965,6.0,20.0,16.0,2,WOD,Manual,228.0,0.233556588533269,undetermined
1970,11.0,13.5,17.0,2,WOD,Other,42.0,0.503388823580198,undetermined
1931,3.0,29.5,20.0,2,WD,Agrarian,18.0,0.503388823580198,no_movement
1943,6.0,32.0,27.0,8,WOD,Other,180.0,0.503388823580198,upward
1972,11.0,10.5,18.0,1,WD,Other,6.0,0.503388823580198,undetermined
1974,12.0,18.0,20.0,1,WOD,Agrarian,12.0,0.503388823580198,undetermined
1949,9.0,22.5,27.0,1,WD,Other,6.0,0.503388823580198,downward
1950,12.0,36.0,40.0,1,WOD,Other,120.0,0.503388823580198,upward
1959,9.0,24.0,18.0,1,WD,Manual,12.0,0.503388823580198,undetermined
1966,12.0,15.0,19.0,1,WD,Manual,48.0,0.503388823580198,undetermined
1930,3.0,34.5,25.0,2,WD,Agrarian,6.0,0.503388823580198,upward
1949,9.0,26.333333333333332,40.0,1,WD,Manual,4.0,0.503388823580198,no_movement
1949,6.0,27.0,21.0,2,WOD,Manual,48.0,0.503388823580198,downward
1966,8.0,16.083333333333332,31.0,1,WOD,Other,7.0,0.503388823580198,undetermined
1966,3.0,17.75,20.0,4,WOD,Agrarian,36.0,0.503388823580198,undetermined
1954,3.0,38.0,15.0,1,WD,Manual,180.0,0.503388823580198,downward
1963,9.0,24.5,32.0,2,WD,Manual,24.0,0.503388823580198,undetermined
1942,12.0,25.0,53.0,1,WOD,Other,4.0,0.503388823580198,no_movement
1953,7.0,32.0,32.0,1,WOD,Manual,72.0,0.503388823580198,upward
1931,1.0,36.083333333333336,20.0,3,WOD,Agrarian,7.0,0.503388823580198,upward
1927,2.0,31.0,33.0,1,WD,Manual,264.0,0.503388823580198,upward
1966,9.0,15.0,30.0,1,WOD,Other,48.0,0.503388823580198,undetermined
1938,6.0,30.0,51.0,1,WD,Other,12.0,0.503388823580198,no_movement
1944,6.0,28.0,21.0,2,WOD,Other,27.0,0.503388823580198,no_movement
1933,3.0,36.0,38.0,1,WOD,Manual,12.0,0.503388823580198,downward
1968,12.0,13.0,27.0,1,WD,Manual,12.0,0.503388823580198,undetermined
1969,11.0,16.0,21.0,1,WD,Manual,24.0,0.503388823580198,undetermined
1922,3.0,34.0,51.0,1,WOD,Other,24.0,0.503388823580198,no_movement
1967,12.0,17.0,21.0,1,WOD,Other,24.0,0.503388823580198,undetermined
1970,17.0,9.5,20.0,1,WOD,Other,12.0,0.503388823580198,undetermined
1958,17.0,15.0,32.0,1,WOD,Other,24.0,0.503388823580198,undetermined
1941,17.0,19.0,29.0,1,WOD,Other,12.0,0.503388823580198,undetermined
1934,6.0,34.0,20.0,2,WOD,Agrarian,36.0,0.503388823580198,downward
1921,1.0,41.0,31.0,1,WD,Manual,12.0,0.503388823580198,no_movement
1951,12.0,34.0,34.0,1,WD,Manual,12.0,0.503388823580198,no_movement
1968,9.0,12.0,20.0,1,WD,Manual,144.0,0.503388823580198,undetermined
1956,9.0,23.833333333333332,33.0,4,WD,Manual,46.0,0.503388823580198,undetermined
1932,16.0,40.0,26.0,1,WD,Manual,372.0,0.503388823580198,downward
1956,17.0,26.5,17.0,1,WOD,Manual,30.0,0.503388823580198,undetermined
1975,12.0,6.083333333333333,23.0,2,WOD,Other,9.0,0.503388823580198,undetermined
1933,24.0,20.0,42.0,1,WOD,Other,60.0,0.503388823580198,undetermined
1934,0.0,32.0,47.0,1,WD,Manual,10.0,0.503388823580198,no_movement
1942,6.0,27.0,26.0,1,WOD,Other,24.0,0.503388823580198,downward
1930,6.0,31.0,67.0,1,WOD,Other,24.0,0.503388823580198,no_movement
1941,6.0,28.75,21.0,1,WOD,Agrarian,3.0,0.503388823580198,no_movement
1957,16.0,23.25,28.0,1,WOD,Manual,3.0,0.503388823580198,undetermined
1964,12.0,15.5,25.0,1,WD,Manual,60.0,0.503388823580198,undetermined
1946,0.0,38.0,26.0,1,WD,Manual,24.0,0.503388823580198,no_movement
1958,12.0,26.0,23.0,2,WOD,Manual,108.0,0.503388823580198,undetermined
1978,6.0,10.0,20.0,1,WD,Other,36.0,0.503388823580198,undetermined
1973,7.0,21.0,18.0,2,WD,Manual,120.0,0.503388823580198,undetermined
1972,6.0,10.0,21.0,1,WD,Manual,96.0,0.503388823580198,undetermined
1969,9.0,18.0,15.0,1,WOD,Manual,204.0,0.503388823580198,undetermined
1970,6.0,16.0,20.0,2,WOD,Other,72.0,0.503388823580198,undetermined
1963,9.0,22.0,17.0,2,WOD,Manual,252.0,0.503388823580198,undetermined
1957,4.0,38.0,23.0,5,WD,Manual,252.0,0.503388823580198,undetermined
1938,6.0,34.0,59.0,1,WD,Manual,48.0,0.503388823580198,upward
1960,0.0,35.0,17.0,1,WD,Manual,288.0,0.503388823580198,undetermined
1957,11.0,36.0,24.0,4,WOD,Manual,72.0,0.503388823580198,undetermined
1975,6.0,13.083333333333334,18.0,2,WD,Other,25.0,0.503388823580198,undetermined
1970,9.0,22.0,25.0,1,WOD,Other,72.0,0.503388823580198,undetermined
1962,6.0,31.0,16.0,2,WD,Other,240.0,0.503388823580198,undetermined
1963,7.0,23.0,32.0,1,WOD,Manual,72.0,0.503388823580198,undetermined
1980,6.0,9.0,14.0,2,WD,Manual,72.0,0.503388823580198,undetermined
1965,11.0,22.0,15.0,5,WOD,Manual,168.0,0.503388823580198,undetermined
1954,5.0,34.0,25.0,5,WOD,Other,90.0,0.503388823580198,no_movement
1965,9.0,21.0,18.0,3,WD,Manual,72.0,0.503388823580198,undetermined
1973,9.0,16.0,23.0,1,WD,Other,60.0,0.503388823580198,undetermined
1975,6.0,12.0,22.0,2,WD,Other,48.0,0.503388823580198,undetermined
1948,3.0,37.75,20.0,1,WD,Agrarian,9.0,0.5427403069541675,no_movement
1961,14.0,28.0,15.0,1,WOD,Other,36.0,0.5427403069541675,undetermined
1925,4.0,28.0,32.0,1,WOD,Agrarian,36.0,0.5427403069541675,no_movement
1965,10.0,19.5,18.0,2,WOD,Manual,216.0,0.5427403069541675,undetermined
1949,6.0,26.25,19.0,1,WD,Agrarian,84.0,0.5427403069541675,upward
1965,15.0,16.0,25.0,1,WOD,Manual,36.0,0.5427403069541675,undetermined
1948,9.0,33.25,1.0,1,WD,Other,12.0,0.5427403069541675,no_movement
1938,2.0,29.416666666666668,50.0,1,WOD,Manual,12.0,0.5427403069541675,no_movement
1944,14.0,30.5,30.0,1,WOD,Manual,48.0,0.5427403069541675,upward
1962,16.0,22.5,38.0,1,WOD,Other,6.0,0.5427403069541675,undetermined
1928,0.0,36.083333333333336,23.0,5,WOD,Agrarian,13.0,0.5427403069541675,no_movement
1951,9.0,27.5,46.0,1,WOD,Manual,48.0,0.5427403069541675,no_movement
1929,0.0,29.5,18.0,1,WOD,Agrarian,6.0,0.5427403069541675,no_movement
1937,6.0,32.5,20.0,1,WOD,Other,6.0,0.5427403069541675,upward
1937,9.0,30.0,56.0,1,WOD,Other,3.0,0.5427403069541675,downward
1941,6.0,29.5,24.0,2,WOD,Other,24.0,0.5427403069541675,downward
1942,6.0,30.0,46.0,1,WD,Manual,8.0,0.5427403069541675,upward
1934,6.0,37.5,23.0,4,WOD,Agrarian,18.0,0.5427403069541675,upward
1934,0.0,39.166666666666664,25.0,2,WOD,Agrarian,2.0,0.5427403069541675,upward
1934,5.0,30.0,36.0,2,WOD,Other,60.0,0.5427403069541675,no_movement
1937,6.0,37.833333333333336,16.0,2,WD,Manual,22.0,0.5427403069541675,no_movement
1976,11.0,7.0,18.0,1,WOD,Other,36.0,0.5427403069541675,undetermined
1922,5.0,34.0,25.0,1,WOD,Other,12.0,0.5427403069541675,no_movement
1947,6.0,26.0,6.0,1,WOD,Other,24.0,0.5427403069541675,upward
1968,14.0,15.416666666666666,22.0,1,WD,Other,91.0,0.5427403069541675,undetermined
1950,6.0,23.583333333333332,38.0,1,WOD,Manual,1.0,0.5427403069541675,upward
1928,0.0,26.5,20.0,2,WOD,Agrarian,6.0,0.3036757590987357,no_movement
1964,6.0,19.916666666666668,18.0,1,WD,Manual,4.0,0.3036757590987357,undetermined
1974,6.0,12.333333333333334,19.0,2,WOD,Manual,28.0,0.3036757590987357,undetermined
1963,3.0,17.5,24.0,2,WOD,Agrarian,18.0,0.3036757590987357,undetermined
1961,12.0,22.0,30.0,1,WOD,Other,12.0,0.3036757590987357,undetermined
1940,0.0,30.25,22.0,1,WOD,Manual,3.0,0.3036757590987357,no_movement
1973,9.0,6.333333333333333,26.0,1,WOD,Manual,10.0,0.3036757590987357,undetermined
1965,9.0,17.5,33.0,1,WD,Manual,24.0,0.3036757590987357,undetermined
1950,5.0,32.0,46.0,2,WD,Agrarian,36.0,0.3036757590987357,no_movement
1954,6.0,33.0,28.0,2,WOD,Manual,168.0,0.3036757590987357,no_movement
1949,4.0,33.0,32.0,2,WD,Manual,12.0,0.3036757590987357,no_movement
1957,3.0,31.666666666666668,28.0,1,WD,Manual,8.0,0.3036757590987357,undetermined
1970,6.0,12.0,27.0,1,WD,Manual,12.0,0.3036757590987357,undetermined
1964,3.0,22.0,18.0,3,WD,Manual,24.0,0.3036757590987357,undetermined
1954,6.0,29.75,35.0,3,WOD,Agrarian,21.0,0.3036757590987357,no_movement
1963,17.0,12.5,35.0,1,WOD,Other,24.0,0.3036757590987357,undetermined
1933,3.0,30.416666666666668,26.0,1,WOD,Agrarian,17.0,0.3036757590987357,no_movement
1960,3.0,27.5,37.0,2,WOD,Agrarian,18.0,0.3036757590987357,undetermined
1960,8.0,22.333333333333332,25.0,2,WD,Manual,28.0,0.3036757590987357,undetermined
1942,0.0,33.666666666666664,26.0,1,WD,Agrarian,8.0,0.3036757590987357,no_movement
1962,9.0,20.583333333333332,22.0,1,WD,Other,7.0,0.3036757590987357,undetermined
1969,4.0,15.916666666666666,26.0,2,WD,Manual,26.0,0.3036757590987357,undetermined
1961,11.0,22.0,27.0,1,WD,Agrarian,156.0,0.3036757590987357,undetermined
1966,8.0,22.0,18.0,2,WOD,Manual,168.0,0.3036757590987357,undetermined
1966,3.0,20.666666666666668,17.0,1,WD,Other,8.0,0.3036757590987357,undetermined
1949,6.0,21.5,47.0,1,WOD,Manual,48.0,0.3036757590987357,upward
1968,12.0,17.0,16.0,1,WOD,Manual,204.0,0.3036757590987357,undetermined
1972,5.0,15.0,19.0,1,WD,Manual,24.0,0.3036757590987357,undetermined
1950,5.0,30.5,25.0,1,WD,Manual,6.0,0.3036757590987357,no_movement
1940,0.0,32.166666666666664,24.0,1,WOD,Agrarian,2.0,0.3036757590987357,no_movement
1963,6.0,22.333333333333332,34.0,1,WD,Manual,4.0,0.3036757590987357,undetermined
1963,6.0,23.0,22.0,1,WD,Agrarian,108.0,0.3036757590987357,undetermined
1962,4.0,28.0,34.0,2,WD,Agrarian,39.0,0.3036757590987357,undetermined
1973,8.0,11.75,18.0,3,WD,Manual,45.0,0.3036757590987357,undetermined
1970,9.0,15.0,28.0,1,WD,Manual,36.0,0.3036757590987357,undetermined
1966,6.0,21.0,20.0,2,WOD,Manual,144.0,0.3036757590987357,undetermined
1966,6.0,20.0,15.0,2,WOD,Agrarian,216.0,0.3036757590987357,undetermined
1955,6.0,27.916666666666668,21.0,5,WOD,Agrarian,119.0,0.3036757590987357,downward
1958,9.0,29.0,26.0,2,WOD,Manual,60.0,0.3036757590987357,undetermined
1935,1.0,31.0,16.0,3,WD,Other,48.0,0.3036757590987357,no_movement
1961,6.0,24.5,21.0,1,WD,Manual,6.0,0.3036757590987357,undetermined
1953,3.0,30.75,45.0,1,WOD,Manual,9.0,0.3036757590987357,no_movement
1949,5.0,32.833333333333336,22.0,2,WD,Agrarian,10.0,0.3036757590987357,no_movement
1934,3.0,32.0,48.0,3,WOD,Agrarian,18.0,0.3036757590987357,upward
1962,4.0,27.75,33.0,2,WD,Manual,9.0,0.3036757590987357,undetermined
1964,12.0,17.0,20.0,2,WOD,Manual,24.0,0.3036757590987357,undetermined
1928,3.0,30.5,29.0,1,WOD,Agrarian,6.0,0.3036757590987357,no_movement
1938,3.0,35.5,18.0,1,WOD,Agrarian,6.0,0.3036757590987357,no_movement
1963,4.0,24.25,34.0,1,WD,Agrarian,3.0,0.3036757590987357,undetermined
1977,6.0,8.0,18.0,1,WD,Manual,36.0,0.3036757590987357,undetermined
1931,1.0,25.75,21.0,7,WOD,Agrarian,21.0,0.3036757590987357,no_movement
1932,2.0,33.25,16.0,2,WOD,Agrarian,4.0,0.3036757590987357,no_movement
1964,3.0,27.0,26.0,1,WOD,Agrarian,132.0,0.3036757590987357,undetermined
1955,12.0,29.0,30.0,1,WOD,Manual,192.0,0.3036757590987357,downward
1969,5.0,19.5,16.0,2,WD,Agrarian,24.0,0.3036757590987357,undetermined
1961,11.0,31.0,33.0,1,WD,Manual,12.0,0.3036757590987357,undetermined
1962,12.0,19.5,33.0,1,WOD,Manual,6.0,0.3036757590987357,undetermined
1969,3.0,21.583333333333332,20.0,1,WOD,Manual,7.0,0.3036757590987357,undetermined
1941,2.0,34.0,23.0,1,WOD,Manual,12.0,0.3036757590987357,no_movement
1947,9.0,34.0,50.0,1,WOD,Manual,4.0,0.3036757590987357,upward
1961,2.0,30.5,19.0,1,WD,Other,6.0,0.3036757590987357,undetermined
1973,6.0,9.333333333333334,21.0,2,WD,Manual,10.0,0.3036757590987357,undetermined
1962,9.0,22.333333333333332,20.0,3,WD,Manual,85.0,0.3036757590987357,undetermined
1973,9.0,12.0,25.0,1,WD,Manual,12.0,0.3036757590987357,undetermined
1954,8.0,28.0,44.0,1,WD,Manual,36.0,0.3036757590987357,upward
1968,6.0,32.25,27.0,1,WD,Manual,15.0,0.3036757590987357,undetermined
1965,9.0,20.0,21.0,1,WD,Manual,12.0,0.3036757590987357,undetermined
1963,3.0,28.0,32.0,2,WD,Other,36.0,0.3036757590987357,undetermined
1933,0.0,29.0,22.0,1,WOD,Agrarian,96.0,0.3036757590987357,downward
1964,6.0,18.333333333333332,32.0,1,WD,Agrarian,4.0,0.3036757590987357,undetermined
1971,6.0,14.0,25.0,1,WD,Other,36.0,0.3036757590987357,undetermined
1964,6.0,23.0,18.0,1,WD,Other,24.0,0.3036757590987357,undetermined
1974,12.0,5.25,24.0,1,WD,Other,15.0,0.3036757590987357,undetermined
1942,2.0,31.333333333333332,22.0,1,WD,Agrarian,4.0,0.3036757590987357,no_movement
1977,6.0,9.75,21.0,1,WD,Manual,9.0,0.3036757590987357,undetermined
1915,3.0,32.75,43.0,1,WOD,Agrarian,1.0,0.3036757590987357,no_movement
1929,0.0,32.5,22.0,2,WD,Agrarian,6.0,0.3036757590987357,no_movement
1965,6.0,19.25,22.0,1,WD,Manual,3.0,0.3036757590987357,undetermined
1964,6.0,17.0,20.0,2,WD,Manual,8.0,0.268573165960706,undetermined
1966,6.0,19.0,21.0,1,WD,Manual,60.0,0.268573165960706,undetermined
1974,6.0,9.5,26.0,1,WOD,Agrarian,6.0,0.268573165960706,undetermined
1963,17.0,27.5,24.0,2,WOD,Manual,96.0,0.268573165960706,undetermined
1935,3.0,29.333333333333332,35.0,2,WD,Agrarian,4.0,0.268573165960706,upward
1943,2.0,32.0,53.0,2,WD,Agrarian,30.0,0.268573165960706,no_movement
1954,3.0,27.25,42.0,2,WD,Other,15.0,0.268573165960706,upward
1947,4.0,30.0,43.0,3,WOD,Manual,36.0,0.268573165960706,no_movement
1960,5.0,26.0,16.0,2,WD,Manual,144.0,0.268573165960706,undetermined
1953,6.0,28.0,28.0,1,WD,Manual,240.0,0.268573165960706,upward
1942,6.0,34.0,19.0,1,WD,Agrarian,120.0,0.268573165960706,upward
1961,6.0,23.25,34.0,1,WD,Other,9.0,0.268573165960706,undetermined
1974,8.0,11.5,20.0,4,WD,Agrarian,72.0,0.268573165960706,undetermined
1943,5.0,33.666666666666664,29.0,2,WD,Agrarian,8.0,0.268573165960706,no_movement
1947,8.0,24.25,22.0,1,WD,Manual,15.0,0.268573165960706,no_movement
1931,5.0,28.0,30.0,2,WD,Agrarian,12.0,0.268573165960706,no_movement
1950,3.0,31.666666666666668,25.0,1,WD,Agrarian,8.0,0.268573165960706,no_movement
1948,6.0,26.0,34.0,1,WD,Other,120.0,0.268573165960706,no_movement
1958,2.0,27.0,25.0,1,WOD,Manual,24.0,0.268573165960706,undetermined
1956,6.0,32.0,40.0,1,WD,Other,12.0,0.268573165960706,undetermined
1969,9.0,19.0,26.0,1,WD,Manual,72.0,0.268573165960706,undetermined
1959,17.0,17.0,26.0,1,WOD,Manual,60.0,0.268573165960706,undetermined
1918,0.0,30.333333333333332,35.0,1,WOD,Agrarian,4.0,0.268573165960706,no_movement
1962,5.0,22.916666666666668,37.0,1,WOD,Manual,5.0,0.268573165960706,undetermined
1977,11.0,5.666666666666667,22.0,1,WD,Manual,12.0,0.268573165960706,undetermined
1960,6.0,24.5,35.0,1,WD,Agrarian,3.0,0.268573165960706,undetermined
1969,9.0,13.5,28.0,3,WOD,Manual,18.0,0.268573165960706,undetermined
1935,2.0,16.0,45.0,1,WOD,Other,12.0,0.268573165960706,undetermined
1966,9.0,24.5,31.0,1,WOD,Other,24.0,0.268573165960706,undetermined
1978,6.0,6.666666666666667,21.0,1,WD,Manual,2.0,0.268573165960706,undetermined
1966,8.0,20.0,29.0,1,WOD,Manual,24.0,0.268573165960706,undetermined
