birth_cohort,legal_status,latest_us_occupation,education,labor_exp_age45,first_migration_age,total_trips,accumulated_us_experience,mean_proportion_low_income,label
52.0,0.0,0.0,6.0,37.416666666666664,39.0,1.0,24.0,0.11368081207282668,1
54.0,0.0,0.0,9.0,33.0,42.0,1.0,24.0,0.11368081207282668,1
59.0,1.0,1.0,2.0,35.25,16.0,4.0,313.0,0.11368081207282668,1
48.0,0.0,0.0,4.0,31.0,30.0,1.0,12.0,0.11368081207282668,2
58.0,1.0,0.0,6.0,29.5,22.0,2.0,6.0,0.11368081207282668,1
54.0,0.0,0.0,6.0,30.333333333333332,32.0,1.0,2.0,0.11368081207282668,1
45.0,1.0,0.0,0.0,34.0,30.0,11.0,174.0,0.11368081207282668,1
52.0,0.0,0.0,3.0,37.416666666666664,21.0,5.0,221.0,0.11368081207282668,1
44.0,1.0,1.0,6.0,30.416666666666668,34.0,3.0,96.0,0.11368081207282668,2
57.0,1.0,0.0,6.0,35.916666666666664,25.0,6.0,113.0,0.11368081207282668,2
41.0,0.0,0.0,0.0,33.0,22.0,2.0,108.0,0.11368081207282668,0
47.0,0.0,0.0,6.0,29.0,16.0,9.0,506.0,0.11368081207282668,1
46.0,0.0,0.0,0.0,32.166666666666664,13.0,10.0,566.0,0.11368081207282668,2
60.0,0.0,0.0,6.0,34.0,16.0,1.0,384.0,0.11368081207282668,1
43.0,0.0,0.0,3.0,26.0,19.0,6.0,498.0,0.11368081207282668,1
57.0,0.0,2.0,3.0,34.0,16.0,1.0,420.0,0.11368081207282668,2
56.0,0.0,1.0,2.0,32.833333333333336,13.0,2.0,466.0,0.11368081207282668,1
61.0,0.0,2.0,1.0,34.0,20.0,2.0,36.0,0.1193470539611134,1
55.0,0.0,1.0,0.0,34.0,20.0,1.0,72.0,0.1193470539611134,1
57.0,0.0,2.0,6.0,28.0,31.0,1.0,216.0,0.1193470539611134,2
59.0,0.0,0.0,6.0,33.166666666666664,28.0,2.0,50.0,0.1193470539611134,2
62.0,0.0,1.0,6.0,37.0,22.0,1.0,36.0,0.1193470539611134,2
25.0,1.0,0.0,6.0,32.0,17.0,4.0,36.0,0.1193470539611134,1
42.0,0.0,2.0,6.0,33.0,36.0,1.0,24.0,0.1193470539611134,1
54.0,0.0,1.0,6.0,31.0,30.0,1.0,84.0,0.1193470539611134,1
57.0,0.0,1.0,9.0,26.0,19.0,2.0,24.0,0.1193470539611134,1
56.0,0.0,1.0,6.0,34.0,24.0,2.0,24.0,0.1193470539611134,2
50.0,0.0,1.0,0.0,33.0,25.0,1.0,24.0,0.1193470539611134,2
39.0,0.0,2.0,0.0,35.0,30.0,2.0,72.0,0.15681117656479077,2
59.0,0.0,2.0,9.0,30.5,26.0,1.0,48.0,0.15681117656479077,2
55.0,0.0,1.0,9.0,31.0,31.0,2.0,113.0,0.15681117656479077,2
61.0,0.0,0.0,9.0,31.0,24.0,2.0,72.0,0.15681117656479077,0
61.0,0.0,1.0,6.0,34.0,25.0,2.0,180.0,0.15681117656479077,0
57.0,0.0,2.0,12.0,19.0,30.0,1.0,192.0,0.15681117656479077,2
54.0,0.0,2.0,9.0,32.583333333333336,34.0,2.0,24.0,0.15681117656479077,1
48.0,1.0,0.0,9.0,31.0,41.0,2.0,30.0,0.15681117656479077,1
61.0,0.0,2.0,6.0,34.0,28.0,1.0,72.0,0.15681117656479077,1
50.0,0.0,0.0,0.0,38.0,37.0,2.0,36.0,0.15681117656479077,1
63.0,0.0,0.0,6.0,34.0,26.0,1.0,60.0,0.15681117656479077,1
50.0,0.0,0.0,6.0,33.5,33.0,2.0,30.0,0.15681117656479077,0
61.0,0.0,1.0,6.0,32.666666666666664,25.0,3.0,56.0,0.15681117656479077,1
51.0,0.0,2.0,6.0,34.0,40.0,2.0,108.0,0.15681117656479077,1
44.0,0.0,2.0,6.0,34.0,47.0,1.0,120.0,0.15681117656479077,1
43.0,0.0,2.0,3.0,36.5,17.0,2.0,42.0,0.15681117656479077,1
54.0,0.0,0.0,6.0,34.0,33.0,2.0,24.0,0.15681117656479077,1
62.0,0.0,2.0,5.0,33.0,38.0,1.0,24.0,0.15681117656479077,1
22.0,0.0,1.0,3.0,30.0,57.0,1.0,300.0,0.15681117656479077,1
61.0,0.0,1.0,6.0,34.0,18.0,2.0,48.0,0.15681117656479077,0
62.0,0.0,2.0,6.0,34.0,14.0,1.0,348.0,0.15681117656479077,0
62.0,0.0,1.0,6.0,34.0,29.0,1.0,60.0,0.10506251293007143,1
55.0,0.0,1.0,13.0,26.5,19.0,1.0,30.0,0.10506251293007143,1
55.0,0.0,2.0,12.0,27.083333333333332,22.0,2.0,106.0,0.10506251293007143,0
60.0,0.0,2.0,12.0,28.0,18.0,1.0,12.0,0.10506251293007143,1
63.0,0.0,2.0,9.0,31.0,23.0,3.0,84.0,0.1387416105495991,2
61.0,0.0,0.0,9.0,37.0,26.0,2.0,24.0,0.1387416105495991,1
29.0,0.0,2.0,0.0,34.0,49.0,1.0,12.0,0.1387416105495991,1
53.0,0.0,2.0,0.0,34.833333333333336,24.0,4.0,58.0,0.1387416105495991,1
55.0,0.0,2.0,6.0,34.0,35.0,1.0,216.0,0.1387416105495991,2
61.0,0.0,1.0,6.0,34.0,31.0,1.0,48.0,0.1387416105495991,1
47.0,0.0,1.0,6.0,28.0,37.0,1.0,192.0,0.1387416105495991,0
47.0,0.0,2.0,6.0,32.916666666666664,40.0,2.0,65.0,0.1387416105495991,2
46.0,0.0,1.0,0.0,29.0,34.0,1.0,36.0,0.1387416105495991,2
47.0,0.0,2.0,3.0,36.666666666666664,27.0,2.0,32.0,0.1387416105495991,1
60.0,0.0,1.0,9.0,29.083333333333332,20.0,3.0,58.0,0.1387416105495991,2
41.0,0.0,2.0,0.0,39.666666666666664,30.0,3.0,56.0,0.1387416105495991,1
48.0,0.0,2.0,9.0,29.333333333333332,29.0,3.0,16.0,0.1387416105495991,0
61.0,0.0,2.0,6.0,33.666666666666664,20.0,3.0,104.0,0.1387416105495991,0
59.0,0.0,1.0,3.0,36.0,21.0,2.0,96.0,0.1387416105495991,2
56.0,0.0,1.0,6.0,34.0,30.0,3.0,84.0,0.1387416105495991,1
48.0,0.0,2.0,6.0,32.0,42.0,1.0,12.0,0.1387416105495991,0
60.0,0.0,1.0,6.0,34.0,39.0,1.0,72.0,0.21115666919998477,1
63.0,0.0,1.0,6.0,34.0,18.0,2.0,48.0,0.21115666919998477,1
58.0,0.0,1.0,9.0,31.0,41.0,1.0,96.0,0.21115666919998477,1
57.0,0.0,2.0,6.0,34.0,37.0,1.0,120.0,0.21115666919998477,2
62.0,0.0,1.0,9.0,30.5,30.0,1.0,36.0,0.21115666919998477,1
58.0,0.0,1.0,6.0,34.0,30.0,3.0,144.0,0.21115666919998477,2
62.0,0.0,2.0,3.0,37.0,35.0,1.0,144.0,0.21115666919998477,2
59.0,0.0,2.0,6.0,33.416666666666664,40.0,1.0,17.0,0.21115666919998477,1
57.0,0.0,1.0,12.0,28.0,28.0,1.0,288.0,0.21115666919998477,2
49.0,0.0,1.0,6.0,34.0,42.0,1.0,36.0,0.17244401375619664,1
45.0,0.0,2.0,6.0,34.0,50.0,1.0,72.0,0.17244401375619664,1
43.0,0.0,2.0,12.0,28.0,19.0,1.0,36.0,0.17244401375619664,1
62.0,0.0,0.0,9.0,32.0,30.0,1.0,24.0,0.17244401375619664,1
55.0,0.0,2.0,0.0,36.0,37.0,1.0,12.0,0.17244401375619664,1
51.0,0.0,1.0,12.0,28.0,18.0,1.0,144.0,0.17244401375619664,0
54.0,0.0,1.0,9.0,31.0,34.0,1.0,48.0,0.17244401375619664,1
55.0,0.0,2.0,12.0,31.0,43.0,1.0,36.0,0.17244401375619664,2
60.0,0.0,1.0,6.0,33.25,42.0,1.0,39.0,0.09075076631345262,2
50.0,1.0,1.0,9.0,30.583333333333332,27.0,3.0,72.0,0.09075076631345262,1
58.0,1.0,1.0,9.0,30.75,30.0,2.0,48.0,0.09075076631345262,1
63.0,0.0,1.0,6.0,34.0,16.0,4.0,204.0,0.1570145589118308,2
56.0,0.0,1.0,9.0,30.25,18.0,3.0,132.0,0.1570145589118308,2
63.0,0.0,1.0,9.0,31.0,32.0,1.0,120.0,0.1570145589118308,1
63.0,0.0,1.0,9.0,31.0,15.0,1.0,120.0,0.1570145589118308,1
58.0,0.0,1.0,6.0,34.0,43.0,1.0,41.0,0.1570145589118308,1
63.0,0.0,1.0,10.0,30.0,16.0,3.0,180.0,0.1570145589118308,2
61.0,0.0,0.0,9.0,30.0,19.0,1.0,66.0,0.1570145589118308,1
52.0,0.0,1.0,9.0,31.0,29.0,1.0,24.0,0.1570145589118308,1
51.0,0.0,1.0,9.0,31.0,20.0,2.0,108.0,0.1570145589118308,2
63.0,0.0,1.0,6.0,34.0,42.0,1.0,24.0,0.1570145589118308,1
16.0,0.0,0.0,3.0,34.166666666666664,18.0,14.0,158.0,0.1523291898494421,1
51.0,0.0,1.0,6.0,34.0,15.0,2.0,60.0,0.1523291898494421,2
52.0,0.0,1.0,6.0,34.0,22.0,1.0,24.0,0.1523291898494421,2
35.0,0.0,0.0,3.0,35.0,29.0,3.0,84.0,0.1523291898494421,1
48.0,1.0,1.0,9.0,31.0,57.0,1.0,60.0,0.1523291898494421,0
58.0,0.0,1.0,9.0,31.0,20.0,2.0,48.0,0.1523291898494421,1
49.0,1.0,1.0,5.0,33.333333333333336,30.0,5.0,324.0,0.1523291898494421,2
61.0,0.0,2.0,6.0,33.5,40.0,1.0,6.0,0.1523291898494421,0
63.0,0.0,0.0,2.0,36.75,26.0,3.0,45.0,0.1523291898494421,1
60.0,0.0,0.0,9.0,31.0,25.0,1.0,12.0,0.1523291898494421,1
64.0,1.0,1.0,3.0,37.0,19.0,2.0,96.0,0.1523291898494421,1
30.0,0.0,1.0,0.0,38.0,30.0,3.0,44.0,0.1523291898494421,1
31.0,0.0,1.0,3.0,37.0,30.0,1.0,12.0,0.1523291898494421,1
56.0,1.0,1.0,17.0,24.0,30.0,2.0,180.0,0.1523291898494421,0
63.0,0.0,1.0,9.0,31.0,20.0,1.0,24.0,0.1523291898494421,1
64.0,0.0,1.0,9.0,31.0,18.0,1.0,60.0,0.1523291898494421,1
63.0,0.0,1.0,9.0,30.5,21.0,2.0,66.0,0.1523291898494421,2
55.0,0.0,1.0,6.0,34.0,15.0,1.0,48.0,0.1523291898494421,2
60.0,0.0,1.0,6.0,33.5,20.0,3.0,132.0,0.1523291898494421,2
28.0,0.0,1.0,3.0,29.833333333333332,25.0,12.0,64.0,0.1523291898494421,1
62.0,0.0,1.0,3.0,37.0,31.0,1.0,24.0,0.1523291898494421,1
47.0,1.0,0.0,0.0,34.0,29.0,5.0,60.0,0.1523291898494421,0
44.0,0.0,0.0,6.0,34.0,25.0,1.0,12.0,0.1523291898494421,1
54.0,0.0,1.0,9.0,30.666666666666668,27.0,3.0,56.0,0.1523291898494421,2
63.0,1.0,1.0,9.0,25.5,21.0,2.0,66.0,0.1523291898494421,2
28.0,0.0,0.0,3.0,35.5,32.0,3.0,18.0,0.1523291898494421,1
43.0,0.0,1.0,3.0,32.0,20.0,10.0,60.0,0.1523291898494421,0
56.0,0.0,2.0,5.0,34.75,16.0,2.0,45.0,0.1523291898494421,2
57.0,0.0,1.0,12.0,27.0,33.0,1.0,36.0,0.1523291898494421,1
40.0,1.0,1.0,2.0,36.333333333333336,36.0,3.0,24.0,0.1523291898494421,1
62.0,0.0,1.0,9.0,31.0,18.0,1.0,132.0,0.10982379302626086,2
45.0,0.0,1.0,2.0,38.0,21.0,2.0,408.0,0.10982379302626086,2
55.0,0.0,1.0,12.0,26.5,25.0,1.0,12.0,0.10982379302626086,2
54.0,0.0,1.0,6.0,26.0,22.0,8.0,72.0,0.10982379302626086,0
61.0,0.0,0.0,3.0,37.0,17.0,2.0,108.0,0.10982379302626086,1
52.0,1.0,1.0,3.0,36.166666666666664,18.0,4.0,74.0,0.10982379302626086,0
47.0,0.0,0.0,2.0,31.333333333333332,23.0,5.0,34.0,0.10982379302626086,0
43.0,0.0,1.0,2.0,38.0,14.0,1.0,96.0,0.10982379302626086,1
47.0,0.0,1.0,2.0,38.0,25.0,1.0,84.0,0.10982379302626086,0
52.0,0.0,2.0,6.0,33.583333333333336,45.0,1.0,7.0,0.10982379302626086,1
39.0,0.0,0.0,6.0,34.0,18.0,1.0,60.0,0.10982379302626086,1
53.0,0.0,1.0,6.0,33.666666666666664,14.0,5.0,200.0,0.10982379302626086,2
56.0,0.0,0.0,6.0,29.666666666666668,22.0,1.0,20.0,0.10982379302626086,1
62.0,0.0,0.0,6.0,34.0,18.0,1.0,12.0,0.10982379302626086,1
23.0,0.0,1.0,2.0,24.0,58.0,1.0,204.0,0.10982379302626086,1
55.0,0.0,1.0,6.0,34.0,18.0,2.0,108.0,0.10982379302626086,2
62.0,0.0,2.0,12.0,29.0,17.0,2.0,168.0,0.10982379302626086,0
45.0,0.0,0.0,3.0,34.333333333333336,18.0,7.0,172.0,0.10982379302626086,2
50.0,0.0,1.0,5.0,35.0,46.0,2.0,44.0,0.053006072245665885,1
27.0,0.0,0.0,3.0,30.0,25.0,1.0,300.0,0.053006072245665885,1
64.0,0.0,1.0,6.0,34.0,20.0,2.0,60.0,0.053006072245665885,1
55.0,0.0,2.0,6.0,34.0,23.0,3.0,48.0,0.053006072245665885,1
43.0,0.0,1.0,4.0,34.0,23.0,3.0,96.0,0.053006072245665885,0
49.0,0.0,2.0,0.0,36.0,18.0,3.0,348.0,0.053006072245665885,1
45.0,1.0,1.0,3.0,36.0,20.0,10.0,324.0,0.053006072245665885,1
65.0,0.0,0.0,6.0,34.0,25.0,1.0,36.0,0.053006072245665885,1
48.0,0.0,2.0,3.0,31.0,39.0,2.0,60.0,0.053006072245665885,2
57.0,0.0,2.0,9.0,30.0,18.0,3.0,36.0,0.053006072245665885,1
47.0,0.0,1.0,4.0,36.0,22.0,2.0,48.0,0.053006072245665885,1
60.0,0.0,2.0,2.0,38.0,13.0,1.0,108.0,0.053006072245665885,1
47.0,0.0,2.0,4.0,36.0,20.0,1.0,24.0,0.053006072245665885,1
54.0,0.0,2.0,1.0,39.0,40.0,1.0,36.0,0.053006072245665885,1
64.0,0.0,2.0,8.0,34.0,15.0,2.0,120.0,0.053006072245665885,1
63.0,0.0,1.0,3.0,37.0,18.0,1.0,48.0,0.053006072245665885,1
44.0,0.0,1.0,6.0,34.0,22.0,1.0,24.0,0.053006072245665885,1
62.0,0.0,2.0,3.0,36.0,16.0,3.0,93.0,0.053006072245665885,1
55.0,0.0,2.0,9.0,31.0,18.0,1.0,192.0,0.053006072245665885,0
44.0,1.0,1.0,6.0,33.666666666666664,12.0,5.0,540.0,0.053006072245665885,0
43.0,1.0,2.0,0.0,34.0,66.0,1.0,10.0,0.053006072245665885,1
61.0,0.0,2.0,6.0,34.0,15.0,1.0,60.0,0.053006072245665885,1
51.0,1.0,2.0,5.0,35.0,53.0,2.0,66.0,0.053006072245665885,1
47.0,0.0,2.0,3.0,32.0,21.0,1.0,24.0,0.053006072245665885,1
41.0,0.0,2.0,0.0,35.5,20.0,1.0,30.0,0.053006072245665885,1
50.0,0.0,1.0,5.0,35.0,15.0,7.0,420.0,0.053006072245665885,1
40.0,0.0,1.0,3.0,37.0,25.0,3.0,108.0,0.053006072245665885,0
44.0,0.0,1.0,9.0,31.0,15.0,2.0,216.0,0.053006072245665885,1
52.0,1.0,1.0,6.0,33.0,17.0,2.0,264.0,0.053006072245665885,1
61.0,0.0,2.0,6.0,39.0,30.0,4.0,192.0,0.053006072245665885,2
42.0,0.0,2.0,0.0,34.0,29.0,2.0,420.0,0.053006072245665885,2
46.0,0.0,1.0,3.0,30.0,23.0,3.0,60.0,0.053006072245665885,1
44.0,0.0,2.0,1.0,39.0,30.0,1.0,12.0,0.053006072245665885,1
46.0,0.0,2.0,6.0,34.0,30.0,3.0,84.0,0.053006072245665885,1
60.0,0.0,0.0,6.0,33.0,25.0,1.0,84.0,0.053006072245665885,1
59.0,1.0,2.0,4.0,35.75,12.0,3.0,237.0,0.053006072245665885,1
61.0,0.0,2.0,4.0,35.5,28.0,3.0,78.0,0.053006072245665885,1
57.0,0.0,2.0,4.0,35.0,23.0,1.0,12.0,0.053006072245665885,1
59.0,0.0,1.0,6.0,32.0,40.0,1.0,84.0,0.053006072245665885,1
53.0,0.0,2.0,1.0,36.5,17.0,4.0,66.0,0.053006072245665885,0
48.0,0.0,2.0,4.0,31.0,61.0,1.0,8.0,0.053006072245665885,1
59.0,0.0,1.0,6.0,33.333333333333336,27.0,4.0,112.0,0.053006072245665885,1
22.0,0.0,2.0,2.0,38.0,19.0,1.0,12.0,0.053006072245665885,1
32.0,0.0,2.0,0.0,34.0,26.0,1.0,24.0,0.053006072245665885,1
52.0,1.0,1.0,6.0,34.0,17.0,2.0,72.0,0.053006072245665885,1
38.0,0.0,1.0,6.0,26.0,24.0,10.0,60.0,0.053006072245665885,0
44.0,1.0,1.0,4.0,35.5,22.0,2.0,270.0,0.053006072245665885,1
53.0,0.0,1.0,6.0,33.0,18.0,2.0,72.0,0.053006072245665885,2
50.0,0.0,1.0,5.0,34.0,42.0,1.0,48.0,0.053006072245665885,1
42.0,0.0,2.0,2.0,38.0,36.0,1.0,156.0,0.046267358230547576,1
46.0,0.0,1.0,2.0,38.0,32.0,2.0,60.0,0.046267358230547576,1
64.0,0.0,1.0,3.0,36.0,44.0,1.0,36.0,0.046267358230547576,0
47.0,0.0,1.0,1.0,39.0,20.0,1.0,48.0,0.046267358230547576,1
41.0,0.0,1.0,0.0,37.5,35.0,2.0,24.0,0.046267358230547576,0
63.0,0.0,1.0,6.0,34.0,26.0,3.0,108.0,0.046267358230547576,2
63.0,0.0,2.0,6.0,33.0,14.0,3.0,66.0,0.046267358230547576,1
62.0,0.0,1.0,3.0,37.0,24.0,1.0,12.0,0.046267358230547576,1
63.0,0.0,1.0,6.0,34.0,30.0,1.0,60.0,0.046267358230547576,1
41.0,0.0,2.0,0.0,38.0,35.0,1.0,12.0,0.046267358230547576,0
41.0,0.0,2.0,0.0,39.0,50.0,2.0,48.0,0.046267358230547576,1
52.0,0.0,1.0,2.0,31.0,19.0,2.0,156.0,0.046267358230547576,2
55.0,0.0,2.0,3.0,36.5,20.0,1.0,18.0,0.046267358230547576,1
57.0,0.0,2.0,2.0,36.75,15.0,5.0,96.0,0.046267358230547576,1
65.0,0.0,1.0,3.0,34.0,15.0,7.0,168.0,0.046267358230547576,1
43.0,0.0,1.0,6.0,34.0,36.0,3.0,48.0,0.046267358230547576,1
64.0,0.0,2.0,3.0,37.0,32.0,1.0,12.0,0.046267358230547576,2
49.0,0.0,2.0,0.0,36.0,38.0,1.0,24.0,0.046267358230547576,0
62.0,0.0,2.0,4.0,30.5,24.0,1.0,54.0,0.046267358230547576,1
59.0,0.0,2.0,1.0,37.0,27.0,1.0,24.0,0.046267358230547576,1
52.0,0.0,2.0,4.0,32.0,39.0,1.0,36.0,0.046267358230547576,1
58.0,0.0,1.0,6.0,34.0,16.0,1.0,24.0,0.046267358230547576,2
65.0,0.0,1.0,6.0,33.0,30.0,1.0,192.0,0.046267358230547576,0
47.0,0.0,1.0,4.0,34.0,24.0,1.0,48.0,0.09653664734269554,2
50.0,0.0,1.0,3.0,35.0,38.0,2.0,72.0,0.09653664734269554,1
46.0,0.0,1.0,2.0,38.0,24.0,1.0,36.0,0.09653664734269554,1
64.0,1.0,0.0,8.0,30.916666666666668,43.0,2.0,11.0,0.09653664734269554,1
39.0,0.0,0.0,4.0,34.0,35.0,1.0,24.0,0.09653664734269554,1
65.0,0.0,1.0,6.0,31.5,27.0,1.0,30.0,0.09653664734269554,1
53.0,0.0,2.0,6.0,34.0,21.0,2.0,108.0,0.09653664734269554,0
57.0,0.0,0.0,6.0,34.0,19.0,1.0,24.0,0.09653664734269554,1
61.0,0.0,2.0,6.0,34.0,19.0,1.0,36.0,0.09653664734269554,1
64.0,0.0,1.0,6.0,33.0,23.0,3.0,192.0,0.09653664734269554,2
44.0,0.0,1.0,4.0,35.0,49.0,2.0,120.0,0.09653664734269554,1
56.0,0.0,2.0,6.0,33.0,25.0,4.0,168.0,0.09653664734269554,0
65.0,0.0,1.0,6.0,31.75,14.0,2.0,285.0,0.09653664734269554,2
48.0,0.0,0.0,7.0,33.0,24.0,2.0,216.0,0.09653664734269554,2
59.0,0.0,1.0,6.0,34.0,39.0,1.0,156.0,0.09653664734269554,1
61.0,0.0,1.0,3.0,37.0,17.0,1.0,24.0,0.09653664734269554,1
52.0,0.0,1.0,6.0,34.0,28.0,2.0,108.0,0.09653664734269554,1
54.0,0.0,1.0,6.0,34.0,18.0,3.0,84.0,0.09653664734269554,0
63.0,0.0,1.0,3.0,37.0,18.0,2.0,144.0,0.09653664734269554,0
55.0,0.0,1.0,6.0,31.0,34.0,9.0,72.0,0.09653664734269554,2
36.0,0.0,0.0,6.0,34.0,35.0,1.0,24.0,0.09653664734269554,1
58.0,0.0,1.0,6.0,32.0,15.0,1.0,24.0,0.09653664734269554,1
63.0,1.0,0.0,6.0,33.0,20.0,3.0,160.0,0.09653664734269554,0
42.0,0.0,1.0,3.0,36.5,31.0,3.0,66.0,0.09653664734269554,1
60.0,0.0,1.0,6.0,34.0,20.0,4.0,84.0,0.09653664734269554,2
53.0,0.0,1.0,6.0,34.0,20.0,1.0,36.0,0.09653664734269554,1
35.0,0.0,1.0,4.0,36.0,25.0,5.0,84.0,0.09653664734269554,1
47.0,1.0,2.0,6.0,33.25,33.0,1.0,3.0,0.09653664734269554,1
57.0,1.0,1.0,6.0,34.0,20.0,4.0,168.0,0.09653664734269554,1
54.0,0.0,1.0,11.0,29.0,19.0,1.0,372.0,0.09653664734269554,2
52.0,0.0,1.0,6.0,34.0,20.0,7.0,276.0,0.09653664734269554,0
59.0,0.0,2.0,6.0,32.666666666666664,15.0,5.0,256.0,0.09653664734269554,2
39.0,0.0,1.0,4.0,34.0,36.0,4.0,48.0,0.09653664734269554,0
55.0,0.0,2.0,9.0,31.0,19.0,3.0,60.0,0.09653664734269554,1
55.0,0.0,1.0,5.0,30.0,16.0,1.0,54.0,0.09653664734269554,1
50.0,0.0,1.0,6.0,22.0,32.0,1.0,144.0,0.09653664734269554,1
40.0,0.0,1.0,4.0,35.0,48.0,2.0,72.0,0.09653664734269554,1
60.0,0.0,2.0,6.0,34.0,40.0,1.0,132.0,0.09653664734269554,2
64.0,0.0,1.0,9.0,30.333333333333332,38.0,1.0,60.0,0.09653664734269554,1
57.0,0.0,1.0,6.0,26.5,15.0,7.0,252.0,0.09653664734269554,2
49.0,0.0,0.0,12.0,28.0,22.0,1.0,12.0,0.09653664734269554,1
65.0,0.0,2.0,6.0,32.0,18.0,1.0,48.0,0.09653664734269554,0
53.0,0.0,1.0,12.0,27.0,27.0,2.0,24.0,0.09653664734269554,0
52.0,0.0,0.0,0.0,37.0,19.0,2.0,24.0,0.07941164590415231,1
64.0,0.0,2.0,6.0,33.583333333333336,17.0,7.0,127.0,0.07941164590415231,0
63.0,0.0,1.0,5.0,35.0,14.0,3.0,72.0,0.07941164590415231,1
64.0,0.0,2.0,3.0,36.0,12.0,3.0,156.0,0.07941164590415231,1
62.0,0.0,2.0,6.0,30.0,15.0,9.0,108.0,0.07941164590415231,1
43.0,0.0,2.0,1.0,39.0,35.0,1.0,24.0,0.07941164590415231,1
39.0,0.0,2.0,2.0,38.0,31.0,1.0,12.0,0.07941164590415231,1
65.0,0.0,2.0,3.0,34.0,14.0,4.0,108.0,0.07941164590415231,2
63.0,0.0,1.0,3.0,35.0,28.0,1.0,96.0,0.07941164590415231,1
57.0,0.0,1.0,5.0,33.0,23.0,2.0,72.0,0.07941164590415231,1
53.0,0.0,1.0,2.0,37.0,24.0,4.0,24.0,0.07941164590415231,1
60.0,0.0,2.0,3.0,35.0,45.0,1.0,72.0,0.07941164590415231,2
61.0,0.0,1.0,6.0,34.0,26.0,3.0,60.0,0.07941164590415231,1
53.0,1.0,1.0,6.0,32.0,18.0,3.0,168.0,0.07941164590415231,1
56.0,0.0,2.0,3.0,37.0,18.0,3.0,288.0,0.07941164590415231,1
60.0,0.0,2.0,6.0,34.0,18.0,3.0,372.0,0.07941164590415231,2
58.0,0.0,1.0,0.0,29.0,17.0,1.0,120.0,0.07941164590415231,2
56.0,0.0,2.0,2.0,31.0,15.0,3.0,60.0,0.07941164590415231,2
59.0,0.0,1.0,9.0,30.0,16.0,2.0,228.0,0.07941164590415231,2
65.0,0.0,2.0,6.0,33.0,15.0,2.0,36.0,0.07941164590415231,1
62.0,0.0,1.0,3.0,36.0,16.0,3.0,180.0,0.07941164590415231,2
44.0,0.0,2.0,3.0,35.0,26.0,1.0,120.0,0.07941164590415231,1
32.0,0.0,0.0,3.0,35.166666666666664,26.0,2.0,2.0,0.07941164590415231,1
64.0,0.0,2.0,3.0,35.0,22.0,1.0,12.0,0.07941164590415231,1
42.0,0.0,2.0,4.0,36.0,22.0,1.0,36.0,0.07941164590415231,1
61.0,0.0,2.0,6.0,34.0,15.0,2.0,60.0,0.07941164590415231,0
60.0,0.0,2.0,3.0,36.0,19.0,2.0,72.0,0.07941164590415231,2
50.0,0.0,0.0,6.0,33.0,18.0,3.0,36.0,0.07941164590415231,1
58.0,0.0,2.0,3.0,36.0,20.0,3.0,84.0,0.07941164590415231,0
51.0,0.0,2.0,3.0,37.0,18.0,3.0,48.0,0.07941164590415231,1
32.0,0.0,0.0,4.0,35.0,63.0,1.0,60.0,0.07941164590415231,1
61.0,0.0,2.0,6.0,34.0,15.0,2.0,96.0,0.07941164590415231,1
53.0,0.0,2.0,3.0,35.166666666666664,20.0,3.0,14.0,0.07941164590415231,0
