birth_cohort,education,labor_exp_age45,first_migration_age,total_trips,legal_status,latest_us_occupation,accumulated_us_experience,mean_proportion_low_income,occ_age25,occ_age45,label
1993,9.0,9.5,22.0,5,WOD,Agrarian,30.0,0.18603297318406675,MLQ,N/A,undetermined
1992,9.0,8.5,19.0,9,WOD,Agrarian,54.0,0.18603297318406675,MLQ,N/A,undetermined
1992,9.0,10.166666666666666,23.0,5,WOD,Agrarian,26.0,0.18603297318406675,MLQ,N/A,undetermined
1988,9.0,15.5,19.0,3,WOD,Agrarian,66.0,0.18603297318406675,MLQ,N/A,undetermined
1979,11.0,23.5,18.0,3,WD,Manual,258.0,0.18603297318406675,MHQ,N/A,undetermined
1993,7.0,12.166666666666666,26.0,1,WOD,Agrarian,6.0,0.18603297318406675,MLQ,N/A,undetermined
1989,6.0,15.0,17.0,1,WOD,Manual,162.0,0.18603297318406675,NMLQ,N/A,undetermined
1994,8.0,6.666666666666667,20.0,6,WOD,Agrarian,31.0,0.18603297318406675,MLQ,N/A,undetermined
1983,2.0,26.083333333333332,18.0,2,WD,Manual,216.0,0.18603297318406675,MHQ,N/A,undetermined
1980,9.0,24.0,32.0,8,WOD,Manual,48.0,0.18603297318406675,Unemployed,N/A,undetermined
1986,6.0,15.166666666666666,18.0,11,WOD,Agrarian,77.0,0.18603297318406675,MLQ,N/A,undetermined
1949,4.0,23.666666666666668,67.0,4,WOD,Other,9.0,0.18603297318406675,MLQ,MHQ,upward
1969,4.0,32.833333333333336,19.0,3,WOD,Agrarian,380.0,0.18603297318406675,MHQ,MLQ,downward
1974,5.0,36.0,29.0,1,WOD,Agrarian,204.0,0.18603297318406675,MLQ,MLQ,no_movement
1975,6.0,29.833333333333332,24.0,10,WOD,Agrarian,70.0,0.18603297318406675,MLQ,N/A,undetermined
1976,7.0,23.833333333333332,19.0,17,WOD,Manual,126.0,0.18603297318406675,MLQ,N/A,undetermined
1982,6.0,24.0,20.0,1,WD,Manual,216.0,0.18603297318406675,MHQ,N/A,undetermined
1985,6.0,23.5,18.0,2,WOD,Agrarian,30.0,0.18603297318406675,MHQ,N/A,undetermined
1972,6.0,8.666666666666666,19.0,1,WD,Other,2.0,0.32287174112266576,NMLQ,N/A,undetermined
1932,0.0,29.416666666666668,20.0,1,WD,Agrarian,5.0,0.32287174112266576,MLQ,MLQ,no_movement
1961,6.0,23.0,19.0,1,WD,Agrarian,24.0,0.32287174112266576,MLQ,N/A,undetermined
1943,0.0,29.083333333333332,36.0,1,WD,Manual,4.0,0.32287174112266576,MLQ,MLQ,no_movement
1954,9.0,30.0,15.0,2,WOD,Manual,192.0,0.32287174112266576,MLQ,N/A,undetermined
1947,6.0,31.0,24.0,1,WOD,Manual,48.0,0.32287174112266576,MHQ,NMLQ,upward
1963,6.0,20.5,24.0,1,WD,Manual,6.0,0.32287174112266576,NMLQ,N/A,undetermined
1945,3.0,30.583333333333332,27.0,2,WOD,Other,180.0,0.32287174112266576,NMLQ,MLQ,downward
1949,6.0,30.166666666666668,29.0,1,WD,Other,2.0,0.32287174112266576,MLQ,N/A,undetermined
1950,6.0,30.083333333333332,31.0,2,WD,Other,2.0,0.32287174112266576,MLQ,MLQ,no_movement
1965,4.0,19.0,18.0,1,WD,Other,36.0,0.32287174112266576,MLQ,N/A,undetermined
1924,0.0,31.0,72.0,2,WD,Other,2.0,0.32287174112266576,MLQ,MLQ,no_movement
1963,9.0,20.5,33.0,1,WD,Manual,24.0,0.32287174112266576,MLQ,N/A,undetermined
1963,13.0,20.666666666666668,21.0,1,WD,Other,8.0,0.32287174112266576,MHQ,N/A,undetermined
1938,3.0,29.833333333333332,16.0,2,WD,Manual,22.0,0.32287174112266576,NMLQ,NMLQ,no_movement
1964,12.0,18.666666666666668,20.0,3,WD,Other,132.0,0.32287174112266576,Unemployed,N/A,undetermined
1945,6.0,27.0,40.0,2,WD,Other,132.0,0.32287174112266576,NMLQ,NMLQ,no_movement
1942,3.0,29.75,21.0,4,WD,Other,22.0,0.32287174112266576,NMLQ,NMLQ,no_movement
1934,3.0,30.25,25.0,2,WD,Other,4.0,0.32287174112266576,MLQ,MLQ,no_movement
1973,8.0,10.666666666666666,21.0,1,WD,Agrarian,8.0,0.32287174112266576,MLQ,N/A,undetermined
1933,2.0,31.0,18.0,2,WD,Manual,24.0,0.32287174112266576,MLQ,MLQ,no_movement
1959,6.0,24.833333333333332,22.0,1,WD,Other,10.0,0.32287174112266576,NMLQ,N/A,undetermined
1918,3.0,31.0,70.0,1,WD,Other,1.0,0.32287174112266576,Unemployed,Unemployed,no_movement
1927,3.0,0.0,46.0,1,WD,Other,324.0,0.32287174112266576,N/A,N/A,undetermined
1941,5.0,34.0,21.0,1,WOD,Manual,456.0,0.32287174112266576,MLQ,MLQ,no_movement
1970,6.0,18.0,19.0,1,WD,Manual,132.0,0.32287174112266576,MLQ,N/A,undetermined
1933,3.0,37.0,28.0,1,WOD,Manual,468.0,0.32287174112266576,NMLQ,MLQ,downward
1949,9.0,33.0,18.0,2,WOD,Manual,324.0,0.32287174112266576,MLQ,MLQ,no_movement
1944,4.0,33.0,28.0,1,WD,Manual,330.0,0.32287174112266576,NMLQ,MLQ,downward
1963,8.0,20.0,31.0,1,WD,Manual,60.0,0.47964947777004274,MLQ,N/A,undetermined
1949,3.0,37.0,1.0,2,WD,Other,252.0,0.17899777922911875,Unemployed,Unemployed,no_movement
1971,6.0,20.0,18.0,1,WD,Manual,120.0,0.17899777922911875,MLQ,N/A,undetermined
1946,2.0,34.0,32.0,2,WD,Manual,243.0,0.17899777922911875,MLQ,MLQ,no_movement
1967,7.0,22.0,15.0,2,WOD,Manual,204.0,0.17899777922911875,MLQ,N/A,undetermined
1957,0.0,26.0,20.0,2,WD,Manual,264.0,0.17899777922911875,MLQ,N/A,undetermined
1957,2.0,35.0,19.0,2,WD,Manual,276.0,0.17899777922911875,MLQ,N/A,undetermined
1956,0.0,35.0,19.0,2,WD,Manual,264.0,0.17899777922911875,MLQ,N/A,undetermined
1971,9.0,13.0,18.0,1,WD,Other,120.0,0.17899777922911875,MHQ,N/A,undetermined
1972,5.0,14.999999999999998,15.0,3,WOD,Manual,79.0,0.17899777922911875,MLQ,N/A,undetermined
1962,6.0,19.583333333333332,21.0,4,WD,Other,43.0,0.17899777922911875,MLQ,N/A,undetermined
1965,1.0,25.166666666666668,17.0,4,WD,Other,50.0,0.17899777922911875,MLQ,N/A,undetermined
1939,2.0,30.25,18.0,2,WOD,Agrarian,15.0,0.17899777922911875,MLQ,MLQ,no_movement
1929,0.0,35.5,33.0,1,WOD,Agrarian,6.0,0.17899777922911875,MLQ,MLQ,no_movement
1948,3.0,30.833333333333332,38.0,1,WD,Manual,10.0,0.17899777922911875,MLQ,MLQ,no_movement
1944,12.0,37.083333333333336,28.0,1,WD,Other,1.0,0.17899777922911875,MLQ,MLQ,no_movement
1930,0.0,35.25,17.0,4,WD,Agrarian,42.0,0.17899777922911875,NMLQ,NMLQ,no_movement
1944,5.0,34.0,45.0,9,WOD,Manual,59.0,0.17899777922911875,NMHQ,MLQ,downward
1950,0.0,35.916666666666664,23.0,16,WD,Manual,53.0,0.17899777922911875,NMLQ,MLQ,downward
1938,0.0,31.0,18.0,12,WOD,Agrarian,408.0,0.17899777922911875,MLQ,MLQ,no_movement
1931,0.0,28.0,19.0,21,WD,Manual,216.0,0.17899777922911875,MLQ,MLQ,no_movement
1972,6.0,10.416666666666666,17.0,2,WD,Agrarian,19.0,0.17899777922911875,MLQ,N/A,undetermined
1958,0.0,30.0,17.0,1,WD,Manual,48.0,0.17899777922911875,MLQ,N/A,undetermined
1964,0.0,13.5,23.0,7,WOD,Manual,71.0,0.17899777922911875,MLQ,N/A,undetermined
1964,0.0,18.916666666666664,22.0,2,WD,Manual,53.0,0.17899777922911875,MLQ,N/A,undetermined
1968,4.0,20.0,21.0,1,WD,Agrarian,12.0,0.17899777922911875,MLQ,N/A,undetermined
1930,0.0,37.5,43.0,3,WD,Manual,36.0,0.17899777922911875,MLQ,MLQ,no_movement
1958,6.0,26.5,14.0,6,WOD,Manual,60.0,0.17899777922911875,MLQ,N/A,undetermined
1959,2.0,25.5,19.0,3,WD,Manual,36.0,0.17899777922911875,MLQ,N/A,undetermined
1966,3.0,19.25,15.0,9,WOD,Manual,192.0,0.17899777922911875,MLQ,N/A,undetermined
1958,1.0,27.083333333333332,23.0,1,WD,Manual,1.0,0.17899777922911875,MLQ,N/A,undetermined
1958,6.0,26.25,22.0,4,WD,Manual,123.0,0.17899777922911875,MLQ,N/A,undetermined
1967,9.0,15.916666666666666,15.0,3,WD,Agrarian,35.0,0.17899777922911875,MLQ,N/A,undetermined
1926,0.0,31.416666666666668,22.0,6,WOD,Agrarian,5.0,0.17899777922911875,MLQ,MLQ,no_movement
1955,6.0,26.833333333333332,16.0,20,WOD,Manual,216.0,0.17899777922911875,NMLQ,N/A,undetermined
1964,6.0,21.0,16.0,20,WOD,Manual,108.0,0.17899777922911875,NMLQ,N/A,undetermined
1955,2.0,33.333333333333336,24.0,2,WD,Other,16.0,0.17899777922911875,NMHQ,N/A,undetermined
1940,1.0,36.166666666666664,20.0,6,WD,Manual,26.0,0.17899777922911875,MLQ,MLQ,no_movement
1950,6.0,37.666666666666664,19.0,16,WOD,Agrarian,176.0,0.17899777922911875,MLQ,MLQ,no_movement
1951,6.0,31.0,27.0,1,WD,Manual,132.0,0.17899777922911875,MLQ,MLQ,no_movement
1912,0.0,15.083333333333334,30.0,2,WD,Agrarian,61.0,0.17899777922911875,N/A,MLQ,undetermined
1917,0.0,32.0,38.0,1,WOD,Other,12.0,0.17899777922911875,MLQ,MLQ,no_movement
1958,6.0,26.0,17.0,21,WOD,Manual,240.0,0.17899777922911875,MLQ,N/A,undetermined
1973,0.0,11.083333333333334,23.0,1,WD,Manual,7.0,0.17899777922911875,N/A,N/A,undetermined
1975,5.0,14.583333333333334,18.0,1,WD,Agrarian,7.0,0.17899777922911875,N/A,N/A,undetermined
1967,11.0,14.416666666666666,17.0,2,WOD,Other,167.0,0.17899777922911875,MLQ,N/A,undetermined
1928,1.0,32.166666666666664,20.0,2,WOD,Agrarian,2.0,0.17899777922911875,MLQ,MLQ,no_movement
1955,3.0,33.0,18.0,1,WD,Agrarian,12.0,0.17899777922911875,MLQ,N/A,undetermined
1936,4.0,36.416666666666664,21.0,2,WD,Agrarian,65.0,0.17899777922911875,MLQ,MLQ,no_movement
1951,3.0,36.0,29.0,5,WD,Other,108.0,0.17899777922911875,MLQ,NMLQ,upward
1935,0.0,38.083333333333336,38.0,2,WD,Agrarian,37.0,0.17899777922911875,MLQ,MLQ,no_movement
1933,0.0,38.0,43.0,1,WD,Agrarian,24.0,0.17899777922911875,MLQ,MLQ,no_movement
1947,9.0,23.5,24.0,10,WOD,Manual,222.0,0.17899777922911875,MLQ,MLQ,no_movement
1959,4.0,29.5,23.0,2,WD,Manual,6.0,0.17899777922911875,MHQ,N/A,undetermined
1975,3.0,7.583333333333333,20.0,1,WD,Agrarian,7.0,0.17899777922911875,N/A,N/A,undetermined
1928,4.0,37.666666666666664,20.0,4,WOD,Other,44.0,0.17899777922911875,MLQ,MLQ,no_movement
1926,1.0,39.0,31.0,1,WOD,Agrarian,12.0,0.17899777922911875,MLQ,MLQ,no_movement
1963,1.0,24.5,16.0,3,WD,Manual,30.0,0.17899777922911875,MLQ,N/A,undetermined
1950,6.0,35.083333333333336,23.0,3,WD,Manual,49.0,0.17899777922911875,MLQ,MLQ,no_movement
1944,2.0,33.416666666666664,31.0,2,WD,Manual,17.0,0.17899777922911875,MLQ,MLQ,no_movement
1939,0.0,35.25,21.0,3,WD,Agrarian,3.0,0.17899777922911875,MLQ,MLQ,no_movement
1954,1.0,28.083333333333332,18.0,6,WD,Agrarian,25.0,0.17899777922911875,MLQ,N/A,undetermined
1946,2.0,38.333333333333336,25.0,10,WOD,Manual,136.0,0.17899777922911875,MLQ,MLQ,no_movement
1950,3.0,24.0,22.0,3,WOD,Other,240.0,0.17899777922911875,MHQ,N/A,undetermined
1947,6.0,31.833333333333332,31.0,5,WOD,Agrarian,184.0,0.17899777922911875,MLQ,MLQ,no_movement
1943,0.0,35.25,43.0,1,WD,Manual,3.0,0.17899777922911875,MLQ,MLQ,no_movement
1950,0.0,37.5,26.0,2,WD,Agrarian,18.0,0.17899777922911875,MLQ,MLQ,no_movement
1945,3.0,34.0,25.0,1,WD,Other,12.0,0.17899777922911875,N/A,MLQ,undetermined
1966,12.0,11.25,21.0,1,WD,Manual,135.0,0.17899777922911875,MHQ,N/A,undetermined
1949,2.0,42.0,36.0,1,WD,Other,168.0,0.17899777922911875,MLQ,NMLQ,upward
1957,2.0,36.833333333333336,21.0,4,WD,Manual,180.0,0.17899777922911875,MHQ,N/A,undetermined
1964,5.0,25.0,22.0,5,WOD,Manual,156.0,0.17899777922911875,MLQ,N/A,undetermined
1969,6.0,20.0,17.0,1,WD,Manual,156.0,0.17899777922911875,NMLQ,N/A,undetermined
1971,2.0,22.0,15.0,1,WD,Manual,156.0,0.17899777922911875,NMLQ,N/A,undetermined
1960,3.0,25.0,19.0,6,WD,Agrarian,204.0,0.17899777922911875,MLQ,N/A,undetermined
1963,7.0,23.0,18.0,7,WOD,Agrarian,204.0,0.17899777922911875,MLQ,N/A,undetermined
1977,6.0,15.25,18.0,2,WD,Manual,36.0,0.17899777922911875,N/A,N/A,undetermined
1941,17.0,31.0,55.0,2,WOD,Other,2.0,0.2656433174291274,NMHQ,NMHQ,no_movement
1951,3.0,34.166666666666664,33.0,6,WD,Other,132.0,0.2656433174291274,MHQ,NMLQ,upward
1962,12.0,24.5,24.0,3,WOD,Manual,48.0,0.2656433174291274,NMLQ,N/A,undetermined
1967,9.0,17.5,16.0,2,WOD,Other,120.0,0.2656433174291274,MLQ,N/A,undetermined
1958,9.0,26.5,31.0,1,WD,Other,36.0,0.2656433174291274,MLQ,N/A,undetermined
1965,9.0,18.5,15.0,2,WD,Other,24.0,0.2656433174291274,MLQ,N/A,undetermined
1943,0.0,36.0,48.0,1,WD,Agrarian,8.0,0.2656433174291274,MLQ,MLQ,no_movement
1963,6.0,18.75,23.0,1,WD,Manual,8.0,0.2656433174291274,MHQ,N/A,undetermined
1929,0.0,35.5,12.0,1,WD,Manual,6.0,0.2656433174291274,MLQ,MLQ,no_movement
1927,6.0,36.0,21.0,3,WOD,Other,590.0,0.2656433174291274,NMLQ,MLQ,downward
1955,7.0,32.0,29.0,1,WD,Agrarian,6.0,0.2656433174291274,MLQ,N/A,undetermined
1956,0.0,27.0,19.0,4,WD,Other,48.0,0.2656433174291274,MLQ,N/A,undetermined
1972,9.0,16.0,18.0,1,WD,Other,36.0,0.2656433174291274,MHQ,N/A,undetermined
1972,9.0,18.666666666666668,17.0,1,WD,Manual,20.0,0.2656433174291274,MLQ,N/A,undetermined
1956,0.0,27.5,39.0,1,WD,Other,42.0,0.2656433174291274,MHQ,N/A,undetermined
1959,9.0,30.0,37.0,1,WD,Manual,36.0,0.2656433174291274,MLQ,N/A,undetermined
1961,6.0,24.0,17.0,3,WD,Other,48.0,0.2656433174291274,NMLQ,N/A,undetermined
1957,6.0,29.5,33.0,1,WD,Manual,6.0,0.2656433174291274,MLQ,N/A,undetermined
1929,1.0,38.333333333333336,25.0,1,WOD,Agrarian,4.0,0.2656433174291274,NMLQ,MLQ,downward
1960,9.0,21.5,28.0,2,WD,Manual,18.0,0.2656433174291274,MLQ,N/A,undetermined
1953,3.0,34.75,18.0,2,WD,Manual,33.0,0.2656433174291274,MLQ,NMLQ,upward
1942,0.0,32.25,48.0,2,WD,Other,29.0,0.2656433174291274,MLQ,MLQ,no_movement
1972,6.0,15.5,17.0,2,WD,Manual,30.0,0.2656433174291274,MHQ,N/A,undetermined
1966,6.0,16.0,23.0,1,WD,Other,36.0,0.2656433174291274,NMLQ,N/A,undetermined
1963,10.0,20.0,21.0,1,WD,Manual,12.0,0.2656433174291274,MHQ,N/A,undetermined
1968,13.0,20.0,20.0,1,WD,Manual,12.0,0.2656433174291274,MLQ,N/A,undetermined
1968,6.0,17.583333333333336,21.0,1,WD,Other,18.0,0.2656433174291274,MHQ,N/A,undetermined
1972,3.0,18.25,17.0,1,WD,Other,3.0,0.2656433174291274,NMLQ,N/A,undetermined
1938,6.0,29.5,19.0,4,WOD,Agrarian,42.0,0.2656433174291274,MLQ,MLQ,no_movement
1945,5.0,33.0,44.0,1,WD,Other,36.0,0.2656433174291274,MLQ,MLQ,no_movement
1971,9.0,15.166666666666666,20.0,1,WD,Manual,6.0,0.2656433174291274,MHQ,N/A,undetermined
1954,10.0,21.0,28.0,1,WOD,Other,12.0,0.2656433174291274,MLQ,N/A,undetermined
1947,2.0,35.666666666666664,30.0,1,WOD,Other,8.0,0.2656433174291274,MLQ,MLQ,no_movement
1923,4.0,34.0,74.0,1,WOD,Other,1.0,0.2656433174291274,MHQ,MHQ,no_movement
1958,6.0,27.0,15.0,1,WD,Manual,36.0,0.2656433174291274,MHQ,N/A,undetermined
1941,4.0,26.0,52.0,1,WOD,Other,2.0,0.2656433174291274,MLQ,MLQ,no_movement
1954,1.0,29.5,26.0,3,WOD,Manual,150.0,0.2656433174291274,MHQ,N/A,undetermined
1960,9.0,20.0,19.0,2,WD,Other,240.0,0.2656433174291274,NMLQ,N/A,undetermined
1961,5.0,23.0,23.0,1,WD,Other,180.0,0.2656433174291274,NMLQ,N/A,undetermined
1967,9.0,12.833333333333334,21.0,3,WD,Manual,22.0,0.2656433174291274,MHQ,N/A,undetermined
1962,6.0,21.333333333333332,21.0,3,WOD,Manual,124.0,0.2656433174291274,MHQ,N/A,undetermined
1966,6.0,23.0,18.0,1,WD,Other,180.0,0.2656433174291274,NMLQ,N/A,undetermined
1978,4.0,9.0,19.0,1,WD,Manual,24.0,0.2656433174291274,N/A,N/A,undetermined
1972,6.0,17.0,20.0,2,WD,Other,72.0,0.2656433174291274,NMLQ,N/A,undetermined
1971,5.0,15.0,18.0,1,WD,Other,120.0,0.2656433174291274,MHQ,N/A,undetermined
1962,13.0,26.666666666666668,17.0,3,WOD,Manual,228.0,0.2656433174291274,MHQ,N/A,undetermined
1973,9.0,16.0,16.0,1,WD,Manual,120.0,0.2656433174291274,MLQ,N/A,undetermined
1977,12.0,5.666666666666667,12.0,2,WD,Manual,116.0,0.2656433174291274,N/A,N/A,undetermined
1962,6.0,26.5,20.0,1,WD,Agrarian,198.0,0.2656433174291274,MLQ,N/A,undetermined
1958,4.0,28.416666666666668,31.0,3,WD,Other,113.0,0.2656433174291274,MLQ,N/A,undetermined
1937,0.0,30.0,33.0,2,WD,Agrarian,156.0,0.2656433174291274,MHQ,MHQ,no_movement
1968,3.0,21.166666666666668,20.0,2,WD,Other,26.0,0.2656433174291274,MHQ,N/A,undetermined
1978,10.0,2.0833333333333335,19.0,1,WD,Manual,13.0,0.2656433174291274,N/A,N/A,undetermined
1970,6.0,18.0,17.0,3,WD,Other,78.0,0.2656433174291274,NMLQ,N/A,undetermined
1976,6.0,12.5,15.0,3,WD,Other,66.0,0.2656433174291274,N/A,N/A,undetermined
1954,6.0,35.0,38.0,1,WD,Manual,84.0,0.2656433174291274,MHQ,N/A,undetermined
1956,2.0,34.5,36.0,1,WD,Agrarian,6.0,0.2656433174291274,MLQ,N/A,undetermined
1948,6.0,30.166666666666668,35.0,1,WOD,Manual,2.0,0.2656433174291274,MLQ,MLQ,no_movement
1953,3.0,31.0,40.0,1,WD,Other,72.0,0.2656433174291274,MHQ,MLQ,downward
1975,6.0,10.833333333333334,22.0,1,WD,Other,10.0,0.2656433174291274,N/A,N/A,undetermined
1970,4.0,14.0,26.0,1,WD,Other,36.0,0.2656433174291274,MLQ,N/A,undetermined
1965,6.0,19.0,23.0,2,WD,Other,96.0,0.2656433174291274,MHQ,N/A,undetermined
1968,6.0,15.333333333333334,18.0,4,WOD,Agrarian,156.0,0.2656433174291274,MLQ,N/A,undetermined
1956,5.0,28.0,31.0,1,WD,Agrarian,228.0,0.2656433174291274,MHQ,N/A,undetermined
1975,2.0,9.333333333333334,21.0,1,WD,Agrarian,36.0,0.2656433174291274,N/A,N/A,undetermined
1968,6.0,21.0,26.0,1,WD,Other,60.0,0.2656433174291274,MHQ,N/A,undetermined
1970,6.0,15.0,19.0,2,WD,Manual,84.0,0.2656433174291274,MHQ,N/A,undetermined
1966,2.0,20.0,18.0,1,WD,Manual,180.0,0.2656433174291274,MHQ,N/A,undetermined
1967,5.0,19.083333333333332,30.0,1,WD,Agrarian,7.0,0.2351765307508255,MHQ,N/A,undetermined
1962,17.0,19.333333333333332,27.0,3,WOD,Manual,28.0,0.2351765307508255,NMHQ,N/A,undetermined
1958,10.0,25.0,34.0,1,WD,Manual,12.0,0.2351765307508255,NMLQ,N/A,undetermined
1947,6.0,33.0,38.0,1,WD,Other,60.0,0.2351765307508255,MHQ,MHQ,no_movement
1967,9.0,15.0,23.0,1,WD,Manual,12.0,0.2351765307508255,MLQ,N/A,undetermined
1951,6.0,31.0,30.0,2,WD,Other,24.0,0.2351765307508255,MLQ,MHQ,upward
1958,6.0,19.0,32.0,1,WD,Manual,60.0,0.2351765307508255,MLQ,N/A,undetermined
1953,9.0,35.0,31.0,2,WD,Manual,48.0,0.2351765307508255,MLQ,Unemployed,downward
1917,4.0,30.0,52.0,1,WOD,Manual,72.0,0.2351765307508255,MLQ,MLQ,no_movement
1961,6.0,18.0,35.0,1,WD,Manual,36.0,0.2351765307508255,MHQ,N/A,undetermined
1952,6.0,28.0,35.0,1,WD,Manual,60.0,0.2351765307508255,MHQ,MHQ,no_movement
1968,12.0,16.0,27.0,1,WOD,Manual,48.0,0.2351765307508255,MLQ,N/A,undetermined
1959,6.0,25.0,32.0,1,WD,Manual,60.0,0.2351765307508255,MLQ,N/A,undetermined
1951,4.0,23.0,37.0,1,WD,Manual,48.0,0.2351765307508255,MLQ,NMLQ,upward
1968,13.0,11.583333333333334,19.0,1,WD,Manual,7.0,0.2351765307508255,MHQ,N/A,undetermined
1963,8.0,20.0,28.0,1,WD,Manual,12.0,0.2351765307508255,MHQ,N/A,undetermined
1974,9.0,9.0,17.0,1,WD,Manual,96.0,0.2351765307508255,N/A,N/A,undetermined
1941,6.0,30.5,21.0,2,WOD,Agrarian,324.0,0.22611220870135446,MLQ,MLQ,no_movement
1942,7.0,12.0,34.0,1,WD,Manual,240.0,0.22611220870135446,N/A,MHQ,undetermined
1938,6.0,28.0,18.0,1,WOD,Agrarian,24.0,0.22611220870135446,MLQ,NMLQ,upward
1969,6.0,12.0,28.0,1,WD,Agrarian,24.0,0.22611220870135446,MLQ,N/A,undetermined
1924,3.0,32.416666666666664,32.0,2,WOD,Agrarian,5.0,0.22611220870135446,MLQ,MLQ,no_movement
1938,4.0,26.083333333333332,37.0,1,WD,Manual,7.0,0.22611220870135446,MHQ,MHQ,no_movement
1961,0.0,13.0,25.0,1,WD,Manual,12.0,0.22611220870135446,MLQ,N/A,undetermined
1951,3.0,29.25,25.0,1,WD,Agrarian,3.0,0.22611220870135446,MLQ,NMHQ,upward
1930,0.0,30.25,42.0,1,WD,Agrarian,3.0,0.22611220870135446,MLQ,MLQ,no_movement
1965,12.0,21.5,18.0,1,WOD,Manual,6.0,0.22611220870135446,MHQ,N/A,undetermined
1961,2.0,23.0,30.0,1,WD,Manual,36.0,0.22611220870135446,NMLQ,N/A,undetermined
1964,12.0,19.333333333333332,23.0,2,WD,Agrarian,22.0,0.22611220870135446,MLQ,N/A,undetermined
1954,9.0,33.0,34.0,1,WD,Agrarian,36.0,0.22611220870135446,MLQ,N/A,undetermined
1956,3.0,29.666666666666668,20.0,1,WD,Agrarian,8.0,0.22611220870135446,MLQ,N/A,undetermined
1955,4.0,26.0,20.0,6,WD,Agrarian,36.0,0.22611220870135446,MLQ,N/A,undetermined
1946,13.0,40.166666666666664,24.0,3,WOD,Other,26.0,0.22611220870135446,MHQ,MLQ,downward
1961,16.0,31.0,13.0,1,WD,Other,312.0,0.22611220870135446,MLQ,N/A,undetermined
1940,2.0,34.0,26.0,1,WOD,Manual,408.0,0.22611220870135446,MLQ,MLQ,no_movement
1908,2.0,30.0,44.0,1,WD,Other,576.0,0.22611220870135446,MLQ,MLQ,no_movement
1918,3.0,32.0,58.0,1,WD,Agrarian,288.0,0.22611220870135446,MHQ,MHQ,no_movement
1962,18.0,21.0,17.0,1,WD,Other,252.0,0.22611220870135446,MLQ,N/A,undetermined
1966,12.0,17.0,17.0,1,WOD,Manual,204.0,0.22611220870135446,MLQ,N/A,undetermined
1952,8.0,29.0,20.0,1,WD,Manual,336.0,0.22611220870135446,MLQ,NMHQ,upward
1917,3.0,8.083333333333334,46.0,1,WOD,Agrarian,132.0,0.22611220870135446,N/A,MLQ,undetermined
1911,3.0,3.0,59.0,2,WOD,Other,185.0,0.22611220870135446,N/A,MLQ,undetermined
1971,13.0,8.0,19.0,2,WD,Manual,103.0,0.22611220870135446,MLQ,N/A,undetermined
1960,6.0,34.666666666666664,17.0,2,WD,Manual,272.0,0.22611220870135446,MLQ,N/A,undetermined
1950,9.0,21.0,25.0,1,WOD,Other,24.0,0.5624172290213145,NMLQ,MHQ,downward
1965,8.0,18.0,21.0,1,WOD,Other,156.0,0.5624172290213145,NMLQ,N/A,undetermined
1973,9.0,7.0,19.0,1,WOD,Other,84.0,0.5624172290213145,NMLQ,N/A,undetermined
1963,12.0,24.0,15.0,1,WD,Manual,228.0,0.5624172290213145,MLQ,N/A,undetermined
1945,9.0,31.0,20.0,2,WOD,Manual,252.0,0.5624172290213145,MLQ,MHQ,upward
1958,17.0,23.0,31.0,1,WOD,Other,120.0,0.5624172290213145,NMLQ,N/A,undetermined
1924,0.0,33.166666666666664,28.0,1,WOD,Agrarian,2.0,0.5624172290213145,MLQ,NMLQ,upward
1970,3.0,21.0,23.0,1,WD,Manual,12.0,0.5624172290213145,NMLQ,N/A,undetermined
1932,0.0,39.0,17.0,2,WD,Manual,72.0,0.5624172290213145,NMLQ,NMLQ,no_movement
1959,6.0,25.25,21.0,2,WOD,Manual,15.0,0.5624172290213145,MHQ,N/A,undetermined
1943,6.0,32.0,32.0,1,WD,Other,48.0,0.5624172290213145,MHQ,NMLQ,upward
1946,12.0,42.5,17.0,2,WD,Other,253.0,0.5624172290213145,NMLQ,MHQ,downward
1919,6.0,29.5,23.0,1,WD,Other,6.0,0.5624172290213145,NMLQ,NMLQ,no_movement
1969,8.0,14.0,17.0,2,WOD,Manual,144.0,0.5624172290213145,MLQ,N/A,undetermined
1917,2.0,25.0,28.0,1,WOD,Agrarian,12.0,0.5624172290213145,NMLQ,NMLQ,no_movement
1924,4.0,29.75,30.0,2,WD,Agrarian,9.0,0.5624172290213145,NMLQ,NMLQ,no_movement
1950,12.0,30.0,12.0,1,WOD,Manual,96.0,0.5624172290213145,NMLQ,NMHQ,upward
1976,9.0,8.5,2.0,1,WD,Manual,240.0,0.5624172290213145,N/A,N/A,undetermined
1935,12.0,36.0,28.0,1,WD,Manual,144.0,0.5624172290213145,MLQ,NMLQ,upward
1956,6.0,32.25,20.0,2,WD,Agrarian,27.0,0.5624172290213145,NMLQ,N/A,undetermined
1953,0.0,30.166666666666668,19.0,2,WOD,Manual,314.0,0.5624172290213145,MHQ,MHQ,no_movement
1914,10.0,29.0,7.0,1,WOD,Manual,276.0,0.5624172290213145,MLQ,NMLQ,upward
1940,6.0,37.666666666666664,22.0,1,WOD,Manual,8.0,0.5624172290213145,MHQ,MHQ,no_movement
1956,9.0,25.0,18.0,1,WOD,Manual,300.0,0.5624172290213145,MHQ,N/A,undetermined
1918,6.0,9.25,26.0,10,WOD,Agrarian,,0.5624172290213145,MLQ,MLQ,no_movement
