birth_cohort,education,labor_exp_age45,first_migration_age,total_trips,legal_status,latest_us_occupation,accumulated_us_experience,mean_proportion_low_income,occ_age25,occ_age45,label
1928,2.0,29.416666666666668,33.0,6,WD,Agrarian,47.0,0.4261479022907242,MLQ,MLQ,no_movement
1932,2.0,29.666666666666668,23.0,6,WOD,Agrarian,20.0,0.4261479022907242,MLQ,MLQ,no_movement
1969,15.0,10.666666666666666,25.0,2,WD,Manual,32.0,0.4261479022907242,MLQ,N/A,undetermined
1974,6.0,8.5,19.0,2,WD,Other,42.0,0.4261479022907242,N/A,N/A,undetermined
1935,6.0,27.833333333333332,21.0,5,WOD,Agrarian,10.0,0.4261479022907242,MLQ,MLQ,no_movement
1963,4.0,20.5,29.0,3,WD,Manual,18.0,0.4261479022907242,MLQ,N/A,undetermined
1943,2.0,29.833333333333332,40.0,2,WD,Manual,10.0,0.4261479022907242,MLQ,NMLQ,upward
1928,2.0,26.25,18.0,7,WOD,Agrarian,27.0,0.4261479022907242,MLQ,MLQ,no_movement
1966,9.0,14.666666666666666,21.0,3,WD,Manual,20.0,0.4261479022907242,MLQ,N/A,undetermined
1956,6.0,31.0,29.0,2,WD,Manual,48.0,0.4261479022907242,MLQ,N/A,undetermined
1952,0.0,31.0,44.0,1,WD,Manual,24.0,0.4261479022907242,MLQ,MHQ,upward
1940,6.0,27.0,43.0,3,WD,Manual,24.0,0.4261479022907242,MLQ,MHQ,upward
1934,3.0,34.5,29.0,3,WOD,Agrarian,6.0,0.4261479022907242,MLQ,MLQ,no_movement
1949,5.0,29.083333333333332,31.0,9,WOD,Manual,115.0,0.4261479022907242,MLQ,MLQ,no_movement
1949,6.0,29.083333333333332,21.0,15,WOD,Manual,193.0,0.4261479022907242,MLQ,MHQ,upward
1926,2.0,31.166666666666668,28.0,1,WOD,Agrarian,2.0,0.4261479022907242,MLQ,MLQ,no_movement
1962,9.0,24.333333333333332,18.0,3,WD,Manual,40.0,0.4261479022907242,MHQ,N/A,undetermined
1964,2.0,20.0,31.0,1,WD,Manual,48.0,0.4261479022907242,MLQ,N/A,undetermined
1927,1.0,37.5,29.0,2,WOD,Agrarian,6.0,0.4261479022907242,MLQ,MLQ,no_movement
1966,11.0,16.333333333333332,20.0,1,WD,Manual,4.0,0.4261479022907242,MLQ,N/A,undetermined
1962,6.0,19.5,36.0,1,WD,Manual,6.0,0.4261479022907242,MLQ,N/A,undetermined
1958,6.0,17.5,27.0,11,WD,Manual,96.0,0.4261479022907242,MHQ,N/A,undetermined
1959,6.0,24.5,25.0,3,WD,Manual,30.0,0.4261479022907242,MLQ,N/A,undetermined
1966,4.0,18.333333333333332,21.0,1,WD,Agrarian,4.0,0.4261479022907242,MLQ,N/A,undetermined
1952,6.0,30.25,24.0,2,WD,Other,51.0,0.4261479022907242,MLQ,N/A,undetermined
1951,9.0,26.0,26.0,1,WD,Other,24.0,0.25501783542443146,NMLQ,NMLQ,no_movement
1958,6.0,26.0,38.0,1,WD,Manual,12.0,0.25501783542443146,MHQ,N/A,undetermined
1971,9.0,12.5,24.0,1,WD,Agrarian,6.0,0.25501783542443146,NMLQ,N/A,undetermined
1955,4.0,29.0,23.0,1,WD,Other,12.0,0.25501783542443146,MHQ,N/A,undetermined
1945,2.0,31.0,26.0,16,WOD,Agrarian,336.0,0.25501783542443146,N/A,MLQ,undetermined
1936,6.0,30.0,38.0,2,WD,Manual,48.0,0.25501783542443146,MLQ,MLQ,no_movement
1944,12.0,31.0,33.0,2,WD,Manual,60.0,0.25501783542443146,MLQ,NMHQ,upward
1966,5.0,17.0,18.0,2,WD,Agrarian,12.0,0.25501783542443146,MLQ,N/A,undetermined
1955,6.0,29.0,21.0,1,WD,Agrarian,24.0,0.25501783542443146,MLQ,N/A,undetermined
1960,12.0,19.0,20.0,1,WD,Agrarian,228.0,0.25501783542443146,MLQ,N/A,undetermined
1926,0.0,30.0,27.0,2,WOD,Agrarian,12.0,0.25501783542443146,MLQ,MLQ,no_movement
1959,6.0,25.0,20.0,1,WD,Other,36.0,0.25501783542443146,NMHQ,N/A,undetermined
1948,6.0,27.5,25.0,2,WOD,Agrarian,12.0,0.25501783542443146,MLQ,MLQ,no_movement
1930,6.0,30.25,17.0,2,WOD,Agrarian,63.0,0.25501783542443146,MLQ,MLQ,no_movement
1961,6.0,23.0,21.0,1,WD,Agrarian,12.0,0.25501783542443146,NMLQ,N/A,undetermined
1952,6.0,31.0,32.0,1,WD,Agrarian,156.0,0.25501783542443146,NMHQ,NMLQ,downward
1963,2.0,20.166666666666668,22.0,2,WOD,Agrarian,122.0,0.25501783542443146,MLQ,N/A,undetermined
1925,0.0,30.916666666666668,25.0,2,WD,Agrarian,23.0,0.25501783542443146,MLQ,MLQ,no_movement
1951,3.0,29.25,19.0,2,WOD,Other,27.0,0.25501783542443146,Unemployed,Unemployed,no_movement
1940,0.0,31.0,46.0,1,WD,Agrarian,156.0,0.25501783542443146,MLQ,MLQ,no_movement
1951,6.0,31.0,38.0,2,WOD,Agrarian,50.0,0.25501783542443146,MLQ,MLQ,no_movement
1961,6.0,20.166666666666668,18.0,2,WD,Other,69.0,0.25501783542443146,MLQ,N/A,undetermined
1940,0.0,31.25,24.0,4,WD,Agrarian,15.0,0.25501783542443146,MLQ,MLQ,no_movement
1959,17.0,19.5,31.0,1,WD,Manual,12.0,0.25501783542443146,MLQ,N/A,undetermined
1951,6.0,29.166666666666668,20.0,2,WOD,Manual,234.0,0.25501783542443146,MLQ,MLQ,no_movement
1955,3.0,29.25,29.0,3,WD,Agrarian,30.0,0.25501783542443146,MLQ,N/A,undetermined
1965,6.0,20.0,22.0,1,WD,Agrarian,6.0,0.25501783542443146,MLQ,N/A,undetermined
1965,6.0,18.666666666666668,33.0,1,WD,Agrarian,8.0,0.25501783542443146,MHQ,N/A,undetermined
1953,2.0,33.5,18.0,2,WD,Agrarian,18.0,0.25501783542443146,MLQ,MLQ,no_movement
1969,6.0,15.5,14.0,5,WOD,Manual,120.0,0.25501783542443146,MLQ,N/A,undetermined
1968,10.0,13.5,10.0,5,WOD,Manual,210.0,0.25501783542443146,MLQ,N/A,undetermined
1965,10.0,17.25,18.0,1,WD,Agrarian,3.0,0.25501783542443146,MHQ,N/A,undetermined
1964,5.0,16.583333333333332,18.0,3,WD,Agrarian,19.0,0.25501783542443146,MLQ,N/A,undetermined
1965,0.0,12.333333333333334,26.0,2,WD,Agrarian,4.0,0.25501783542443146,MLQ,N/A,undetermined
1940,0.0,34.0,48.0,3,WD,Agrarian,22.0,0.25501783542443146,MLQ,MLQ,no_movement
1967,9.0,15.0,23.0,2,WD,Agrarian,48.0,0.25501783542443146,MLQ,N/A,undetermined
1941,3.0,16.0,34.0,2,WD,Manual,36.0,0.25501783542443146,N/A,MLQ,undetermined
1940,2.0,19.0,56.0,2,WOD,Other,24.0,0.25501783542443146,N/A,MHQ,undetermined
1919,0.0,30.0,30.0,9,WOD,Other,91.0,0.25501783542443146,MLQ,MLQ,no_movement
1941,4.0,28.0,17.0,9,WOD,Other,56.0,0.25501783542443146,Unemployed,Unemployed,no_movement
1969,0.0,16.0,19.0,1,WD,Manual,144.0,0.2013183551036705,MHQ,N/A,undetermined
1972,6.0,15.166666666666666,17.0,1,WD,Manual,126.0,0.2013183551036705,MHQ,N/A,undetermined
1962,3.0,25.0,17.0,2,WD,Other,240.0,0.2013183551036705,NMLQ,N/A,undetermined
1965,2.0,22.0,17.0,1,WD,Manual,216.0,0.2013183551036705,MHQ,N/A,undetermined
1965,5.0,21.0,30.0,1,WD,Manual,60.0,0.2013183551036705,MHQ,N/A,undetermined
1963,6.0,24.5,23.0,2,WD,Other,150.0,0.2013183551036705,MLQ,N/A,undetermined
1936,4.0,29.333333333333332,20.0,8,WOD,Agrarian,28.0,0.33683457402333106,MLQ,MHQ,upward
1972,9.0,12.0,20.0,1,WD,Agrarian,12.0,0.33683457402333106,NMHQ,N/A,undetermined
1976,6.0,9.333333333333334,15.0,8,WOD,Manual,66.0,0.33683457402333106,N/A,N/A,undetermined
1956,6.0,28.5,16.0,1,WD,Agrarian,6.0,0.33683457402333106,MHQ,N/A,undetermined
1946,3.0,33.166666666666664,19.0,4,WD,Other,14.0,0.33683457402333106,MHQ,Unemployed,downward
1943,3.0,33.5,21.0,3,WD,Manual,66.0,0.33683457402333106,MHQ,NMLQ,upward
1957,3.0,32.25,17.0,8,WD,Manual,99.0,0.33683457402333106,MLQ,N/A,undetermined
1969,6.0,15.75,19.0,3,WD,Agrarian,21.0,0.33683457402333106,MLQ,N/A,undetermined
1956,6.0,34.666666666666664,14.0,15,WOD,Agrarian,323.0,0.33683457402333106,MHQ,N/A,undetermined
1960,4.0,31.5,17.0,3,WD,Other,102.0,0.33683457402333106,NMLQ,N/A,undetermined
1937,0.0,30.083333333333332,19.0,9,WD,Agrarian,70.0,0.33683457402333106,MLQ,MLQ,no_movement
1974,9.0,19.583333333333332,22.0,1,WD,Other,7.0,0.33683457402333106,NMLQ,N/A,undetermined
1922,1.0,32.0,23.0,10,WD,Agrarian,48.0,0.33683457402333106,MLQ,MLQ,no_movement
1967,6.0,12.583333333333334,18.0,14,WOD,Agrarian,103.0,0.33683457402333106,MLQ,N/A,undetermined
1963,6.0,23.166666666666668,16.0,4,WD,Other,50.0,0.33683457402333106,MHQ,N/A,undetermined
1968,6.0,11.0,15.0,15,WOD,Manual,108.0,0.33683457402333106,NMLQ,N/A,undetermined
1953,2.0,12.75,14.0,17,WOD,Agrarian,136.0,0.33683457402333106,N/A,MLQ,undetermined
1964,6.0,18.916666666666668,21.0,8,WOD,Agrarian,65.0,0.33683457402333106,MLQ,N/A,undetermined
1962,9.0,28.5,20.0,2,WOD,Manual,60.0,0.33683457402333106,NMLQ,N/A,undetermined
1955,3.0,31.833333333333332,24.0,7,WOD,Other,170.0,0.33683457402333106,MLQ,N/A,undetermined
1966,6.0,14.5,15.0,16,WOD,Manual,102.0,0.33683457402333106,MHQ,N/A,undetermined
1968,12.0,19.5,17.0,2,WD,Manual,42.0,0.33683457402333106,MHQ,N/A,undetermined
1920,0.0,28.0,36.0,4,WOD,Agrarian,12.0,0.33683457402333106,MLQ,NMLQ,upward
1915,2.0,29.5,30.0,13,WD,Other,68.0,0.33683457402333106,MLQ,MLQ,no_movement
1963,6.0,16.916666666666668,16.0,5,WOD,Agrarian,191.0,0.33683457402333106,MLQ,N/A,undetermined
1956,1.0,32.0,17.0,18,WOD,Agrarian,228.0,0.33683457402333106,MHQ,N/A,undetermined
1939,0.0,37.166666666666664,22.0,1,WOD,Agrarian,2.0,0.33683457402333106,MHQ,MLQ,downward
1933,0.0,35.333333333333336,25.0,4,WD,Agrarian,16.0,0.33683457402333106,MLQ,MLQ,no_movement
1974,6.0,12.666666666666666,16.0,1,WD,Agrarian,4.0,0.33683457402333106,MHQ,N/A,undetermined
1949,3.0,29.833333333333332,22.0,4,WOD,Agrarian,236.0,0.33683457402333106,MLQ,MLQ,no_movement
1960,4.0,20.083333333333332,25.0,3,WD,Manual,37.0,0.33683457402333106,MHQ,N/A,undetermined
1966,6.0,27.0,29.0,3,WD,Manual,24.0,0.33683457402333106,MLQ,N/A,undetermined
1956,3.0,21.583333333333332,22.0,17,WOD,Manual,103.0,0.33683457402333106,MLQ,N/A,undetermined
1924,0.0,19.5,19.0,38,WD,Agrarian,219.0,0.33683457402333106,MLQ,MLQ,no_movement
1953,6.0,27.666666666666668,17.0,26,WOD,Agrarian,183.0,0.33683457402333106,MLQ,MLQ,no_movement
1936,0.0,23.333333333333332,8.0,20,WD,Agrarian,136.0,0.33683457402333106,MLQ,MLQ,no_movement
1920,3.0,37.333333333333336,30.0,1,WOD,Other,4.0,0.33683457402333106,MLQ,MLQ,no_movement
1960,3.0,20.583333333333332,18.0,8,WD,Manual,65.0,0.33683457402333106,MHQ,N/A,undetermined
1965,6.0,9.75,16.0,18,WOD,Agrarian,126.0,0.33683457402333106,MLQ,N/A,undetermined
1968,6.0,9.5,15.0,15,WOD,Agrarian,120.0,0.33683457402333106,MLQ,N/A,undetermined
1965,2.0,28.0,15.0,4,WD,Manual,84.0,0.33683457402333106,NMLQ,N/A,undetermined
1960,6.0,23.5,6.0,2,WD,Agrarian,42.0,0.33683457402333106,MHQ,N/A,undetermined
1963,6.0,25.0,18.0,4,WOD,Manual,186.0,0.33683457402333106,MHQ,N/A,undetermined
1930,4.0,31.0,48.0,1,WOD,Manual,48.0,0.33683457402333106,Unemployed,NMLQ,upward
1957,6.0,29.5,16.0,4,WD,Manual,114.0,0.33683457402333106,MLQ,N/A,undetermined
1955,8.0,27.333333333333332,28.0,10,WD,Manual,100.0,0.33683457402333106,MLQ,N/A,undetermined
1937,1.0,32.0,34.0,9,WOD,Agrarian,336.0,0.33683457402333106,MLQ,MLQ,no_movement
1961,1.0,17.416666666666668,18.0,24,WD,Other,191.0,0.33683457402333106,MHQ,N/A,undetermined
1959,2.0,23.083333333333332,15.0,8,WD,Other,79.0,0.33683457402333106,MLQ,N/A,undetermined
1967,17.0,14.666666666666666,24.0,1,WOD,Other,8.0,0.33683457402333106,NMHQ,N/A,undetermined
1937,3.0,30.166666666666668,14.0,5,WOD,Agrarian,14.0,0.33683457402333106,MLQ,MHQ,upward
1972,6.0,16.5,14.0,11,WOD,Agrarian,138.0,0.33683457402333106,MLQ,N/A,undetermined
1918,0.0,25.083333333333332,24.0,13,WD,Agrarian,61.0,0.33683457402333106,MLQ,MLQ,no_movement
1951,6.0,33.5,22.0,4,WOD,Manual,162.0,0.33683457402333106,MLQ,MLQ,no_movement
1968,6.0,9.0,16.0,16,WOD,Agrarian,96.0,0.33683457402333106,MLQ,N/A,undetermined
1942,3.0,34.0,31.0,1,WD,Agrarian,12.0,0.33683457402333106,MHQ,NMHQ,upward
1974,8.0,11.0,23.0,1,WD,Manual,18.0,0.33683457402333106,NMLQ,N/A,undetermined
1942,6.0,28.833333333333332,27.0,3,WD,Other,22.0,0.33683457402333106,MHQ,MHQ,no_movement
1973,9.0,8.5,17.0,7,WOD,Agrarian,72.0,0.33683457402333106,MLQ,N/A,undetermined
1965,3.0,22.0,15.0,18,WOD,Agrarian,186.0,0.33683457402333106,MLQ,N/A,undetermined
1961,3.0,30.25,15.0,4,WOD,Manual,246.0,0.33683457402333106,MHQ,N/A,undetermined
1926,0.0,36.333333333333336,26.0,2,WD,Agrarian,4.0,0.33683457402333106,MHQ,MHQ,no_movement
1964,6.0,20.0,15.0,4,WD,Agrarian,72.0,0.33683457402333106,NMLQ,N/A,undetermined
1958,6.0,20.5,23.0,14,WD,Agrarian,102.0,0.33683457402333106,MHQ,N/A,undetermined
1937,7.0,27.666666666666668,19.0,7,WD,Agrarian,56.0,0.33683457402333106,MHQ,NMLQ,upward
1970,8.0,10.583333333333334,17.0,11,WD,Agrarian,103.0,0.33683457402333106,MLQ,N/A,undetermined
1929,2.0,33.5,18.0,8,WD,Agrarian,177.0,0.33683457402333106,MLQ,MLQ,no_movement
1957,0.0,33.25,24.0,4,WD,Other,27.0,0.33683457402333106,MLQ,N/A,undetermined
1943,3.0,29.5,30.0,16,WOD,Agrarian,156.0,0.33683457402333106,MHQ,MLQ,downward
1954,0.0,29.75,37.0,2,WD,Agrarian,9.0,0.33683457402333106,MLQ,NMLQ,upward
1932,3.0,29.916666666666668,18.0,5,WD,Manual,23.0,0.33683457402333106,MLQ,MHQ,upward
1929,0.0,26.25,26.0,10,WD,Manual,27.0,0.33683457402333106,MLQ,MLQ,no_movement
1944,6.0,33.666666666666664,16.0,36,WD,Agrarian,316.0,0.33683457402333106,MHQ,MLQ,downward
1965,6.0,16.5,15.0,15,WOD,Other,192.0,0.33683457402333106,NMLQ,N/A,undetermined
1939,2.0,26.166666666666668,18.0,3,WD,Manual,26.0,0.33683457402333106,MLQ,MHQ,upward
1963,6.0,19.75,16.0,12,WOD,Agrarian,171.0,0.33683457402333106,MLQ,N/A,undetermined
1959,3.0,25.666666666666668,18.0,20,WOD,Agrarian,206.0,0.33683457402333106,MLQ,N/A,undetermined
1976,5.0,11.0,23.0,1,WD,Manual,5.0,0.33683457402333106,N/A,N/A,undetermined
1932,0.0,36.833333333333336,21.0,4,WD,Other,118.0,0.33683457402333106,MLQ,NMLQ,upward
1946,3.0,37.0,30.0,3,WOD,Other,16.0,0.33683457402333106,MHQ,MHQ,no_movement
1946,6.0,29.5,24.0,2,WD,Manual,30.0,0.33683457402333106,MHQ,MHQ,no_movement
1957,3.0,30.583333333333332,16.0,8,WOD,Manual,178.0,0.33683457402333106,MHQ,N/A,undetermined
1957,0.0,32.5,20.0,5,WD,Other,114.0,0.33683457402333106,MHQ,N/A,undetermined
1964,4.0,25.166666666666668,21.0,1,WD,Other,14.0,0.33683457402333106,MHQ,N/A,undetermined
1965,7.0,22.666666666666668,21.0,2,WD,Other,20.0,0.33683457402333106,NMHQ,N/A,undetermined
1957,0.0,26.666666666666668,18.0,22,WOD,Agrarian,94.0,0.33683457402333106,MLQ,N/A,undetermined
1974,6.0,10.666666666666666,18.0,1,WD,Manual,20.0,0.33683457402333106,NMHQ,N/A,undetermined
1968,9.0,11.0,17.0,13,WOD,Agrarian,120.0,0.33683457402333106,MLQ,N/A,undetermined
1953,6.0,40.25,19.0,6,WD,Manual,101.0,0.33683457402333106,MHQ,NMLQ,upward
1970,6.0,17.666666666666668,23.0,3,WD,Manual,38.0,0.33683457402333106,MHQ,N/A,undetermined
1923,2.0,17.416666666666668,20.0,36,WD,Manual,215.0,0.33683457402333106,MLQ,MLQ,no_movement
1960,6.0,21.5,25.0,1,WD,Agrarian,6.0,0.33683457402333106,MLQ,N/A,undetermined
1970,6.0,16.5,17.0,1,WD,Agrarian,6.0,0.33683457402333106,NMLQ,N/A,undetermined
1971,6.0,9.0,15.0,11,WOD,Agrarian,108.0,0.33683457402333106,MLQ,N/A,undetermined
1966,6.0,11.5,18.0,16,WOD,Agrarian,96.0,0.33683457402333106,MLQ,N/A,undetermined
1968,6.0,24.333333333333332,16.0,2,WD,Agrarian,28.0,0.33683457402333106,NMLQ,N/A,undetermined
1968,6.0,16.5,13.0,9,WOD,Agrarian,198.0,0.33683457402333106,MLQ,N/A,undetermined
1965,5.0,16.916666666666668,14.0,21,WOD,Agrarian,155.0,0.33683457402333106,MLQ,N/A,undetermined
1964,3.0,20.0,14.0,19,WOD,Agrarian,144.0,0.33683457402333106,MLQ,N/A,undetermined
1967,3.0,21.25,17.0,8,WOD,Other,162.0,0.33683457402333106,MLQ,N/A,undetermined
1961,4.0,27.333333333333332,15.0,11,WOD,Manual,244.0,0.33683457402333106,MLQ,N/A,undetermined
1965,6.0,14.75,16.0,15,WOD,Agrarian,177.0,0.33683457402333106,MLQ,N/A,undetermined
1969,11.0,9.916666666666666,16.0,15,WOD,Manual,134.0,0.33683457402333106,MLQ,N/A,undetermined
1956,4.0,21.833333333333332,18.0,24,WOD,Agrarian,260.0,0.33683457402333106,MLQ,N/A,undetermined
1978,12.0,3.0,19.0,3,WD,Manual,42.0,0.33683457402333106,N/A,N/A,undetermined
1975,9.0,16.25,19.0,4,WD,Other,63.0,0.33683457402333106,NMLQ,N/A,undetermined
1947,3.0,27.0,22.0,32,WOD,Agrarian,316.0,0.33683457402333106,MLQ,MLQ,no_movement
1971,12.0,12.083333333333334,18.0,3,WOD,Manual,37.0,0.33683457402333106,MHQ,N/A,undetermined
1970,4.0,8.5,18.0,12,WOD,Manual,102.0,0.33683457402333106,MLQ,N/A,undetermined
1967,8.0,14.333333333333334,17.0,15,WOD,Agrarian,96.0,0.33683457402333106,MLQ,N/A,undetermined
1951,3.0,32.166666666666664,17.0,21,WOD,Agrarian,338.0,0.33683457402333106,MLQ,MLQ,no_movement
1947,3.0,27.916666666666668,21.0,16,WOD,Manual,320.0,0.33683457402333106,NMLQ,MLQ,downward
1919,1.0,38.583333333333336,33.0,1,WD,Agrarian,7.0,0.3126117748540345,MLQ,MHQ,upward
1960,12.0,25.833333333333332,33.0,1,WD,Manual,10.0,0.3126117748540345,MHQ,N/A,undetermined
1962,16.0,14.0,26.0,1,WOD,Other,24.0,0.3126117748540345,NMHQ,N/A,undetermined
1938,6.0,33.5,22.0,2,WOD,Agrarian,42.0,0.3126117748540345,MLQ,MLQ,no_movement
1964,6.0,21.5,28.0,1,WD,Manual,6.0,0.3126117748540345,NMLQ,N/A,undetermined
1968,6.0,23.416666666666668,30.0,1,WD,Manual,11.0,0.3126117748540345,MLQ,N/A,undetermined
1951,6.0,34.0,22.0,1,WD,Agrarian,12.0,0.3126117748540345,NMHQ,NMHQ,no_movement
1952,4.0,24.0,22.0,1,WD,Manual,120.0,0.3126117748540345,MLQ,MLQ,no_movement
1963,2.0,27.25,35.0,1,WD,Other,9.0,0.3126117748540345,MLQ,N/A,undetermined
1966,12.0,18.75,21.0,3,WD,Manual,45.0,0.3126117748540345,NMHQ,N/A,undetermined
1956,6.0,29.333333333333332,16.0,2,WD,Manual,136.0,0.3126117748540345,MHQ,N/A,undetermined
1975,5.0,12.333333333333334,23.0,2,WD,Manual,18.0,0.3126117748540345,N/A,N/A,undetermined
1960,6.0,34.0,32.0,1,WD,Manual,12.0,0.3126117748540345,NMLQ,N/A,undetermined
1936,4.0,36.166666666666664,23.0,3,WD,Agrarian,38.0,0.3126117748540345,MLQ,MLQ,no_movement
1972,10.0,15.666666666666666,18.0,2,WD,Manual,80.0,0.3126117748540345,NMLQ,N/A,undetermined
1964,12.0,14.0,21.0,1,WD,Manual,6.0,0.3126117748540345,NMHQ,N/A,undetermined
1974,9.0,13.0,14.0,1,WD,Manual,12.0,0.3126117748540345,MLQ,N/A,undetermined
1961,6.0,20.083333333333332,34.0,1,WOD,Other,2.0,0.3126117748540345,MLQ,N/A,undetermined
1976,8.0,8.416666666666666,19.0,2,WOD,Manual,60.0,0.3126117748540345,N/A,N/A,undetermined
1956,3.0,30.0,21.0,2,WD,Manual,72.0,0.3126117748540345,MLQ,N/A,undetermined
1956,6.0,28.0,33.0,2,WD,Other,48.0,0.3126117748540345,MLQ,N/A,undetermined
1966,8.0,24.0,22.0,1,WD,Manual,36.0,0.3126117748540345,MHQ,N/A,undetermined
1941,0.0,39.0,34.0,1,WD,Other,24.0,0.3126117748540345,MLQ,MLQ,no_movement
1977,3.0,12.5,20.0,1,WD,Manual,6.0,0.3126117748540345,N/A,N/A,undetermined
1975,6.0,12.5,24.0,1,WD,Other,6.0,0.3126117748540345,N/A,N/A,undetermined
1967,9.0,16.0,17.0,1,WOD,Manual,192.0,0.3126117748540345,MLQ,N/A,undetermined
1971,6.0,16.0,23.0,1,WD,Manual,12.0,0.3126117748540345,MHQ,N/A,undetermined
1970,8.0,11.75,28.0,1,WD,Manual,3.0,0.3126117748540345,MHQ,N/A,undetermined
1957,12.0,37.0,17.0,1,WD,Manual,12.0,0.3126117748540345,MHQ,N/A,undetermined
1936,5.0,9.0,37.0,1,WD,Other,48.0,0.3126117748540345,N/A,NMHQ,undetermined
1934,8.0,28.0,34.0,2,WD,Manual,48.0,0.3126117748540345,MLQ,MHQ,upward
1970,6.0,10.0,20.0,2,WD,Agrarian,36.0,0.3126117748540345,MHQ,N/A,undetermined
1940,2.0,38.0,35.0,2,WOD,Manual,48.0,0.3126117748540345,MLQ,MHQ,upward
1964,9.0,23.0,21.0,1,WD,Other,12.0,0.3126117748540345,MHQ,N/A,undetermined
1945,3.0,32.0,23.0,1,WD,Agrarian,72.0,0.3126117748540345,MLQ,MHQ,upward
1961,3.0,26.5,24.0,2,WD,Manual,18.0,0.3126117748540345,MLQ,N/A,undetermined
1956,6.0,32.0,19.0,1,WD,Manual,24.0,0.3126117748540345,NMLQ,N/A,undetermined
1961,8.0,24.0,15.0,2,WD,Manual,168.0,0.3126117748540345,MLQ,N/A,undetermined
1965,4.0,29.0,19.0,1,WD,Agrarian,36.0,0.3126117748540345,MHQ,N/A,undetermined
1951,17.0,29.0,22.0,1,WD,Manual,12.0,0.3126117748540345,NMHQ,NMHQ,no_movement
1974,6.0,12.0,17.0,2,WD,Agrarian,84.0,0.3126117748540345,MLQ,N/A,undetermined
1965,9.0,21.0,15.0,3,WOD,Manual,156.0,0.3126117748540345,Unemployed,N/A,undetermined
1974,9.0,12.0,22.0,1,WD,Other,12.0,0.3126117748540345,MHQ,N/A,undetermined
1967,3.0,19.0,21.0,1,WD,Manual,60.0,0.3126117748540345,MHQ,N/A,undetermined
1948,4.0,15.0,31.0,1,WD,Other,60.0,0.3126117748540345,N/A,Unemployed,undetermined
1917,2.0,37.0,34.0,2,WOD,Agrarian,24.0,0.3126117748540345,MLQ,MLQ,no_movement
1925,3.0,31.0,26.0,9,WOD,Other,102.0,0.3126117748540345,MLQ,MLQ,no_movement
1973,9.0,9.0,20.0,2,WD,Manual,84.0,0.3126117748540345,MHQ,N/A,undetermined
1952,3.0,34.0,38.0,1,WD,Other,36.0,0.3126117748540345,MLQ,MHQ,upward
1967,6.0,19.916666666666668,28.0,1,WD,Manual,11.0,0.3126117748540345,MLQ,N/A,undetermined
1967,6.0,17.5,28.0,1,WD,Manual,6.0,0.3126117748540345,MHQ,N/A,undetermined
1966,3.0,18.0,22.0,1,WD,Other,12.0,0.3126117748540345,NMLQ,N/A,undetermined
1954,2.0,25.583333333333332,40.0,2,WD,Agrarian,7.0,0.3126117748540345,NMHQ,NMHQ,no_movement
1970,6.0,6.5,23.0,3,WD,Manual,30.0,0.3126117748540345,MHQ,N/A,undetermined
1938,6.0,27.75,19.0,3,WOD,Agrarian,9.0,0.3126117748540345,MHQ,NMLQ,upward
1960,8.0,29.0,32.0,1,WD,Agrarian,12.0,0.3126117748540345,MLQ,N/A,undetermined
1973,9.0,21.0,24.0,1,WD,Other,12.0,0.3126117748540345,Unemployed,N/A,undetermined
1970,2.0,21.75,25.0,1,WOD,Manual,9.0,0.3126117748540345,MHQ,N/A,undetermined
1969,6.0,16.0,29.0,1,WD,Other,6.0,0.3126117748540345,MLQ,N/A,undetermined
1958,6.0,26.0,37.0,1,WD,Other,12.0,0.3126117748540345,MHQ,N/A,undetermined
1931,4.0,31.0,39.0,2,WOD,Manual,24.0,0.3126117748540345,MHQ,Unemployed,downward
1970,3.0,16.333333333333332,20.0,1,WD,Other,10.0,0.3126117748540345,MLQ,N/A,undetermined
1969,6.0,14.0,17.0,1,WD,Other,168.0,0.3126117748540345,NMLQ,N/A,undetermined
1967,6.0,11.0,22.0,1,WD,Manual,108.0,0.3126117748540345,MLQ,N/A,undetermined
1967,9.0,21.0,19.0,2,WOD,Manual,144.0,0.3126117748540345,MLQ,N/A,undetermined
1973,6.0,16.0,22.0,2,WD,Manual,36.0,0.3126117748540345,MLQ,N/A,undetermined
1966,5.0,23.0,28.0,2,WD,Manual,36.0,0.3126117748540345,MLQ,N/A,undetermined
1963,6.0,12.0,26.0,1,WD,Other,144.0,0.3126117748540345,N/A,N/A,undetermined
1961,6.0,28.0,29.0,2,WD,Manual,120.0,0.3126117748540345,MHQ,N/A,undetermined
1962,12.0,21.0,20.0,1,WOD,Manual,228.0,0.3126117748540345,MLQ,N/A,undetermined
1964,5.0,25.0,17.0,2,WD,Manual,192.0,0.3126117748540345,MLQ,N/A,undetermined
1948,4.0,23.0,23.0,1,WD,Manual,360.0,0.3126117748540345,MHQ,NMHQ,upward
1963,6.0,31.0,16.0,2,WOD,Manual,252.0,0.3126117748540345,MLQ,N/A,undetermined
1972,9.0,22.0,17.0,1,WD,Manual,144.0,0.3126117748540345,MLQ,N/A,undetermined
1960,4.0,34.0,14.0,1,WOD,Manual,324.0,0.3126117748540345,MLQ,N/A,undetermined
1965,17.0,11.0,25.0,1,WOD,Manual,132.0,0.3126117748540345,MLQ,N/A,undetermined
1974,8.0,11.0,25.0,1,WD,Manual,24.0,0.3126117748540345,MLQ,N/A,undetermined
