Classifier,time_s
15-NN,4.222764015197754
Naïve Bayes,3.041876792907715
Decision Tree,1.7394607067108154
Random Forest,7.899718523025513
GBM,66.74886202812195
MLP,11.72102165222168
RBF SVM,3.889437437057495
Logistic Regression,0.23073053359985352
