sex,age,statebrn,placebrn,marstat,edyrs,occ,usyrl,usdurl,usdocl,usstatel,usplacel,usoccl,usbyl,ustrips,reltrip,paistrip,sport,social,chicanos,blacks,anglos,latinos,lodging,english,finhelp,bankacct,remit1,remit2,remit3,remit4,remit5,savings1,savings2,savings3,savings4,savings5,schools,unemp,foodst,welfare,doctor,hospital,uswagel_adj_2019,rent_adj_2019,food_adj_2019,remit_adj_2019,savings_adj_2019,savretrn_adj_2019,target
1,22.0,18,0,3,5,810,1990.0,6.0,8,145,,810,,1.0,2,1,2,2,,,,,2,0,2,2,12,11,8888,8888,8888,8888,8888,8888,8888,8888,2,2,2,2,2,2,9.780298393267024,0.0,0.0,39.1211935730681,0.0,352.0907421576129,1
1,26.0,16,97,3,1,410,1990.0,6.0,8,105,7777,410,,3.0,1,1,2,2,2,2,2,2,4,0,6,2,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,2,2,2,2,2,2,10.691974907063198,712.7983271375466,712.7983271375466,0.0,285.11933085501863,712.7983271375466,1
1,59.0,18,0,6,0,410,1980.0,12.0,8,105,5945,810,1,1.0,2,1,2,2,1,2,1,2,2,0,2,2,11,8888,8888,8888,8888,11,8888,8888,8888,8888,2,2,2,2,1,2,9.780298393267024,136.92417750573836,156.4847742922724,782.423871461362,391.211935730681,1173.635807192043,2
1,72.0,14,15,4,3,50,1950.0,1.0,8,103,,410,1,1.0,2,1,2,2,2,2,2,1,1,0,6,2,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,2,2,2,2,2,2,10.805452240067625,0.0,302.5526627218935,0.0,0.0,0.0,2
1,41.0,18,0,3,6,410,1983.0,3.0,5,147,7777,410,,2.0,2,1,2,2,2,2,2,2,3,0,6,2,8,11,8888,8888,8888,4,8888,8888,8888,8888,2,2,2,2,2,2,19.449814032121726,1026.5179628064245,432.218089602705,0.0,0.0,1512.7633136094673,2
2,60.0,18,0,4,0,20,1990.0,6.0,8,105,7400,820,1,1.0,1,1,2,2,2,2,2,1,4,0,6,2,2,12,8888,8888,8888,2,11,8888,8888,8888,2,2,2,2,1,1,17.819958178438664,475.19888475836433,213.83949814126396,118.79972118959108,831.5980483271376,0.0,2
1,32.0,18,17,2,1,410,1980.0,12.0,8,105,,810,1,1.0,1,2,2,2,2,2,2,1,3,0,6,2,8888,8888,8888,8888,8888,11,8888,8888,8888,8888,2,2,2,2,2,2,10.30875,2185.455,1237.0500000000002,18.55575,371.115,0.0,2
1,35.0,18,0,2,9,524,1978.0,96.0,8,144,1920,524,1,2.0,1,2,2,2,1,2,1,1,4,3,6,1,11,8888,8888,8888,8888,8,3,4,9,5,1,2,1,2,1,1,16.328458029197083,1399.5821167883214,1399.5821167883214,699.7910583941607,1166.3184306569344,0.0,2
1,66.0,14,80,2,2,713,1956.0,24.0,8,105,680,410,1,3.0,2,1,2,2,1,2,2,1,3,1,6,2,,,,,,14,11,8888,8888,8888,2,2,2,2,1,1,15.415937059859155,810.1806338028169,562.6254401408451,1125.2508802816901,900.2007042253522,0.0,2
1,68.0,14,27,4,3,10,1983.0,1.0,8,105,4940,549,1,2.0,2,1,2,2,1,2,2,2,4,0,6,2,12,8888,8888,8888,8888,12,8888,8888,8888,8888,2,2,2,2,1,2,26.49295336787565,238.43658031088083,370.9013471502591,0.0,0.0,0.0,2
1,36.0,18,0,2,3,410,1988.0,7.0,8,105,4480,549,1,1.0,1,2,2,2,2,2,1,2,4,0,3,2,11,8888,8888,8888,8888,11,8888,8888,8888,8888,2,2,2,2,2,2,11.262422907488988,469.2676211453745,525.5797356828194,750.8281938325993,469.2676211453745,0.0,2
1,62.0,18,6,2,0,522,1946.0,2.0,8,105,5945,410,1,6.0,2,2,2,2,2,2,2,2,6,0,6,2,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,2,2,2,2,2,2,12.6797625,1030.875,989.64,0.0,1030.875,0.0,2
1,31.0,18,6,1,9,119,1983.0,60.0,8,105,5945,810,1,1.0,2,1,2,2,1,2,1,1,2,1,4,2,3,8888,8888,8888,8888,8,14,8888,8888,8888,2,2,2,2,1,2,11.731690528634363,938.535242290749,900.9938325991191,750.8281938325993,0.0,0.0,2
1,31.0,18,3,3,6,60,1982.0,10.0,8,105,4480,549,1,1.0,1,1,2,2,,,,,4,1,4,2,11,8888,8888,8888,8888,8,11,8888,8888,8888,2,2,2,2,1,2,15.463125,896.86125,577.2900000000001,0.0,0.0,0.0,2
1,40.0,18,0,2,3,410,1989.0,24.0,8,105,5945,549,1,1.0,2,1,2,2,2,2,2,1,2,0,2,2,,,,,,11,8888,8888,8888,8888,2,2,2,2,2,2,63.525319472616644,1742.4087626774851,5185.740365111562,363.0018255578094,0.0,0.0,2
1,37.0,14,40,2,9,410,1979.0,12.0,8,141,,410,1,2.0,1,1,2,2,2,2,2,1,4,0,4,2,9,8888,8888,8888,8888,2,8888,8888,8888,8888,2,2,2,2,2,2,9.22705721830986,900.2007042253522,360.0802816901409,0.0,675.1505281690141,0.0,2
1,55.0,14,67,2,1,410,1961.0,2.0,8,105,6780,410,1,1.0,2,1,2,2,1,2,2,2,3,0,6,2,8888,8888,8888,8888,8888,,,,,,2,2,2,2,2,2,28.094175824175828,1404.7087912087914,1037.323415046492,172.887235841082,540.2726120033813,0.0,2
1,26.0,18,0,2,6,410,1991.0,1.0,1,105,5945,549,1,5.0,2,2,2,2,2,2,1,1,3,3,3,2,11,8888,8888,8888,8888,14,8888,8888,8888,8888,2,2,2,2,2,2,11.262422907488988,1126.2422907488988,750.8281938325993,0.0,0.0,0.0,2
1,54.0,16,89,2,3,713,1973.0,12.0,8,105,4480,410,1,4.0,2,2,2,1,2,2,2,2,4,0,6,2,8888,8888,8888,8888,8888,11,9,8888,8888,8888,2,2,2,2,2,2,19.709144885883347,1318.2651732882505,691.548943364328,0.0,0.0,0.0,2
1,30.0,18,0,2,10,629,1989.0,3.0,8,105,5945,549,1,2.0,1,1,1,2,1,2,2,1,4,1,4,2,8888,8888,8888,8888,8888,8,11,8888,8888,8888,2,2,2,2,1,1,16.33309831675593,1359.4614766641166,1173.635807192043,0.0,0.0,0.0,2
1,51.0,14,20,2,0,410,1960.0,7.0,8,105,2840,410,1,1.0,2,1,2,2,2,2,1,2,3,0,6,2,11,8888,8888,8888,8888,15,8888,8888,8888,8888,2,2,2,2,2,2,10.758328232593728,0.0,782.423871461362,1173.635807192043,,13692.417750573835,2
1,40.0,18,0,3,0,410,1980.0,2.0,8,114,1600,549,1,1.0,1,2,2,2,1,1,2,2,2,0,6,2,11,8888,8888,8888,8888,11,8888,8888,8888,8888,2,2,2,2,2,2,,0.0,,,,,2
1,55.0,18,17,2,3,524,1966.0,2.0,8,105,7485,410,,3.0,2,1,2,2,2,2,2,2,3,0,6,2,,,,,,,,,,,2,2,2,2,2,2,13.76144138755981,0.0,0.0,0.0,110.09153110047848,110.09153110047848,2
1,28.0,18,0,2,12,529,1985.0,8.0,8,148,,410,1,1.0,1,2,1,2,1,1,1,2,4,3,4,2,11,8888,8888,8888,8888,8,11,8888,8888,8888,2,2,2,2,2,2,12.3705,61.8525,82.47,1237.0500000000002,0.0,824.7,2
1,32.0,18,0,3,6,410,1990.0,3.0,1,105,7400,810,1,10.0,2,1,2,2,2,2,2,2,2,2,6,2,8888,8888,8888,8888,8888,2,11,8888,8888,8888,2,1,2,2,1,1,11.14934178498986,0.0,,,,,2
1,32.0,18,14,3,2,529,1978.0,9.0,8,105,5945,549,,1.0,1,1,2,2,2,2,2,2,4,0,4,2,,,,,,2,8,14,8888,8888,2,2,2,2,2,2,2.8321284431137728,0.0,0.0,153.08802395209582,0.0,382.72005988023955,2
1,74.0,18,6,4,1,10,1952.0,7.0,2,144,7777,410,1,1.0,1,1,2,2,2,2,1,2,3,0,6,2,11,8888,8888,8888,8888,8,11,8888,8888,8888,2,2,2,2,2,2,,,,,,,2
1,40.0,16,57,2,9,529,1984.0,6.0,1,148,,410,1,6.0,1,1,1,2,1,1,1,1,4,3,2,2,11,9,8888,8888,8888,16,8888,8888,8888,8888,1,2,2,2,1,1,1.0406280528052805,0.0,,0.0,,281.25082508250824,2
1,38.0,18,0,2,3,410,1976.0,30.0,8,105,5945,549,1,1.0,1,1,2,2,1,2,1,2,4,2,4,2,2,12,11,16,8888,2,12,8,11,8888,2,2,2,2,1,1,,,,844.6817180616741,,5631.211453744494,2
1,59.0,14,80,2,3,410,1979.0,24.0,8,105,7400,410,1,4.0,2,1,2,2,1,1,1,1,2,1,6,2,2,12,11,8888,8888,14,11,8888,8888,8888,2,2,2,2,1,1,5.831592153284673,0.0,0.0,0.0,0.0,0.0,2
1,38.0,16,53,2,3,410,1977.0,8.0,8,105,5945,549,1,1.0,1,1,2,2,2,2,2,2,4,0,4,2,11,8888,8888,8888,8888,11,8888,8888,8888,8888,2,2,2,2,2,2,,0.0,,0.0,,2506.4411764705883,2
1,67.0,14,84,2,0,410,1979.0,4.0,8,105,7400,410,1,6.0,2,1,2,2,2,2,1,2,4,1,6,2,11,8888,8888,8888,8888,11,8888,8888,8888,8888,2,2,2,2,2,2,3.2776538461538465,0.0,104.88492307692309,0.0,0.0,0.0,2
1,63.0,26,29,2,0,720,1954.0,6.0,8,105,2840,410,1,2.0,2,1,2,2,2,2,2,2,3,0,6,2,8888,8888,8888,8888,8888,16,8888,8888,8888,8888,2,2,2,2,2,2,7.947886010362694,0.0,317.91544041450777,,,264.92953367875646,2
1,45.0,18,0,2,6,524,1978.0,3.0,8,105,2840,410,1,4.0,2,2,2,2,2,2,2,2,2,0,6,2,8888,8888,8888,8888,8888,,,,,,2,2,2,2,2,2,10.496865875912409,233.2636861313869,233.2636861313869,116.63184306569345,,233.2636861313869,2
1,42.0,18,2,2,3,410,1990.0,6.0,8,138,7777,819,1,8.0,1,1,2,2,1,1,1,1,4,2,6,1,,,,,,16,8888,8888,8888,8888,2,1,2,2,2,2,2.866109865470852,0.0,229.28878923766817,286.6109865470852,,343.93318385650224,1
1,57.0,18,0,3,0,410,1976.0,2.0,8,105,7480,410,1,3.0,1,1,2,2,2,2,2,2,4,0,6,2,11,8888,8888,8888,8888,8,11,8888,8888,8888,2,2,2,2,2,2,7.82423871461362,0.0,195.6059678653405,0.0,,978.0298393267025,2
1,49.0,18,,3,6,410,1990.0,7.0,8,105,2840,410,1,2.0,1,1,2,2,2,2,2,1,4,0,4,2,8,11,8888,8888,8888,14,8888,8888,8888,8888,2,2,2,2,2,2,3.631491477272727,0.0,290.51931818181816,0.0,0.0,0.0,2
1,37.0,18,0,2,6,529,1986.0,3.0,8,105,7777,410,1,1.0,1,1,2,2,2,2,2,2,4,0,4,2,11,8888,8888,8888,8888,11,8888,8888,8888,8888,2,2,2,2,2,2,11.73635807192043,195.6059678653405,215.16656465187455,195.6059678653405,586.8179035960216,2249.4686304514157,2
1,31.0,18,0,3,9,524,1988.0,9.0,8,105,6780,549,1,1.0,1,1,2,1,2,2,2,2,4,0,6,2,8888,8888,8888,8888,8888,2,8,11,8888,8888,2,2,2,2,2,2,4.491271621621622,0.0,0.0,403.0628378378379,575.8040540540541,1151.6081081081081,2
2,24.0,18,0,1,9,810,1984.0,6.0,8,103,6200,819,1,1.0,1,2,2,2,2,1,1,1,4,1,4,2,8888,8888,8888,8888,8888,8,16,8888,8888,8888,2,2,2,2,2,2,,0.0,,,,1030.875,2
1,35.0,18,0,2,0,410,1970.0,1.0,8,105,8735,410,,1.0,2,1,2,2,2,2,2,2,3,0,6,2,8888,8888,8888,8888,8888,2,11,8888,8888,8888,2,2,2,2,2,2,2.445074598316756,0.0,0.0,293.4089517980108,391.211935730681,2151.6656465187457,2
1,39.0,18,0,2,3,30,1972.0,2.0,8,105,2840,410,1,1.0,2,1,2,2,2,2,2,2,2,0,6,2,,,,,,14,11,8888,8888,8888,2,2,2,2,2,2,10.32388766519824,202.7236123348018,375.4140969162996,281.5605726872247,,1313.9493392070485,2
1,41.0,18,0,2,0,529,1989.0,24.0,8,136,7777,410,,4.0,1,2,2,2,1,2,1,1,4,3,6,2,11,9,8888,8888,8888,11,9,8888,8888,8888,2,2,2,2,2,2,,0.0,0.0,391.211935730681,,,2
1,45.0,18,0,2,6,819,1978.0,19.0,8,105,4480,410,1,2.0,2,1,2,2,2,2,2,2,2,0,6,1,11,8888,8888,8888,8888,8,14,11,8888,8888,2,2,2,2,2,2,4.495068131868132,0.0,0.0,1080.5452240067625,,1944.9814032121726,2
1,67.0,32,48,2,0,713,1950.0,24.0,2,104,7777,410,1,3.0,2,2,2,2,1,2,1,2,3,1,3,2,11,8888,8888,8888,8888,11,8888,8888,8888,8888,2,2,2,2,2,2,1.8984430693069307,0.0,0.0,,,421.8762376237624,2
1,40.0,18,0,2,6,113,1980.0,48.0,8,105,4480,810,1,4.0,1,2,2,2,1,1,1,1,7,0,6,2,11,8888,8888,8888,8888,7,11,8888,8888,8888,2,2,2,2,2,1,10.758328232593728,195.6059678653405,234.7271614384086,782.423871461362,0.0,782.423871461362,2
1,64.0,18,,2,2,410,1962.0,1.0,2,103,,410,1,2.0,2,2,2,2,2,1,2,1,3,0,6,2,11,8888,8888,8888,8888,11,8888,8888,8888,8888,2,2,2,2,2,2,9.789620661157025,211.28677685950416,422.5735537190083,457.7880165289257,352.1446280991736,1760.723140495868,2
1,22.0,18,0,3,12,629,1988.0,4.0,8,105,2840,410,1,1.0,1,1,2,2,1,2,2,1,4,1,4,2,11,8888,8888,8888,8888,2,8888,8888,8888,8888,2,2,2,2,2,2,14.765668316831684,0.0,84.37524752475248,0.0,0.0,0.0,2
1,48.0,18,0,2,3,410,1990.0,6.0,1,105,8720,410,1,13.0,2,2,2,2,2,1,2,1,3,1,2,2,11,8888,8888,8888,8888,11,8888,8888,8888,8888,2,2,2,1,1,2,,279.91642335766426,186.61094890510952,233.2636861313869,,1399.5821167883214,2
1,62.0,18,8,2,2,410,1951.0,6.0,2,105,4940,410,1,3.0,2,2,2,2,2,1,1,1,3,0,6,2,16,8888,8888,8888,8888,4,8888,8888,8888,8888,2,2,2,2,2,2,4.890149196633512,0.0,391.211935730681,391.211935730681,195.6059678653405,1564.847742922724,2
1,35.0,14,80,2,4,410,1990.0,6.0,8,105,4480,549,1,3.0,1,1,2,2,2,2,2,2,4,0,4,2,11,16,8888,8888,8888,2,11,8888,8888,8888,2,2,2,2,1,2,11.73635807192043,117.3635807192043,234.7271614384086,195.6059678653405,,,2
1,37.0,18,0,2,6,410,1978.0,1.0,8,105,7320,410,1,4.0,2,1,2,2,2,2,2,2,2,0,2,2,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,2,2,2,2,2,2,,,,349.89552919708035,,466.5273722627738,2
1,67.0,16,53,2,0,410,1989.0,3.0,8,105,4940,410,,2.0,2,1,2,2,2,2,2,2,2,0,2,2,11,8888,8888,8888,8888,8,11,8888,8888,8888,2,2,2,2,2,2,5.939986059479555,0.0,332.63921933085504,475.19888475836433,0.0,0.0,2
1,32.0,18,0,2,18,629,1990.0,2.0,8,105,4480,113,1,2.0,2,1,2,2,2,2,2,2,2,0,2,2,15,8888,8888,8888,8888,11,8888,8888,8888,8888,2,2,2,2,2,2,10.393822208737864,155.13167475728156,0.0,186.15800970873786,310.2633495145631,775.6583737864078,2
1,42.0,18,0,2,2,410,1975.0,2.0,8,105,7777,410,1,1.0,2,1,2,2,1,2,2,2,1,0,6,2,8888,8888,8888,8888,8888,11,8888,8888,8888,8888,2,2,2,2,2,2,5.255171666666667,0.0,0.0,355.07916666666665,,1420.3166666666666,2
1,36.0,10,,2,3,559,1990.0,3.0,8,138,7777,410,1,4.0,2,1,2,2,2,2,2,2,2,0,4,2,11,8888,8888,8888,8888,11,8888,8888,8888,8888,2,2,2,2,2,2,,,190.07955390334575,950.3977695167287,,1425.5966542750932,2
1,29.0,18,0,2,6,410,1988.0,2.0,8,105,4940,410,1,1.0,2,1,2,2,2,2,2,2,4,0,4,2,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,2,2,2,2,2,2,,0.0,0.0,489.01491966335124,,1956.059678653405,2
1,66.0,18,0,3,1,711,1960.0,8.0,2,105,4940,410,1,2.0,2,1,2,2,2,1,2,2,3,0,6,2,8888,8888,8888,8888,8888,8,11,16,8888,8888,2,2,2,2,1,1,6.552799923488907,0.0,0.0,391.211935730681,0.0,0.0,2
1,40.0,18,0,2,3,559,1982.0,2.0,8,148,,410,1,5.0,2,1,2,2,2,2,2,2,2,0,6,2,,,,,,8888,8888,8888,8888,8888,2,2,2,2,1,2,3.3757526408450707,45.01003521126761,67.51505281690142,112.52508802816902,67.51505281690142,1350.3010563380283,2
1,35.0,18,0,3,14,819,1976.0,173.0,8,105,7400,819,,2.0,1,1,2,2,1,1,1,1,6,4,6,1,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,2,2,1,2,1,1,,0.0,0.0,337.57526408450707,,675.1505281690141,1
1,28.0,18,0,2,14,42,1988.0,42.0,1,105,7400,810,1,2.0,1,1,1,2,2,1,1,1,2,3,6,2,8888,8888,8888,8888,8888,15,8888,8888,8888,8888,2,2,2,2,1,1,9.307900485436893,0.0,372.31601941747573,310.2633495145631,310.2633495145631,1241.0533980582525,1
1,30.0,18,0,2,11,810,1985.0,78.0,1,105,7400,810,1,3.0,1,1,2,2,1,1,1,1,4,3,1,1,11,8888,8888,8888,8888,8888,8888,8888,8888,8888,1,2,2,2,1,1,,0.0,,176.0723140495868,70.42892561983471,704.2892561983472,1
1,63.0,18,,2,2,50,1989.0,30.0,1,105,7400,549,1,5.0,1,1,2,2,1,2,2,2,4,3,6,2,,8888,8888,8888,8888,8888,8888,8888,8888,8888,1,1,2,2,1,1,1.8801486897717667,0.0,324.1635672020288,64.83271344040575,0.0,216.1090448013525,1
1,25.0,5,35,2,9,523,1986.0,66.0,8,105,7400,819,1,1.0,1,1,2,2,1,1,1,1,4,3,4,2,8,11,8888,8888,8888,8888,8888,8888,8888,8888,1,1,1,1,1,1,,,,0.0,,,1
1,30.0,18,0,2,12,810,1990.0,18.0,8,105,7400,810,1,1.0,1,1,1,2,2,1,1,1,4,3,4,1,8,11,8888,8888,8888,8888,8888,8888,8888,8888,2,2,2,2,1,1,11.73635807192043,391.211935730681,586.8179035960216,743.3026778882939,,1173.635807192043,1
1,27.0,18,0,2,6,549,1987.0,54.0,1,105,7400,549,1,4.0,1,1,2,2,2,2,2,2,4,1,2,1,8,11,8888,8888,8888,8888,8888,8888,8888,8888,2,2,2,2,1,1,,0.0,77.00512048192772,205.34698795180725,154.01024096385544,641.7093373493976,1
1,29.0,18,0,1,11,810,1982.0,114.0,8,105,7400,810,1,1.0,1,1,2,2,2,2,1,1,4,3,4,2,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,2,2,2,2,1,2,,,,359.4474516695958,,0.0,1
1,24.0,18,0,2,9,819,1991.0,6.0,1,105,7400,819,1,4.0,1,1,2,2,1,1,1,1,4,3,4,2,8,11,8888,8888,8888,8888,8888,8888,8888,8888,2,1,1,1,1,1,10.55600125120308,0.0,196.8485081809432,615.1515880654475,246.06063522617902,7381.81905678537,1
1,31.0,18,0,3,5,810,1985.0,78.0,1,105,7400,810,1,3.0,1,1,2,2,1,1,1,1,1,3,6,2,11,8888,8888,8888,8888,8888,8888,8888,8888,8888,2,2,2,2,1,1,13.723918711656442,235.26717791411042,235.26717791411042,,,1176.3358895705521,1
1,29.0,18,0,2,16,810,1989.0,30.0,8,105,7400,810,1,4.0,1,1,2,2,1,2,1,1,2,3,2,1,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,2,2,1,2,1,1,,0.0,,988.3646907216496,,,1
1,26.0,18,0,2,16,810,1991.0,6.0,8,105,7400,810,1,5.0,1,1,2,2,2,2,2,2,4,3,4,1,11,9,8888,8888,8888,8888,8888,8888,8888,8888,2,2,2,2,2,2,2.946233085501859,0.0,0.0,0.0,0.0,0.0,1
1,25.0,18,0,3,6,559,1989.0,30.0,8,105,7400,559,1,2.0,1,1,2,2,1,1,1,2,4,3,6,2,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,2,2,2,2,1,2,3.690909528392685,0.0,,615.1515880654475,,492.12127045235803,1
1,47.0,14,79,2,3,721,1974.0,210.0,8,105,7400,549,1,2.0,1,1,2,2,1,1,1,1,4,3,6,1,11,8888,8888,8888,8888,8888,8888,8888,8888,8888,1,1,2,2,1,1,6.483271344040575,0.0,,64.83271344040575,194.49814032121725,194.49814032121725,1
1,34.0,18,0,3,4,524,1987.0,42.0,1,105,7400,549,1,3.0,1,1,2,2,1,1,1,1,2,4,6,1,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,1,2,2,2,1,2,,,,391.211935730681,,,1
1,36.0,18,,2,13,549,1988.0,30.0,1,105,7400,549,1,5.0,1,1,2,2,1,2,1,2,2,3,6,1,11,8888,8888,8888,8888,8888,8888,8888,8888,8888,1,1,1,2,1,1,1.3218788778877886,0.0,0.0,295.31336633663364,0.0,0.0,1
1,25.0,18,0,2,5,526,1982.0,114.0,8,105,7400,526,1,2.0,1,1,2,2,1,2,1,1,2,4,6,2,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,1,1,1,2,1,1,3.051453098699312,0.0,0.0,293.4089517980108,586.8179035960216,586.8179035960216,1
1,36.0,18,0,2,13,549,1991.0,6.0,1,105,7400,549,1,3.0,1,1,2,2,2,1,1,2,2,3,6,1,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,2,2,1,1,1,1,28.406333333333336,0.0,284.06333333333333,596.533,596.533,,1
2,52.0,18,0,6,6,549,1988.0,42.0,1,105,7360,522,1,3.0,1,1,2,2,1,2,1,1,2,3,6,1,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,1,1,2,2,1,1,5.4583702554744535,373.22189781021905,186.61094890510952,1166.3184306569344,699.7910583941607,1632.8458029197081,1
1,29.0,18,0,2,11,527,1990.0,12.0,1,105,7400,527,1,3.0,1,1,2,2,1,1,1,1,2,3,5,1,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,1,2,2,2,1,1,,,,0.0,0.0,0.0,1
1,37.0,11,0,2,6,417,1990.0,6.0,1,113,7777,417,1,10.0,2,2,2,2,2,2,1,2,3,3,6,2,11,8888,8888,8888,8888,11,8888,8888,8888,8888,2,2,2,2,1,1,3.8782918689320387,108.59217233009709,93.07900485436893,310.2633495145631,0.0,2494.5173300970873,2
1,46.0,11,0,2,13,211,1971.0,2.0,8,144,1920,810,,2.0,1,1,2,2,2,2,2,2,4,3,4,2,,,,,,,,,,,2,2,2,2,2,2,,,,0.0,0.0,0.0,2
1,52.0,11,0,2,1,529,1972.0,12.0,8,144,7777,549,1,1.0,1,2,2,2,2,2,2,2,3,0,6,2,8888,8888,8888,8888,8888,16,8888,8888,8888,8888,2,2,2,2,2,2,11.88599746407439,237.71994928148774,172.887235841082,432.218089602705,,6483.271344040575,2
1,32.0,11,0,2,9,529,1989.0,5.0,1,144,1920,549,1,6.0,2,1,2,2,1,1,1,1,2,0,2,2,12,8888,8888,8888,8888,12,8,14,11,8888,2,2,2,2,2,2,6.205266990291262,307.16071601941746,307.16071601941746,310.2633495145631,307.16071601941746,,2
1,42.0,11,0,2,6,713,1974.0,4.0,8,144,7240,549,1,5.0,2,1,2,2,1,2,2,2,2,0,6,2,,,,,,,,,,,2,,,2,2,2,,0.0,329.88,0.0,329.88,329.88,2
1,45.0,11,0,2,2,410,1967.0,4.0,8,144,7200,410,1,1.0,2,2,2,2,2,2,2,2,3,0,4,2,11,8888,8888,8888,8888,8,8888,8888,8888,8888,2,2,2,2,2,2,,,,,0.0,0.0,2
1,60.0,11,0,2,0,410,1950.0,3.0,2,132,,410,,1.0,2,1,2,2,2,2,2,2,3,0,6,2,,,,,,,,,,,2,2,2,2,2,2,6.205266990291262,,,310.2633495145631,0.0,0.0,2
1,47.0,11,0,2,0,529,1981.0,2.0,8,144,7777,411,1,1.0,2,2,2,2,2,2,2,2,3,0,6,2,8888,8888,8888,8888,8888,8,11,8888,8888,8888,2,2,2,2,2,2,14.737509101941747,12.410533980582525,124.10533980582524,620.5266990291262,310.2633495145631,2482.106796116505,2
1,36.0,11,0,2,1,559,1991.0,1.0,1,144,7777,559,,6.0,2,1,2,2,1,2,1,2,,1,6,2,11,8888,8888,8888,8888,2,11,8888,8888,8888,2,2,2,2,2,2,,,,,,,2
1,27.0,11,0,2,2,529,1984.0,4.0,8,144,1920,549,,1.0,2,2,2,2,2,2,2,2,6,0,6,2,12,11,8888,8888,8888,8888,8888,8888,8888,8888,2,2,2,2,2,2,7.82423871461362,0.0,70.41814843152258,0.0,1173.635807192043,1173.635807192043,2
1,26.0,11,46,2,2,410,1986.0,5.0,8,144,1920,549,1,1.0,2,1,2,2,2,2,2,2,2,0,6,2,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,2,2,2,2,2,2,4.91648076923077,0.0,1573.2738461538463,2458.2403846153848,0.0,0.0,2
1,56.0,11,0,2,1,713,1963.0,2.0,2,144,,410,,3.0,2,1,2,2,2,2,2,2,3,0,6,2,8888,8888,8888,8888,8888,12,11,8888,8888,8888,2,2,2,2,2,2,11.599433894414691,0.0,352.0907421576129,1564.847742922724,978.0298393267025,1956.059678653405,2
1,34.0,11,0,2,6,529,1986.0,1.0,8,144,7777,810,1,1.0,2,1,2,2,2,2,2,2,3,0,6,2,8888,8888,8888,8888,8888,2,12,11,8888,8888,2,2,2,2,2,2,3.247059066564652,391.211935730681,391.211935730681,489.01491966335124,,1369.2417750573834,2
1,61.0,11,0,2,1,713,1946.0,3.0,8,144,7777,410,1,2.0,2,2,2,2,2,2,2,2,3,0,6,2,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,2,2,2,2,2,2,4.890149196633512,156.4847742922724,391.211935730681,391.211935730681,,2738.483550114767,2
1,35.0,11,0,2,4,529,1982.0,6.0,8,144,7777,410,1,4.0,1,2,2,2,2,2,2,1,4,1,4,2,,,,,,12,11,8888,8888,8888,2,2,2,2,2,2,2.8125082508250823,0.0,0.0,0.0,450.0013201320132,450.0013201320132,2
1,20.0,11,0,2,4,713,1986.0,6.0,8,144,1920,549,1,1.0,1,1,2,2,2,2,2,2,3,0,6,2,16,8888,8888,8888,8888,8,14,8888,8888,8888,2,2,2,2,2,2,1.3398760777683856,0.0,0.0,0.0,,324.1635672020288,2
1,35.0,11,0,2,6,519,1979.0,6.0,8,144,1920,524,1,2.0,2,1,2,2,2,1,1,2,2,0,2,2,11,8888,8888,8888,8888,2,8,14,11,8888,2,2,2,2,2,2,,0.0,,0.0,0.0,0.0,2
1,72.0,11,0,2,1,830,1947.0,3.0,8,144,4880,410,1,1.0,2,1,2,2,2,2,2,2,3,0,3,2,11,8888,8888,8888,8888,6,11,8888,8888,8888,2,2,2,2,2,2,4.901399539877301,0.0,313.68957055214725,392.11196319018404,,,2
1,28.0,11,0,2,13,130,1990.0,2.0,5,147,7777,410,1,6.0,2,2,2,2,1,2,1,1,3,3,6,2,8888,8888,8888,8888,8888,8,14,4,8888,8888,2,2,2,2,2,2,12.743638803680982,0.0,78.42239263803681,0.0,392.11196319018404,1568.4478527607362,2
1,77.0,11,0,2,0,60,1944.0,2.0,8,144,4880,410,1,5.0,1,1,2,2,2,2,2,2,6,0,6,2,8888,8888,8888,8888,8888,8888,8888,8888,8888,8888,2,2,2,2,2,2,8.837525925925926,0.0,0.0,189.37555555555556,126.25037037037038,631.2518518518518,2
1,40.0,11,0,2,16,130,1990.0,5.0,5,131,7777,810,1,1.0,1,1,2,2,2,1,2,1,1,3,6,2,12,11,8888,8888,8888,16,8888,8888,8888,8888,2,2,2,2,1,2,11.87997211895911,152.06364312267658,190.07955390334575,1900.7955390334573,1900.7955390334573,7603.182156133829,2
