Classifier,training_s,testing_s
1-NN,0.18011212348937988,3.002249240875244
Naïve Bayes,1.9358155727386475,0.250748872756958
Decision Tree,5.5906336307525635,0.047608137130737305
GBM,225.2644407749176,0.28444719314575195
RBF SVM,969.1381573677063,80.61784100532532
Logistic Regression,0.0674750804901123,0.000820159912109375
Random Forest,57.18444108963013,0.3422877788543701
MLP,73.6805911064148,0.0069293975830078125
