Classifier,time_s
1-NN,0.3405454158782959
Naïve Bayes,0.20209598541259766
Decision Tree,0.21118688583374023
Random Forest,6.368389129638672
GBM,35.877259731292725
MLP,2.2696781158447266
RBF SVM,1.8124785423278809
Logistic Regression,0.11232304573059082
